tid,attr_name,attr_val
158,HospitalType,Acute Care Hospitals
158,HospitalOwner,Proprietary
158,EmergencyService,Yes
158,Condition,Pneumonia
158,MeasureCode,PN-4
158,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
158,Score,100%
158,Sample,25 patients
158,Stateavg,AL_PN-4
159,ProviderNumber,10009
159,HospitalName,HARTSELLE MEDICAL CENTER
159,Address1,201 PINE STREET NORTHWEST
159,Address2,Empty
159,Address3,Empty
159,City,HARTSELLE
159,State,AL
159,ZipCode,35640
159,CountyName,MORGAN
159,PhoneNumber,2567736511
159,HospitalType,Acute Care Hospitals
159,HospitalOwner,Proprietary
159,EmergencyService,Yes
159,Condition,Pneumonia
159,MeasureCode,PN-5C
159,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
159,Score,98%
159,Sample,51 patients
159,Stateavg,AL_PN-5C
160,ProviderNumber,10009
160,HospitalName,HARTSELLE MEDICAL CENTER
160,Address1,201 PINE STREET NORTHWEST
160,Address2,Empty
160,Address3,Empty
160,City,HARTSELLE
160,State,AL
160,ZipCode,35640
160,CountyName,MORGAN
160,PhoneNumber,2567736511
160,HospitalType,Acute Care Hospitals
160,HospitalOwner,Proprietary
160,EmergencyService,Yes
160,Condition,Pneumonia
160,MeasureCode,PN-6
160,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
160,Score,100%
160,Sample,45 patients
160,Stateavg,AL_PN-6
161,ProviderNumber,10009
161,HospitalName,HARTSELLE MEDICAL CENTER
161,Address1,201 PINE STREET NORTHWEST
161,Address2,Empty
161,Address3,Empty
161,City,HARTSELLE
161,State,AL
161,ZipCode,35640
161,CountyName,MORGAN
161,PhoneNumber,2567736511
161,HospitalType,Acute Care Hospitals
161,HospitalOwner,Proprietary
161,EmergencyService,Yes
161,Condition,Pneumonia
161,MeasureCode,PN-7
161,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
161,Score,97%
161,Sample,30 patients
161,Stateavg,AL_PN-7
162,ProviderNumber,10009
162,HospitalName,HARTSELLE MEDICAL CENTER
162,Address1,201 PINE STREET NORTHWEST
162,Address2,Empty
162,Address3,Empty
162,City,HARTSELLE
162,State,AL
162,ZipCode,35640
162,CountyName,MORGAN
162,PhoneNumber,2567736511
162,HospitalType,Acute Care Hospitals
162,HospitalOwner,Proprietary
162,EmergencyService,Yes
162,Condition,Surgical Infection Prevention
162,MeasureCode,SCIP-CARD-2
162,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
162,Score,67%
162,Sample,3 patients
162,Stateavg,AL_SCIP-CARD-2
163,ProviderNumber,10009
163,HospitalName,HARTSELLE MEDICAL CENTER
163,Address1,201 PINE STREET NORTHWEST
163,Address2,Empty
163,Address3,Empty
163,City,HARTSELLE
163,State,AL
163,ZipCode,35640
163,CountyName,MORGAN
163,PhoneNumber,2567736511
163,HospitalType,Acute Care Hospitals
163,HospitalOwner,Proprietary
163,EmergencyService,Yes
163,Condition,Surgical Infection Prevention
163,MeasureCode,SCIP-INF-1
163,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
163,Score,100%
163,Sample,6 patients
163,Stateavg,AL_SCIP-INF-1
164,ProviderNumber,10009
164,HospitalName,HARTSELLE MEDICAL CENTER
164,Address1,201 PINE STREET NORTHWEST
164,Address2,Empty
164,Address3,Empty
164,City,HARTSELLE
164,State,AL
164,ZipCode,35640
164,CountyName,MORGAN
164,PhoneNumber,2567736511
164,HospitalType,Acute Care Hospitals
164,HospitalOwner,Proprietary
164,EmergencyService,Yes
164,Condition,Surgical Infection Prevention
164,MeasureCode,SCIP-INF-2
164,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
164,Score,57%
164,Sample,7 patients
164,Stateavg,AL_SCIP-INF-2
165,ProviderNumber,10009
165,HospitalName,HARTSELLE MEDICAL CENTER
165,Address1,201 PINE STREET NORTHWEST
165,Address2,Empty
165,Address3,Empty
165,City,HARTSELLE
165,State,AL
165,ZipCode,35640
165,CountyName,MORGAN
165,PhoneNumber,2567736511
165,HospitalType,Acute Care Hospitals
165,HospitalOwner,Proprietary
165,EmergencyService,Yes
165,Condition,Surgical Infection Prevention
165,MeasureCode,SCIP-INF-3
165,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
165,Score,80%
165,Sample,5 patients
165,Stateavg,AL_SCIP-INF-3
166,ProviderNumber,10009
166,HospitalName,HARTSELLE MEDICAL CENTER
166,Address1,201 PINE STREET NORTHWEST
166,Address2,Empty
166,Address3,Empty
166,City,HARTSELLE
166,State,AL
166,ZipCode,35640
166,CountyName,MORGAN
166,PhoneNumber,2567736511
166,HospitalType,Acute Care Hospitals
166,HospitalOwner,Proprietary
166,EmergencyService,Yes
166,Condition,Surgical Infection Prevention
166,MeasureCode,SCIP-INF-4
166,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
166,Score,Empty
166,Sample,0 patients
166,Stateavg,AL_SCIP-INF-4
167,ProviderNumber,10009
167,HospitalName,HARTSELLE MEDICAL CENTER
167,Address1,201 PINE STREET NORTHWEST
167,Address2,Empty
167,Address3,Empty
167,City,HARTSELLE
167,State,AL
167,ZipCode,35640
167,CountyName,MORGAN
167,PhoneNumber,2567736511
167,HospitalType,Acute Care Hospitals
167,HospitalOwner,Proprietary
167,EmergencyService,Yes
167,Condition,Surgical Infection Prevention
167,MeasureCode,SCIP-INF-6
167,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
167,Score,100%
167,Sample,11 patients
167,Stateavg,AL_SCIP-INF-6
168,ProviderNumber,10009
168,HospitalName,HARTSELLE MEDICAL CENTER
168,Address1,201 PINE STREET NORTHWEST
168,Address2,Empty
168,Address3,Empty
168,City,HARTSELLE
168,State,AL
168,ZipCode,35640
168,CountyName,MORGAN
168,PhoneNumber,2567736511
168,HospitalType,Acute Care Hospitals
168,HospitalOwner,Proprietary
168,EmergencyService,Yes
168,Condition,Surgical Infection Prevention
168,MeasureCode,SCIP-VTE-1
168,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
168,Score,78%
168,Sample,9 patients
168,Stateavg,AL_SCIP-VTE-1
169,ProviderNumber,10009
169,HospitalName,HARTSELLE MEDICAL CENTER
169,Address1,201 PINE STREET NORTHWEST
169,Address2,Empty
169,Address3,Empty
169,City,HARTSELLE
169,State,AL
169,ZipCode,35640
169,CountyName,MORGAN
169,PhoneNumber,2567736511
169,HospitalType,Acute Care Hospitals
169,HospitalOwner,Proprietary
169,EmergencyService,Yes
169,Condition,Surgical Infection Prevention
169,MeasureCode,SCIP-VTE-2
169,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
169,Score,78%
169,Sample,9 patients
169,Stateavg,AL_SCIP-VTE-2
170,ProviderNumber,10010
170,HospitalName,MARSHALL MEDICAL CENTER NORTH
170,Address1,8000 ALABAMA HIGHWAY 69
170,Address2,Empty
170,Address3,Empty
170,City,GUNTERSVILLE
170,State,AL
170,ZipCode,35976
170,CountyName,MARSHALL
170,PhoneNumber,2565718000
170,HospitalType,Acute Care Hospitals
170,HospitalOwner,Government - Hospital District or Authority
170,EmergencyService,Yes
170,Condition,Heart Attack
170,MeasureCode,AMI-1
170,MeasureName,Heart Attack Patients Given Aspirin at Arrival
170,Score,100%
170,Sample,8 patients
170,Stateavg,AL_AMI-1
171,ProviderNumber,10010
171,HospitalName,MARSHALL MEDICAL CENTER NORTH
171,Address1,8000 ALABAMA HIGHWAY 69
171,Address2,Empty
171,Address3,Empty
171,City,GUNTERSVILLE
171,State,AL
171,ZipCode,35976
171,CountyName,MARSHALL
171,PhoneNumber,2565718000
171,HospitalType,Acute Care Hospitals
171,HospitalOwner,Government - Hospital District or Authority
171,EmergencyService,Yes
171,Condition,Heart Attack
171,MeasureCode,AMI-2
171,MeasureName,Heart Attack Patients Given Aspirin at Discharge
171,Score,100%
171,Sample,6 patients
171,Stateavg,AL_AMI-2
172,ProviderNumber,10010
172,HospitalName,MARSHALL MEDICAL CENTER NORTH
172,Address1,8000 ALABAMA HIGHWAY 69
172,Address2,Empty
172,Address3,Empty
172,City,GUNTERSVILLE
172,State,AL
172,ZipCode,35976
172,CountyName,MARSHALL
172,PhoneNumber,2565718000
172,HospitalType,Acute Care Hospitals
172,HospitalOwner,Government - Hospital District or Authority
172,EmergencyService,Yes
172,Condition,Heart Attack
172,MeasureCode,AMI-3
172,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
172,Score,50%
172,Sample,2 patients
172,Stateavg,AL_AMI-3
173,ProviderNumber,10010
173,HospitalName,MARSHALL MEDICAL CENTER NORTH
173,Address1,8000 ALABAMA HIGHWAY 69
173,Address2,Empty
173,Address3,Empty
173,City,GUNTERSVILLE
173,State,AL
173,ZipCode,35976
173,CountyName,MARSHALL
173,PhoneNumber,2565718000
173,HospitalType,Acute Care Hospitals
173,HospitalOwner,Government - Hospital District or Authority
173,EmergencyService,Yes
173,Condition,Heart Attack
173,MeasureCode,AMI-4
173,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
173,Score,100%
173,Sample,2 patients
173,Stateavg,AL_AMI-4
174,ProviderNumber,10010
174,HospitalName,MARSHALL MEDICAL CENTER NORTH
174,Address1,8000 ALABAMA HIGHWAY 69
174,Address2,Empty
174,Address3,Empty
174,City,GUNTERSVILLE
174,State,AL
174,ZipCode,35976
174,CountyName,MARSHALL
174,PhoneNumber,2565718000
174,HospitalType,Acute Care Hospitals
174,HospitalOwner,Government - Hospital District or Authority
174,EmergencyService,Yes
174,Condition,Heart Attack
174,MeasureCode,AMI-5
174,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
174,Score,83%
174,Sample,6 patients
174,Stateavg,AL_AMI-5
175,ProviderNumber,10010
175,HospitalName,MARSHALL MEDICAL CENTER NORTH
175,Address1,8000 ALABAMA HIGHWAY 69
175,Address2,Empty
175,Address3,Empty
175,City,GUNTERSVILLE
175,State,AL
175,ZipCode,35976
175,CountyName,MARSHALL
175,PhoneNumber,2565718000
175,HospitalType,Acute Care Hospitals
175,HospitalOwner,Government - Hospital District or Authority
175,EmergencyService,Yes
175,Condition,Heart Attack
175,MeasureCode,AMI-7A
175,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
175,Score,Empty
175,Sample,0 patients
175,Stateavg,AL_AMI-7A
176,ProviderNumber,10010
176,HospitalName,MARSHALL MEDICAL CENTER NORTH
176,Address1,8000 ALABAMA HIGHWAY 69
176,Address2,Empty
176,Address3,Empty
176,City,GUNTERSVILLE
176,State,AL
176,ZipCode,35976
176,CountyName,MARSHALL
176,PhoneNumber,2565718000
176,HospitalType,Acute Care Hospitals
176,HospitalOwner,Government - Hospital District or Authority
176,EmergencyService,Yes
176,Condition,Heart Attack
176,MeasureCode,AMI-8A
176,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
176,Score,Empty
176,Sample,0 patients
176,Stateavg,AL_AMI-8A
177,ProviderNumber,10010
177,HospitalName,MARSHALL MEDICAL CENTER NORTH
177,Address1,8000 ALABAMA HIGHWAY 69
177,Address2,Empty
177,Address3,Empty
177,City,GUNTERSVILLE
177,State,AL
177,ZipCode,35976
177,CountyName,MARSHALL
177,PhoneNumber,2565718000
177,HospitalType,Acute Care Hospitals
177,HospitalOwner,Government - Hospital District or Authority
177,EmergencyService,Yes
177,Condition,Heart Failure
177,MeasureCode,HF-1
177,MeasureName,Heart Failure Patients Given Discharge Instructions
177,Score,93%
177,Sample,55 patients
177,Stateavg,AL_HF-1
178,ProviderNumber,10010
178,HospitalName,MARSHALL MEDICAL CENTER NORTH
178,Address1,8000 ALABAMA HIGHWAY 69
178,Address2,Empty
178,Address3,Empty
178,City,GUNTERSVILLE
178,State,AL
178,ZipCode,35976
178,CountyName,MARSHALL
178,PhoneNumber,2565718000
178,HospitalType,Acute Care Hospitals
178,HospitalOwner,Government - Hospital District or Authority
178,EmergencyService,Yes
178,Condition,Heart Failure
178,MeasureCode,HF-2
178,MeasureName,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
178,Score,84%
178,Sample,80 patients
178,Stateavg,AL_HF-2
179,ProviderNumber,10010
179,HospitalName,MARSHALL MEDICAL CENTER NORTH
179,Address1,8000 ALABAMA HIGHWAY 69
179,Address2,Empty
179,Address3,Empty
179,City,GUNTERSVILLE
179,State,AL
179,ZipCode,35976
179,CountyName,MARSHALL
179,PhoneNumber,2565718000
179,HospitalType,Acute Care Hospitals
179,HospitalOwner,Government - Hospital District or Authority
179,EmergencyService,Yes
179,Condition,Heart Failure
179,MeasureCode,HF-3
179,MeasureName,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
179,Score,78%
179,Sample,27 patients
179,Stateavg,AL_HF-3
180,ProviderNumber,10010
180,HospitalName,MARSHALL MEDICAL CENTER NORTH
180,Address1,8000 ALABAMA HIGHWAY 69
180,Address2,Empty
180,Address3,Empty
180,City,GUNTERSVILLE
180,State,AL
180,ZipCode,35976
180,CountyName,MARSHALL
180,PhoneNumber,2565718000
180,HospitalType,Acute Care Hospitals
180,HospitalOwner,Government - Hospital District or Authority
180,EmergencyService,Yes
180,Condition,Heart Failure
180,MeasureCode,HF-4
180,MeasureName,Heart Failure Patients Given Smoking Cessation Advice/Counseling
180,Score,100%
180,Sample,10 patients
180,Stateavg,AL_HF-4
181,ProviderNumber,10010
181,HospitalName,MARSHALL MEDICAL CENTER NORTH
181,Address1,8000 ALABAMA HIGHWAY 69
181,Address2,Empty
181,Address3,Empty
181,City,GUNTERSVILLE
181,State,AL
181,ZipCode,35976
181,CountyName,MARSHALL
181,PhoneNumber,2565718000
181,HospitalType,Acute Care Hospitals
181,HospitalOwner,Government - Hospital District or Authority
181,EmergencyService,Yes
181,Condition,Pneumonia
181,MeasureCode,PN-2
181,MeasureName,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
181,Score,87%
181,Sample,128 patients
181,Stateavg,AL_PN-2
182,ProviderNumber,10010
182,HospitalName,MARSHALL MEDICAL CENTER NORTH
182,Address1,8000 ALABAMA HIGHWAY 69
182,Address2,Empty
182,Address3,Empty
182,City,GUNTERSVILLE
182,State,AL
182,ZipCode,35976
182,CountyName,MARSHALL
182,PhoneNumber,2565718000
182,HospitalType,Acute Care Hospitals
182,HospitalOwner,Government - Hospital District or Authority
182,EmergencyService,Yes
182,Condition,Pneumonia
182,MeasureCode,PN-3B
182,MeasureName,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
182,Score,94%
182,Sample,115 patients
182,Stateavg,AL_PN-3B
183,ProviderNumber,10010
183,HospitalName,MARSHALL MEDICAL CENTER NORTH
183,Address1,8000 ALABAMA HIGHWAY 69
183,Address2,Empty
183,Address3,Empty
183,City,GUNTERSVILLE
183,State,AL
183,ZipCode,35976
183,CountyName,MARSHALL
183,PhoneNumber,2565718000
183,HospitalType,Acute Care Hospitals
183,HospitalOwner,Government - Hospital District or Authority
183,EmergencyService,Yes
183,Condition,Pneumonia
183,MeasureCode,PN-4
183,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling
183,Score,94%
183,Sample,65 patients
183,Stateavg,AL_PN-4
184,ProviderNumber,10010
184,HospitalName,MARSHALL MEDICAL CENTER NORTH
184,Address1,8000 ALABAMA HIGHWAY 69
184,Address2,Empty
184,Address3,Empty
184,City,GUNTERSVILLE
184,State,AL
184,ZipCode,35976
184,CountyName,MARSHALL
184,PhoneNumber,2565718000
184,HospitalType,Acute Care Hospitals
184,HospitalOwner,Government - Hospital District or Authority
184,EmergencyService,Yes
184,Condition,Pneumonia
184,MeasureCode,PN-5C
184,MeasureName,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
184,Score,97%
184,Sample,158 patients
184,Stateavg,AL_PN-5C
185,ProviderNumber,10010
185,HospitalName,MARSHALL MEDICAL CENTER NORTH
185,Address1,8000 ALABAMA HIGHWAY 69
185,Address2,Empty
185,Address3,Empty
185,City,GUNTERSVILLE
185,State,AL
185,ZipCode,35976
185,CountyName,MARSHALL
185,PhoneNumber,2565718000
185,HospitalType,Acute Care Hospitals
185,HospitalOwner,Government - Hospital District or Authority
185,EmergencyService,Yes
185,Condition,Pneumonia
185,MeasureCode,PN-6
185,MeasureName,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
185,Score,93%
185,Sample,133 patients
185,Stateavg,AL_PN-6
186,ProviderNumber,10010
186,HospitalName,MARSHALL MEDICAL CENTER NORTH
186,Address1,8000 ALABAMA HIGHWAY 69
186,Address2,Empty
186,Address3,Empty
186,City,GUNTERSVILLE
186,State,AL
186,ZipCode,35976
186,CountyName,MARSHALL
186,PhoneNumber,2565718000
186,HospitalType,Acute Care Hospitals
186,HospitalOwner,Government - Hospital District or Authority
186,EmergencyService,Yes
186,Condition,Pneumonia
186,MeasureCode,PN-7
186,MeasureName,Pneumonia Patients Assessed and Given Influenza Vaccination
186,Score,90%
186,Sample,101 patients
186,Stateavg,AL_PN-7
187,ProviderNumber,10010
187,HospitalName,MARSHALL MEDICAL CENTER NORTH
187,Address1,8000 ALABAMA HIGHWAY 69
187,Address2,Empty
187,Address3,Empty
187,City,GUNTERSVILLE
187,State,AL
187,ZipCode,35976
187,CountyName,MARSHALL
187,PhoneNumber,2565718000
187,HospitalType,Acute Care Hospitals
187,HospitalOwner,Government - Hospital District or Authority
187,EmergencyService,Yes
187,Condition,Surgical Infection Prevention
187,MeasureCode,SCIP-CARD-2
187,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
187,Score,86%
187,Sample,14 patients
187,Stateavg,AL_SCIP-CARD-2
188,ProviderNumber,10010
188,HospitalName,MARSHALL MEDICAL CENTER NORTH
188,Address1,8000 ALABAMA HIGHWAY 69
188,Address2,Empty
188,Address3,Empty
188,City,GUNTERSVILLE
188,State,AL
188,ZipCode,35976
188,CountyName,MARSHALL
188,PhoneNumber,2565718000
188,HospitalType,Acute Care Hospitals
188,HospitalOwner,Government - Hospital District or Authority
188,EmergencyService,Yes
188,Condition,Surgical Infection Prevention
188,MeasureCode,SCIP-INF-1
188,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
188,Score,95%
188,Sample,66 patients
188,Stateavg,AL_SCIP-INF-1
189,ProviderNumber,10010
189,HospitalName,MARSHALL MEDICAL CENTER NORTH
189,Address1,8000 ALABAMA HIGHWAY 69
189,Address2,Empty
189,Address3,Empty
189,City,GUNTERSVILLE
189,State,AL
189,ZipCode,35976
189,CountyName,MARSHALL
189,PhoneNumber,2565718000
189,HospitalType,Acute Care Hospitals
189,HospitalOwner,Government - Hospital District or Authority
189,EmergencyService,Yes
189,Condition,Surgical Infection Prevention
189,MeasureCode,SCIP-INF-2
189,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
189,Score,91%
189,Sample,64 patients
189,Stateavg,AL_SCIP-INF-2
190,ProviderNumber,10010
190,HospitalName,MARSHALL MEDICAL CENTER NORTH
190,Address1,8000 ALABAMA HIGHWAY 69
190,Address2,Empty
190,Address3,Empty
190,City,GUNTERSVILLE
190,State,AL
190,ZipCode,35976
190,CountyName,MARSHALL
190,PhoneNumber,2565718000
190,HospitalType,Acute Care Hospitals
190,HospitalOwner,Government - Hospital District or Authority
190,EmergencyService,Yes
190,Condition,Surgical Infection Prevention
190,MeasureCode,SCIP-INF-3
190,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
190,Score,100%
190,Sample,63 patients
190,Stateavg,AL_SCIP-INF-3
191,ProviderNumber,10010
191,HospitalName,MARSHALL MEDICAL CENTER NORTH
191,Address1,8000 ALABAMA HIGHWAY 69
191,Address2,Empty
191,Address3,Empty
191,City,GUNTERSVILLE
191,State,AL
191,ZipCode,35976
191,CountyName,MARSHALL
191,PhoneNumber,2565718000
191,HospitalType,Acute Care Hospitals
191,HospitalOwner,Government - Hospital District or Authority
191,EmergencyService,Yes
191,Condition,Surgical Infection Prevention
191,MeasureCode,SCIP-INF-4
191,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
191,Score,Empty
191,Sample,0 patients
191,Stateavg,AL_SCIP-INF-4
192,ProviderNumber,10010
192,HospitalName,MARSHALL MEDICAL CENTER NORTH
192,Address1,8000 ALABAMA HIGHWAY 69
192,Address2,Empty
192,Address3,Empty
192,City,GUNTERSVILLE
192,State,AL
192,ZipCode,35976
192,CountyName,MARSHALL
192,PhoneNumber,2565718000
192,HospitalType,Acute Care Hospitals
192,HospitalOwner,Government - Hospital District or Authority
192,EmergencyService,Yes
192,Condition,Surgical Infection Prevention
192,MeasureCode,SCIP-INF-6
192,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
192,Score,100%
192,Sample,155 patients
192,Stateavg,AL_SCIP-INF-6
193,ProviderNumber,10010
193,HospitalName,MARSHALL MEDICAL CENTER NORTH
193,Address1,8000 ALABAMA HIGHWAY 69
193,Address2,Empty
193,Address3,Empty
193,City,GUNTERSVILLE
193,State,AL
193,ZipCode,35976
193,CountyName,MARSHALL
193,PhoneNumber,2565718000
193,HospitalType,Acute Care Hospitals
193,HospitalOwner,Government - Hospital District or Authority
193,EmergencyService,Yes
193,Condition,Surgical Infection Prevention
193,MeasureCode,SCIP-VTE-1
193,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
193,Score,86%
193,Sample,56 patients
193,Stateavg,AL_SCIP-VTE-1
194,ProviderNumber,10010
194,HospitalName,MARSHALL MEDICAL CENTER NORTH
194,Address1,8000 ALABAMA HIGHWAY 69
194,Address2,Empty
194,Address3,Empty
194,City,GUNTERSVILLE
194,State,AL
194,ZipCode,35976
194,CountyName,MARSHALL
194,PhoneNumber,2565718000
194,HospitalType,Acute Care Hospitals
194,HospitalOwner,Government - Hospital District or Authority
194,EmergencyService,Yes
194,Condition,Surgical Infection Prevention
194,MeasureCode,SCIP-VTE-2
194,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
194,Score,84%
194,Sample,56 patients
194,Stateavg,AL_SCIP-VTE-2
195,ProviderNumber,10011
195,HospitalName,ST VINCENT'S EAST
195,Address1,50 MEDICAL PARK EAST DRIVE
195,Address2,Empty
195,Address3,Empty
195,City,BIRMINGHAM
195,State,AL
195,ZipCode,35235
195,CountyName,JEFFERSON
195,PhoneNumber,2058383122
195,HospitalType,Acute Care Hospitals
195,HospitalOwner,Voluntary non-profit - Private
195,EmergencyService,Yes
195,Condition,Heart Attack
195,MeasureCode,AMI-1
195,MeasureName,Heart Attack Patients Given Aspirin at Arrival
195,Score,99%
195,Sample,240 patients
195,Stateavg,AL_AMI-1
196,ProviderNumber,10011
196,HospitalName,ST VINCENT'S EAST
196,Address1,50 MEDICAL PARK EAST DRIVE
196,Address2,Empty
196,Address3,Empty
196,City,BIRMINGHAM
196,State,AL
196,ZipCode,35235
196,CountyName,JEFFERSON
196,PhoneNumber,2058383122
196,HospitalType,Acute Care Hospitals
196,HospitalOwner,Voluntary non-profit - Private
196,EmergencyService,Yes
196,Condition,Heart Attack
196,MeasureCode,AMI-2
196,MeasureName,Heart Attack Patients Given Aspirin at Discharge
196,Score,96%
196,Sample,295 patients
196,Stateavg,AL_AMI-2
197,ProviderNumber,10011
197,HospitalName,ST VINCENT'S EAST
197,Address1,50 MEDICAL PARK EAST DRIVE
197,Address2,Empty
197,Address3,Empty
197,City,BIRMINGHAM
197,State,AL
197,ZipCode,35235
197,CountyName,JEFFERSON
197,PhoneNumber,2058383122
197,HospitalType,Acute Care Hospitals
197,HospitalOwner,Voluntary non-profit - Private
197,EmergencyService,Yes
197,Condition,Heart Attack
197,MeasureCode,AMI-3
197,MeasureName,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
197,Score,91%
197,Sample,70 patients
197,Stateavg,AL_AMI-3
198,ProviderNumber,10011
198,HospitalName,ST VINCENT'S EAST
198,Address1,50 MEDICAL PARK EAST DRIVE
198,Address2,Empty
198,Address3,Empty
198,City,BIRMINGHAM
198,State,AL
198,ZipCode,35235
198,CountyName,JEFFERSON
198,PhoneNumber,2058383122
198,HospitalType,Acute Care Hospitals
198,HospitalOwner,Voluntary non-profit - Private
198,EmergencyService,Yes
198,Condition,Heart Attack
198,MeasureCode,AMI-4
198,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling
198,Score,100%
198,Sample,131 patients
198,Stateavg,AL_AMI-4
199,ProviderNumber,10011
199,HospitalName,ST VINCENT'S EAST
199,Address1,50 MEDICAL PARK EAST DRIVE
199,Address2,Empty
199,Address3,Empty
199,City,BIRMINGHAM
199,State,AL
199,ZipCode,35235
199,CountyName,JEFFERSON
199,PhoneNumber,2058383122
199,HospitalType,Acute Care Hospitals
199,HospitalOwner,Voluntary non-profit - Private
199,EmergencyService,Yes
199,Condition,Heart Attack
199,MeasureCode,AMI-5
199,MeasureName,Heart Attack Patients Given Beta Blocker at Discharge
199,Score,99%
199,Sample,288 patients
199,Stateavg,AL_AMI-5
200,ProviderNumber,10011
200,HospitalName,ST VINCENT'S EAST
200,Address1,50 MEDICAL PARK EAST DRIVE
200,Address2,Empty
200,Address3,Empty
200,City,BIRMINGHAM
200,State,AL
200,ZipCode,35235
200,CountyName,JEFFERSON
200,PhoneNumber,2058383122
200,HospitalType,Acute Care Hospitals
200,HospitalOwner,Voluntary non-profit - Private
200,EmergencyService,Yes
200,Condition,Heart Attack
200,MeasureCode,AMI-7A
200,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
200,Score,Empty
200,Sample,0 patients
200,Stateavg,AL_AMI-7A
201,ProviderNumber,10011
201,HospitalName,ST VINCENT'S EAST
201,Address1,50 MEDICAL PARK EAST DRIVE
201,Address2,Empty
201,Address3,Empty
201,City,BIRMINGHAM
201,State,AL
201,ZipCode,35235
201,CountyName,JEFFERSON
201,PhoneNumber,2058383122
201,HospitalType,Acute Care Hospitals
201,HospitalOwner,Voluntary non-profit - Private
201,EmergencyService,Yes
201,Condition,Heart Attack
201,MeasureCode,AMI-8A
201,MeasureName,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
201,Score,85%
201,Sample,48 patients
201,Stateavg,AL_AMI-8A
202,ProviderNumber,10011
202,HospitalName,ST VINCENT'S EAST
202,Address1,50 MEDICAL PARK EAST DRIVE
202,Address2,Empty
202,Address3,Empty
202,City,BIRMINGHAM
202,State,AL
202,ZipCode,35235
202,CountyName,JEFFERSON
202,PhoneNumber,2058383122
202,HospitalType,Acute Care Hospitals
202,HospitalOwner,Voluntary non-profit - Private
202,EmergencyService,Yes
202,Condition,Heart Failure
202,MeasureCode,HF-1
202,MeasureName,Heart Failure Patients Given Discharge Instructions
202,Score,94%
202,Sample,316 patients
202,Stateavg,AL_HF-1
203,ProviderNumber,10011
203,HospitalName,ST VINCENT'S EAST
203,Address1,50 MEDICAL PARK EAST DRIVE
203,Address2,Empty
203,Address3,Empty
203,City,BIRMINGHAM
203,State,AL
203,ZipCode,35235
203,CountyName,JEFFERSON
203,PhoneNumber,2058383122
203,HospitalType,Acute Care Hospitals
203,HospitalOwner,Voluntary non-profit - Private
203,EmergencyService,Yes
