Row(rv_index=u'2011-12-05-AA-1544-SAN-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'11:25')
Row(rv_index=u'2011-12-29-UA-3099-PHX-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'11:55')
Row(rv_index=u'2011-12-29-UA-5487-SFO-MRY', rv_attr=u'Scheduled_Dept', assigned_val=u'10:37')
Row(rv_index=u'2011-12-30-AA-1165-JFK-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'6:59')
Row(rv_index=u'2011-12-30-AA-271-MIA-LAX', rv_attr=u'Scheduled_Dept', assigned_val=u'11:35')
Row(rv_index=u'2011-12-30-AA-3786-IAH-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-30-AA-3859-IAH-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2011-12-30-AA-3979-CVG-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'7:30')
Row(rv_index=u'2011-12-30-AA-4277-CVG-JFK', rv_attr=u'Scheduled_Dept', assigned_val=u'12:10')
Row(rv_index=u'2011-12-30-AA-431-MIA-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'8:35')
Row(rv_index=u'2011-12-30-AA-466-IAH-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'6:00')
Row(rv_index=u'2011-12-30-AA-484-DFW-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'4:15')
Row(rv_index=u'2011-12-30-AA-85-JFK-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'3:05')
Row(rv_index=u'2011-12-30-CO-1250-MIA-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'2:49')
Row(rv_index=u'2011-12-30-CO-1694-LAX-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'7:56')
Row(rv_index=u'2011-12-30-UA-248-PHX-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'12:52')
Row(rv_index=u'2011-12-30-UA-2726-FLL-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-30-UA-2830-MCO-CLT', rv_attr=u'Scheduled_Dept', assigned_val=u'3:27')
Row(rv_index=u'2011-12-30-UA-3515-IAD-MSP', rv_attr=u'Scheduled_Dept', assigned_val=u'8:19')
Row(rv_index=u'2011-12-30-UA-6273-YYC-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'7:45')
Row(rv_index=u'2011-12-30-UA-843-LAX-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'2:10')
Row(rv_index=u'2011-12-30-UA-858-PVG-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'1:45')
Row(rv_index=u'2011-12-31-AA-1007-MIA-PHX', rv_attr=u'Scheduled_Dept', assigned_val=u'4:55')
Row(rv_index=u'2011-12-31-AA-1279-DFW-PHX', rv_attr=u'Scheduled_Dept', assigned_val=u'1:00')
Row(rv_index=u'2011-12-31-AA-222-LAX-BOS', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2011-12-31-AA-3756-ORD-SLC', rv_attr=u'Scheduled_Dept', assigned_val=u'12:15')
Row(rv_index=u'2011-12-31-AA-3786-IAH-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-31-AA-4330-CVG-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'3:35')
Row(rv_index=u'2011-12-31-AA-616-DFW-DTW', rv_attr=u'Scheduled_Dept', assigned_val=u'9:05')
Row(rv_index=u'2011-12-31-AA-649-ORD-SNA', rv_attr=u'Scheduled_Dept', assigned_val=u'1:30')
Row(rv_index=u'2011-12-31-AA-85-JFK-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'3:05')
Row(rv_index=u'2011-12-31-CO-1088-CLE-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'8:40')
Row(rv_index=u'2011-12-31-CO-62-IAH-EWR', rv_attr=u'Scheduled_Dept', assigned_val=u'2:30')
Row(rv_index=u'2011-12-31-CO-89-IAH-EWR', rv_attr=u'Scheduled_Dept', assigned_val=u'6:00')
Row(rv_index=u'2011-12-31-UA-2314-ATL-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'2:55')
Row(rv_index=u'2011-12-31-UA-257-JFK-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'2:30')
Row(rv_index=u'2011-12-31-UA-2726-FLL-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-31-UA-2906-PHL-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'3:50')
Row(rv_index=u'2011-12-31-UA-3099-PHX-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'11:55')
Row(rv_index=u'2011-12-31-UA-5487-SFO-MRY', rv_attr=u'Scheduled_Dept', assigned_val=u'10:30')
Row(rv_index=u'2011-12-31-UA-843-LAX-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'2:18')
Row(rv_index=u'2011-12-31-UA-938-DEN-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'3:54')
Row(rv_index=u'2012-01-01-AA-1640-MIA-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'6:30')
Row(rv_index=u'2012-01-01-AA-222-LAX-BOS', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2012-01-01-AA-2525-DFW-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'7:25')
Row(rv_index=u'2012-01-01-AA-3756-ORD-SLC', rv_attr=u'Scheduled_Dept', assigned_val=u'12:15')
Row(rv_index=u'2012-01-01-AA-404-MIA-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'6:45')
Row(rv_index=u'2012-01-01-AA-4198-ORD-CLE', rv_attr=u'Scheduled_Dept', assigned_val=u'10:40')
Row(rv_index=u'2012-01-01-AA-518-MIA-JFK', rv_attr=u'Scheduled_Dept', assigned_val=u'6:30')
Row(rv_index=u'2012-01-01-AA-59-JFK-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2012-01-01-CO-1561-PHX-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'8:05')
Row(rv_index=u'2012-01-01-CO-50-CLE-EWR', rv_attr=u'Scheduled_Dept', assigned_val=u'2:55')
Row(rv_index=u'2012-01-01-CO-52-IAH-LAX', rv_attr=u'Scheduled_Dept', assigned_val=u'7:35')
Row(rv_index=u'2012-01-01-UA-1500-IAH-GUA', rv_attr=u'Scheduled_Dept', assigned_val=u'8:50')
Row(rv_index=u'2012-01-01-UA-248-PHX-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'12:52')
Row(rv_index=u'2012-01-01-UA-37-EWR-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'1:29')
Row(rv_index=u'2012-01-01-UA-414-LAX-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'6:54')
Row(rv_index=u'2012-01-01-UA-5487-SFO-MRY', rv_attr=u'Scheduled_Dept', assigned_val=u'10:37')
Row(rv_index=u'2012-01-01-UA-664-ORD-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'2:00')
Row(rv_index=u'2012-01-01-UA-843-LAX-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'2:02')
Row(rv_index=u'2012-01-01-UA-854-SFO-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'7:35')
Row(rv_index=u'2012-01-01-UA-938-DEN-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'3:55')
Row(rv_index=u'2012-01-02-AA-1522-SFO-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'11:55')
Row(rv_index=u'2012-01-02-AA-1544-SAN-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'11:25')
Row(rv_index=u'2012-01-02-AA-271-MIA-LAX', rv_attr=u'Scheduled_Dept', assigned_val=u'11:35')
Row(rv_index=u'2012-01-02-AA-3-JFK-LAX', rv_attr=u'Scheduled_Dept', assigned_val=u'12:00')
Row(rv_index=u'2012-01-02-AA-3063-SLC-LAX', rv_attr=u'Scheduled_Dept', assigned_val=u'8:20')
Row(rv_index=u'2012-01-02-AA-3823-LAX-DEN', rv_attr=u'Scheduled_Dept', assigned_val=u'9:00')
Row(rv_index=u'2012-01-02-AA-3859-IAH-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2012-01-02-AA-446-DFW-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'11:50')
Row(rv_index=u'2012-01-02-AA-466-IAH-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'6:00')
Row(rv_index=u'2012-01-02-AA-484-DFW-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'4:15')
Row(rv_index=u'2012-01-02-AA-59-JFK-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2012-01-02-AA-649-ORD-SNA', rv_attr=u'Scheduled_Dept', assigned_val=u'1:30')
Row(rv_index=u'2012-01-02-CO-1023-IAH-DEN', rv_attr=u'Scheduled_Dept', assigned_val=u'11:40')
Row(rv_index=u'2012-01-02-CO-1090-BOS-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'9:50')
Row(rv_index=u'2012-01-02-CO-1250-MIA-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'2:50')
Row(rv_index=u'2012-01-02-CO-58-DEN-IAH', rv_attr=u'Scheduled_Dept', assigned_val=u'11:30')
Row(rv_index=u'2012-01-02-CO-62-IAH-EWR', rv_attr=u'Scheduled_Dept', assigned_val=u'2:30')
Row(rv_index=u'2012-01-02-UA-2830-MCO-CLT', rv_attr=u'Scheduled_Dept', assigned_val=u'3:27')
Row(rv_index=u'2012-01-02-UA-382-IAD-LAX', rv_attr=u'Scheduled_Dept', assigned_val=u'12:20')
Row(rv_index=u'2012-01-02-UA-3925-IAD-ORF', rv_attr=u'Scheduled_Dept', assigned_val=u'8:42')
Row(rv_index=u'2012-01-02-UA-397-JFK-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'8:25')
Row(rv_index=u'2012-01-02-UA-414-LAX-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'6:00')
Row(rv_index=u'2012-01-02-UA-5487-SFO-MRY', rv_attr=u'Scheduled_Dept', assigned_val=u'10:37')
Row(rv_index=u'2012-01-02-UA-664-ORD-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'1:35')
Row(rv_index=u'2012-01-03-AA-1522-SFO-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'11:55')
Row(rv_index=u'2012-01-03-AA-1544-SAN-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'11:25')
Row(rv_index=u'2012-01-03-AA-1640-MIA-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'6:30')
Row(rv_index=u'2012-01-03-AA-1917-JFK-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'2:55')
Row(rv_index=u'2012-01-03-AA-204-LAX-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'11:25')
Row(rv_index=u'2012-01-03-AA-222-LAX-BOS', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2012-01-03-AA-2312-DFW-DTW', rv_attr=u'Scheduled_Dept', assigned_val=u'8:25')
Row(rv_index=u'2012-01-03-AA-2525-DFW-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'7:25')
Row(rv_index=u'2012-01-03-AA-3468-CVG-MIA', rv_attr=u'Scheduled_Dept', assigned_val=u'7:00')
Row(rv_index=u'2012-01-03-AA-3756-ORD-SLC', rv_attr=u'Scheduled_Dept', assigned_val=u'12:15')
Row(rv_index=u'2012-01-03-AA-4198-ORD-CLE', rv_attr=u'Scheduled_Dept', assigned_val=u'10:40')
Row(rv_index=u'2012-01-03-AA-431-MIA-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'8:35')
Row(rv_index=u'2012-01-03-AA-518-MIA-JFK', rv_attr=u'Scheduled_Dept', assigned_val=u'6:30')
Row(rv_index=u'2012-01-03-AA-643-MIA-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'7:10')
Row(rv_index=u'2012-01-03-CO-4888-IAH-DAL', rv_attr=u'Scheduled_Dept', assigned_val=u'9:00')
Row(rv_index=u'2012-01-03-UA-1500-IAH-GUA', rv_attr=u'Scheduled_Dept', assigned_val=u'9:30')
Row(rv_index=u'2012-01-03-UA-248-PHX-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'12:59')
Row(rv_index=u'2012-01-03-UA-2906-PHL-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'3:50')
Row(rv_index=u'2012-01-03-UA-2945-PHL-CLT', rv_attr=u'Scheduled_Dept', assigned_val=u'12:00')
Row(rv_index=u'2012-01-03-UA-3515-IAD-MSP', rv_attr=u'Scheduled_Dept', assigned_val=u'8:28')
Row(rv_index=u'2012-01-03-UA-37-EWR-MCO', rv_attr=u'Scheduled_Dept', assigned_val=u'1:29')
Row(rv_index=u'2012-01-03-UA-382-IAD-LAX', rv_attr=u'Scheduled_Dept', assigned_val=u'12:34')
Row(rv_index=u'2012-01-03-UA-6273-YYC-SFO', rv_attr=u'Scheduled_Dept', assigned_val=u'7:35')
Row(rv_index=u'2012-01-03-UA-664-ORD-PHL', rv_attr=u'Scheduled_Dept', assigned_val=u'1:33')
Row(rv_index=u'2012-01-03-UA-843-LAX-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'2:00')
Row(rv_index=u'2011-12-05-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:26')
Row(rv_index=u'2011-12-05-AA-204-LAX-MCO', rv_attr=u'Actual_Dept', assigned_val=None)
Row(rv_index=u'2011-12-05-AA-2312-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=None)
Row(rv_index=u'2011-12-05-AA-3-JFK-LAX', rv_attr=u'Actual_Dept', assigned_val=u'12:02')
Row(rv_index=u'2011-12-05-AA-3809-PHX-LAX', rv_attr=u'Actual_Dept', assigned_val=u'6:18')
Row(rv_index=u'2011-12-05-AA-3823-LAX-DEN', rv_attr=u'Actual_Dept', assigned_val=None)
Row(rv_index=u'2011-12-05-AA-3859-IAH-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:25')
Row(rv_index=u'2011-12-05-AA-3979-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:48')
Row(rv_index=u'2011-12-05-AA-404-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=u'6:56')
Row(rv_index=u'2011-12-05-AA-4198-ORD-CLE', rv_attr=u'Actual_Dept', assigned_val=u'10:47')
Row(rv_index=u'2011-12-05-AA-4277-CVG-JFK', rv_attr=u'Actual_Dept', assigned_val=u'12:19')
Row(rv_index=u'2011-12-05-AA-446-DFW-PHL', rv_attr=u'Actual_Dept', assigned_val=u'12:06')
Row(rv_index=u'2011-12-05-CO-1586-IAH-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:42')
Row(rv_index=u'2011-12-05-CO-16-LAX-EWR', rv_attr=u'Actual_Dept', assigned_val=u'10:30')
Row(rv_index=u'2011-12-05-CO-47-IAH-LAX', rv_attr=u'Actual_Dept', assigned_val=u'7:20')
Row(rv_index=u'2011-12-05-CO-4888-IAH-DAL', rv_attr=u'Actual_Dept', assigned_val=u'5:30')
Row(rv_index=u'2011-12-05-CO-62-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'2:33')
Row(rv_index=u'2011-12-05-UA-2314-ATL-PHL', rv_attr=u'Actual_Dept', assigned_val=u'3:20')
Row(rv_index=u'2011-12-05-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:57')
Row(rv_index=u'2011-12-05-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'1:10')
Row(rv_index=u'2011-12-05-UA-2704-DTW-PHX', rv_attr=u'Actual_Dept', assigned_val=u'11:15')
Row(rv_index=u'2011-12-05-UA-2708-EWR-CLT', rv_attr=u'Actual_Dept', assigned_val=u'2:55')
Row(rv_index=u'2011-12-05-UA-2945-PHL-CLT', rv_attr=u'Actual_Dept', assigned_val=u'6:12')
Row(rv_index=u'2011-12-05-UA-3099-PHX-PHL', rv_attr=u'Actual_Dept', assigned_val=u'11:55')
Row(rv_index=u'2011-12-05-UA-382-IAD-LAX', rv_attr=u'Actual_Dept', assigned_val=u'12:31')
Row(rv_index=u'2011-12-05-UA-3925-IAD-ORF', rv_attr=u'Actual_Dept', assigned_val=u'8:46')
Row(rv_index=u'2011-12-05-UA-664-ORD-PHL', rv_attr=u'Actual_Dept', assigned_val=u'1:56')
Row(rv_index=u'2011-12-05-UA-854-SFO-IAH', rv_attr=u'Actual_Dept', assigned_val=u'7:50')
Row(rv_index=u'2011-12-07-AA-1221-MCO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'8:08')
Row(rv_index=u'2011-12-07-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:31')
Row(rv_index=u'2011-12-07-AA-1640-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=None)
Row(rv_index=u'2011-12-07-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'8:01')
Row(rv_index=u'2011-12-07-AA-204-LAX-MCO', rv_attr=u'Actual_Dept', assigned_val=None)
Row(rv_index=u'2011-12-07-AA-2957-DFW-CVG', rv_attr=u'Actual_Dept', assigned_val=u'8:25')
Row(rv_index=u'2011-12-07-AA-3-JFK-LAX', rv_attr=u'Actual_Dept', assigned_val=u'12:04')
Row(rv_index=u'2011-12-07-AA-3063-SLC-LAX', rv_attr=u'Actual_Dept', assigned_val=u'8:29')
Row(rv_index=u'2011-12-07-AA-400-DFW-JFK', rv_attr=u'Actual_Dept', assigned_val=u'10:52')
Row(rv_index=u'2011-12-07-AA-446-DFW-PHL', rv_attr=u'Actual_Dept', assigned_val=u'1:40')
Row(rv_index=u'2011-12-07-CO-1694-LAX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'7:15')
Row(rv_index=u'2011-12-07-CO-4888-IAH-DAL', rv_attr=u'Actual_Dept', assigned_val=u'5:30')
Row(rv_index=u'2011-12-07-CO-52-IAH-LAX', rv_attr=u'Actual_Dept', assigned_val=u'10:51')
Row(rv_index=u'2011-12-07-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:57')
Row(rv_index=u'2011-12-07-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'1:02')
Row(rv_index=u'2011-12-07-UA-2830-MCO-CLT', rv_attr=u'Actual_Dept', assigned_val=u'3:43')
Row(rv_index=u'2011-12-07-UA-414-LAX-SFO', rv_attr=u'Actual_Dept', assigned_val=u'5:55')
Row(rv_index=u'2011-12-07-UA-5487-SFO-MRY', rv_attr=u'Actual_Dept', assigned_val=u'11:29')
Row(rv_index=u'2011-12-07-UA-6273-YYC-SFO', rv_attr=u'Actual_Dept', assigned_val=u'7:25')
Row(rv_index=u'2011-12-08-AA-1522-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'December 8; 2011     ')
Row(rv_index=u'2011-12-08-AA-1664-MIA-ATL', rv_attr=u'Actual_Dept', assigned_val=u'10:09')
Row(rv_index=u'2011-12-08-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'7:42')
Row(rv_index=u'2011-12-08-AA-2268-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:12')
Row(rv_index=u'2011-12-08-AA-271-MIA-LAX', rv_attr=u'Actual_Dept', assigned_val=u'11:34')
Row(rv_index=u'2011-12-08-AA-2957-DFW-CVG', rv_attr=u'Actual_Dept', assigned_val=u'7:51')
Row(rv_index=u'2011-12-08-AA-3063-SLC-LAX', rv_attr=u'Actual_Dept', assigned_val=u'8:10')
Row(rv_index=u'2011-12-08-AA-3859-IAH-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:02')
Row(rv_index=u'2011-12-08-AA-404-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=u'6:40')
Row(rv_index=u'2011-12-08-AA-431-MIA-SFO', rv_attr=u'Actual_Dept', assigned_val=u'8:31')
Row(rv_index=u'2011-12-08-CO-1614-LAX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'12:25')
Row(rv_index=u'2011-12-08-CO-47-IAH-LAX', rv_attr=u'Actual_Dept', assigned_val=u'7:12')
Row(rv_index=u'2011-12-08-CO-58-DEN-IAH', rv_attr=u'Actual_Dept', assigned_val=u'11:24')
Row(rv_index=u'2011-12-08-CO-89-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'6:02')
Row(rv_index=u'2011-12-08-UA-1500-IAH-GUA', rv_attr=u'Actual_Dept', assigned_val=u'8:58')
Row(rv_index=u'2011-12-08-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:57')
Row(rv_index=u'2011-12-08-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:53')
Row(rv_index=u'2011-12-08-UA-2515-DFW-CLT', rv_attr=u'Actual_Dept', assigned_val=u'7:05')
Row(rv_index=u'2011-12-08-UA-257-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'2:23')
Row(rv_index=u'2011-12-08-UA-2830-MCO-CLT', rv_attr=u'Actual_Dept', assigned_val=u'3:27')
Row(rv_index=u'2011-12-08-UA-37-EDI-EWR', rv_attr=u'Actual_Dept', assigned_val=u'9:01')
Row(rv_index=u'2011-12-08-UA-37-EWR-MCO', rv_attr=u'Actual_Dept', assigned_val=u'1:27')
Row(rv_index=u'2011-12-08-UA-664-ORD-PHL', rv_attr=u'Actual_Dept', assigned_val=u'1:31')
Row(rv_index=u'2011-12-08-UA-858-PVG-SFO', rv_attr=u'Actual_Dept', assigned_val=u'1:44')
Row(rv_index=u'2011-12-09-AA-1221-MCO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'8:03')
Row(rv_index=u'2011-12-09-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:19')
Row(rv_index=u'2011-12-09-AA-1640-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=u'December 9; 2011     ')
Row(rv_index=u'2011-12-09-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'7:40')
Row(rv_index=u'2011-12-09-AA-2050-ORD-MIA', rv_attr=u'Actual_Dept', assigned_val=u'10:41')
Row(rv_index=u'2011-12-09-AA-2268-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:47')
Row(rv_index=u'2011-12-09-AA-2525-DFW-MIA', rv_attr=u'Actual_Dept', assigned_val=u'7:25')
Row(rv_index=u'2011-12-09-AA-2957-DFW-CVG', rv_attr=u'Actual_Dept', assigned_val=u'7:52')
Row(rv_index=u'2011-12-09-AA-3063-SLC-LAX', rv_attr=u'Actual_Dept', assigned_val=u'8:16')
Row(rv_index=u'2011-12-09-AA-3756-ORD-SLC', rv_attr=u'Actual_Dept', assigned_val=u'1:44')
Row(rv_index=u'2011-12-09-AA-415-BOS-ORD', rv_attr=u'Actual_Dept', assigned_val=u'8:30')
Row(rv_index=u'2011-12-09-AA-431-MIA-SFO', rv_attr=u'Actual_Dept', assigned_val=u'8:28')
Row(rv_index=u'2011-12-09-AA-4330-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:29')
Row(rv_index=u'2011-12-09-CO-1193-EWR-MCO', rv_attr=u'Actual_Dept', assigned_val=u'9:15')
Row(rv_index=u'2011-12-09-CO-63-EWR-IAH', rv_attr=u'Actual_Dept', assigned_val=u'5:52')
Row(rv_index=u'2011-12-09-CO-89-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'5:55')
Row(rv_index=u'2011-12-09-UA-233-LAX-JFK', rv_attr=u'Actual_Dept', assigned_val=u'4:25')
Row(rv_index=u'2011-12-09-UA-2515-DFW-CLT', rv_attr=u'Actual_Dept', assigned_val=u'7:12')
Row(rv_index=u'2011-12-09-UA-2830-MCO-CLT', rv_attr=u'Actual_Dept', assigned_val=u'3:27')
Row(rv_index=u'2011-12-09-UA-3099-PHX-PHL', rv_attr=u'Actual_Dept', assigned_val=u'11:55')
Row(rv_index=u'2011-12-09-UA-37-EWR-MCO', rv_attr=u'Actual_Dept', assigned_val=u'1:47')
Row(rv_index=u'2011-12-09-UA-414-LAX-SFO', rv_attr=u'Actual_Dept', assigned_val=u'5:55')
Row(rv_index=u'2011-12-09-UA-664-ORD-PHL', rv_attr=u'Actual_Dept', assigned_val=u'1:41')
Row(rv_index=u'2011-12-09-UA-938-DEN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'4:22')
Row(rv_index=u'2011-12-10-AA-1165-JFK-MIA', rv_attr=u'Actual_Dept', assigned_val=u'6:55')
Row(rv_index=u'2011-12-10-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:09')
Row(rv_index=u'2011-12-10-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:26')
Row(rv_index=u'2011-12-10-AA-1640-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=u'December 10; 2011     ')
Row(rv_index=u'2011-12-10-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'7:43')
Row(rv_index=u'2011-12-10-AA-2268-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:09')
Row(rv_index=u'2011-12-10-AA-2312-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'December 10; 2011     ')
Row(rv_index=u'2011-12-10-AA-3756-ORD-SLC', rv_attr=u'Actual_Dept', assigned_val=u'12:10')
Row(rv_index=u'2011-12-10-AA-3786-IAH-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:48')
Row(rv_index=u'2011-12-10-AA-3804-PHL-ORD', rv_attr=u'Actual_Dept', assigned_val=u'2:27')
Row(rv_index=u'2011-12-10-AA-400-DFW-JFK', rv_attr=u'Actual_Dept', assigned_val=u'11:50')
Row(rv_index=u'2011-12-10-AA-415-BOS-ORD', rv_attr=u'Actual_Dept', assigned_val=u'8:30')
Row(rv_index=u'2011-12-10-AA-4344-ORD-DTW', rv_attr=u'Actual_Dept', assigned_val=u'11:42')
Row(rv_index=u'2011-12-10-AA-446-DFW-PHL', rv_attr=u'Actual_Dept', assigned_val=u'11:55')
Row(rv_index=u'2011-12-10-AA-616-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'8:59')
Row(rv_index=u'2011-12-10-AA-649-ORD-SNA', rv_attr=u'Actual_Dept', assigned_val=u'December 10; 2011     ')
Row(rv_index=u'2011-12-10-CO-1023-IAH-DEN', rv_attr=u'Actual_Dept', assigned_val=u'1:43')
Row(rv_index=u'2011-12-10-CO-1090-BOS-IAH', rv_attr=u'Actual_Dept', assigned_val=u'9:39')
Row(rv_index=u'2011-12-10-CO-1586-IAH-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:00')
Row(rv_index=u'2011-12-10-CO-1614-LAX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'12:36')
Row(rv_index=u'2011-12-10-CO-50-CLE-EWR', rv_attr=u'Actual_Dept', assigned_val=u'2:49')
Row(rv_index=u'2011-12-10-UA-1500-IAH-GUA', rv_attr=u'Actual_Dept', assigned_val=u'9:02')
Row(rv_index=u'2011-12-10-UA-257-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'3:39')
Row(rv_index=u'2011-12-10-UA-2704-DTW-PHX', rv_attr=u'Actual_Dept', assigned_val=u'11:15')
Row(rv_index=u'2011-12-10-UA-3099-PHX-PHL', rv_attr=u'Actual_Dept', assigned_val=u'11:55')
