aa	AA-1007-TPA-MIA	December 12, 2011               01:55 PM    	December 12, 2011               01:55 PM    	 F77	December 12, 2011               03:00 PM    	December 12, 2011               02:58 PM    	 D19    
flightwise	AA-3532-CLT-MIA	2011-12-12 05:50AM EST	2011-12-12 06:06AM EST	 A11 	2011-12-12 07:49AM EST	2011-12-12 07:45AM EST	 D60F 
flightarrival	AA-3532-CLT-MIA	2011-12-12 05:50 AM			2011-12-12 08:05 AM		
ua	UA-664-ORD-PHL	Mon, Dec 12 1:33 PM	Mon, Dec 12 1:29 PM	C29	Mon, Dec 12 4:31 PM	Mon, Dec 12 4:35 PM	D13
flightexplorer	UA-664-ORD-PHL		12/12/2011 1:59PM CST			12/12/2011 4:37PM EST	
airtravelcenter	UA-664-ORD-PHL		12/12/11 1:59 PM (-06:00)			12/12/11 4:33 PM (-05:00)	
myrateplan	UA-664-ORD-PHL		12/12/11 1:59 PM (-06:00)			12/12/11 4:33 PM (-05:00)	
helloflight	UA-664-ORD-PHL		12/12/11 1:59 PM (-06:00)			12/12/11 4:33 PM (-05:00)	
flytecomm	UA-664-ORD-PHL		12/12/11 1:59 PM (-06:00)			12/12/11 4:33 PM (-05:00)	
flightaware	UA-664-ORD-PHL	2011-12-12 01:33PM CST	2011-12-12 01:59PM CST	 C29 	2011-12-12 04:25PM EST	2011-12-12 04:33PM EST	 D13 
wunderground	UA-664-ORD-PHL	2011-12-12 01:33PM CST	2011-12-12 01:59PM CST	 C29 	2011-12-12 04:25PM EST	2011-12-12 04:33PM EST	 D13 
flights	UA-664-ORD-PHL	01:33 PM  Mon 12-Dec-2011	01:29 PM  Mon 12-Dec-2011	C29	04:31 PM  Mon 12-Dec-2011	04:35 PM  Mon 12-Dec-2011	D13
businesstravellogue	UA-664-ORD-PHL	01:33 PM  Mon 12-Dec-2011	01:29 PM  Mon 12-Dec-2011	C29	04:31 PM  Mon 12-Dec-2011	04:35 PM  Mon 12-Dec-2011	D13
flylouisville	UA-664-ORD-PHL	01:33 PM  Mon 12-Dec-2011	01:29 PM  Mon 12-Dec-2011	C29	04:31 PM  Mon 12-Dec-2011	04:35 PM  Mon 12-Dec-2011	D13
flightstats	UA-664-ORD-PHL	2011-12-12 1:33 PM	2011-12-12 1:29 PM		2011-12-12 4:31 PM	2011-12-12 4:35 PM	
quicktrip	UA-664-ORD-PHL	2011-12-12 1:33 PM	2011-12-12 1:29 PM		2011-12-12 4:31 PM	2011-12-12 4:35 PM	
world-flight-tracker	UA-664-ORD-PHL	2011-12-12 1:33 PM	2011-12-12 1:29 PM		2011-12-12 4:31 PM	2011-12-12 4:35 PM	
flightview	UA-664-ORD-PHL	1:33 PM, Dec 12	1:59 PM, Dec 12	C29	4:31 PM, Dec 12	4:35 PM, Dec 12	D13
panynj	UA-664-ORD-PHL	1:33 PM, Dec 12	1:59 PM, Dec 12	C29	4:31 PM, Dec 12	4:35 PM, Dec 12	D13
gofox	UA-664-ORD-PHL	1:33 PM, Dec 12	1:59 PM, Dec 12		4:31 PM, Dec 12	4:35 PM, Dec 12	
foxbusiness	UA-664-ORD-PHL	1:33 PM, Dec 12	1:59 PM, Dec 12	C29	4:31 PM, Dec 12	4:35 PM, Dec 12	D13
allegiantair	UA-664-ORD-PHL	1:33 PM, Dec 12	1:59 PM, Dec 12	C29	4:31 PM, Dec 12	4:35 PM, Dec 12	D13
boston	UA-664-ORD-PHL	1:33 PM, Dec 12	1:59 PM, Dec 12		4:31 PM, Dec 12	4:35 PM, Dec 12	
orbitz	UA-664-ORD-PHL	1:33pDec 12	1:29pDec 12	 C29	4:31pDec 12	4:35pDec 12	 D13
weather	UA-664-ORD-PHL	2011-12-12 01:33 PM			2011-12-12 04:31 PM		
ord	UA-664-ORD-PHL	2011-12-12 1:33 PM		C29	2011-12-12 4:31 PM		D13
phl	UA-664-ORD-PHL				2011-12-12 4:31 PM		D13
ifly	UA-664-ORD-PHL	2011-12-12 1:33 PM	2011-12-12 1:29 PM		2011-12-12 4:31 PM	2011-12-12 4:35 PM	
flightwise	UA-664-ORD-PHL	2011-12-12 01:33PM CST	2011-12-12 01:59PM CST	 C29 	2011-12-12 04:25PM EST	2011-12-12 04:33PM EST	 D13 
flightarrival	UA-664-ORD-PHL	1:33 PM, Dec 12	1:59 PM, Dec 12		4:31 PM, Dec 12	4:35 PM, Dec 12	
aa	AA-2385-DFW-IAH	December 12, 2011               07:05 AM    	December 12, 2011               07:04 AM    	 C6	December 12, 2011               08:15 AM    	December 12, 2011               08:05 AM    	 A27    
flightexplorer	AA-2385-DFW-IAH		12/12/2011 7:17AM CST			12/12/2011 7:59AM CST	
airtravelcenter	AA-2385-DFW-IAH		12/12/11 7:17 AM (-06:00)			12/12/11 7:59 AM (-06:00)	
myrateplan	AA-2385-DFW-IAH		12/12/11 7:17 AM (-06:00)			12/12/11 7:59 AM (-06:00)	
helloflight	AA-2385-DFW-IAH		12/12/11 7:17 AM (-06:00)			12/12/11 7:59 AM (-06:00)	
flytecomm	AA-2385-DFW-IAH		12/12/11 7:17 AM (-06:00)			12/12/11 7:59 AM (-06:00)	
flightaware	AA-2385-DFW-IAH	2011-12-12 07:05AM CST	2011-12-12 07:17AM CST	 C6 	2011-12-12 08:04AM CST	2011-12-12 07:56AM CST	 A27 
wunderground	AA-2385-DFW-IAH	2011-12-12 07:05AM CST	2011-12-12 07:17AM CST	 C6 	2011-12-12 08:04AM CST	2011-12-12 07:56AM CST	 A27 
flights	AA-2385-DFW-IAH	07:05 AM  Mon 12-Dec-2011	07:04 AM  Mon 12-Dec-2011	C6	08:15 AM  Mon 12-Dec-2011	08:05 AM  Mon 12-Dec-2011	27
businesstravellogue	AA-2385-DFW-IAH	07:05 AM  Mon 12-Dec-2011	07:04 AM  Mon 12-Dec-2011	C6	08:15 AM  Mon 12-Dec-2011	08:05 AM  Mon 12-Dec-2011	27
flylouisville	AA-2385-DFW-IAH	07:05 AM  Mon 12-Dec-2011	07:04 AM  Mon 12-Dec-2011	C6	08:15 AM  Mon 12-Dec-2011	08:05 AM  Mon 12-Dec-2011	27
flightstats	AA-2385-DFW-IAH	2011-12-12 7:05 AM	2011-12-12 7:04 AM		2011-12-12 8:15 AM	2011-12-12 8:05 AM	
quicktrip	AA-2385-DFW-IAH	2011-12-12 7:05 AM	2011-12-12 7:04 AM		2011-12-12 8:15 AM	2011-12-12 8:05 AM	
world-flight-tracker	AA-2385-DFW-IAH	2011-12-12 7:05 AM	2011-12-12 7:04 AM		2011-12-12 8:15 AM	2011-12-12 8:05 AM	
flightview	AA-2385-DFW-IAH	7:05 AM, Dec 12	7:17 AM, Dec 12	C6	8:15 AM, Dec 12	7:56 AM, Dec 12	A27
panynj	AA-2385-DFW-IAH	7:05 AM, Dec 12	7:17 AM, Dec 12	C6	8:15 AM, Dec 12	7:56 AM, Dec 12	A27
gofox	AA-2385-DFW-IAH	7:05 AM, Dec 12	7:17 AM, Dec 12		8:15 AM, Dec 12	7:56 AM, Dec 12	
foxbusiness	AA-2385-DFW-IAH	7:05 AM, Dec 12	7:17 AM, Dec 12	C6	8:15 AM, Dec 12	7:56 AM, Dec 12	A27
allegiantair	AA-2385-DFW-IAH	7:05 AM, Dec 12	7:17 AM, Dec 12	C6	8:15 AM, Dec 12	7:56 AM, Dec 12	A27
boston	AA-2385-DFW-IAH	7:05 AM, Dec 12	7:17 AM, Dec 12		8:15 AM, Dec 12	7:56 AM, Dec 12	
orbitz	AA-2385-DFW-IAH	7:05aDec 12	7:04aDec 12	 C6	8:15aDec 12	8:05aDec 12	 A27
weather	AA-2385-DFW-IAH	2011-12-12 07:05 AM	2011-12-12 07:17 AM		2011-12-12 08:15 AM	2011-12-12 07:55 AM	
usatoday	AA-2385-DFW-IAH	2011-12-12 07:05 AM	2011-12-12 07:17 AM		2011-12-12 08:15 AM	2011-12-12 07:55 AM	
mytripandmore	AA-2385-DFW-IAH	7:05aDec 12	7:04aDec 12	 C6	8:15aDec 12	8:05aDec 12	 A27
ua	UA-503-BOS-SFO	Mon, Dec 12 6:10 PM	Mon, Dec 12 6:09 PM	C17	Mon, Dec 12 9:49 PM	Mon, Dec 12 9:39 PM	88
flightexplorer	UA-503-BOS-SFO		12/12/2011 6:22PM EST			12/12/2011 9:36PM PST	
airtravelcenter	UA-503-BOS-SFO		12/12/11 6:22 PM (-05:00)			12/12/11 9:34 PM (-08:00)	
myrateplan	UA-503-BOS-SFO		12/12/11 6:22 PM (-05:00)			12/12/11 9:34 PM (-08:00)	
helloflight	UA-503-BOS-SFO		12/12/11 6:22 PM (-05:00)			12/12/11 9:34 PM (-08:00)	
flytecomm	UA-503-BOS-SFO		12/12/11 6:22 PM (-05:00)			12/12/11 9:34 PM (-08:00)	
flightaware	UA-503-BOS-SFO	2011-12-12 06:10PM EST	2011-12-12 06:23PM EST	 C17 	2011-12-12 09:34PM PST	2011-12-12 09:36PM PST	 88 
wunderground	UA-503-BOS-SFO	2011-12-12 06:10PM EST	2011-12-12 06:23PM EST	 C17 	2011-12-12 09:34PM PST	2011-12-12 09:36PM PST	 88 
flights	UA-503-BOS-SFO	06:10 PM  Mon 12-Dec-2011		C17	09:49 PM  Mon 12-Dec-2011		88
businesstravellogue	UA-503-BOS-SFO	06:10 PM  Mon 12-Dec-2011		C17	09:49 PM  Mon 12-Dec-2011		88
flylouisville	UA-503-BOS-SFO	06:10 PM  Mon 12-Dec-2011		C17	09:49 PM  Mon 12-Dec-2011		88
flightstats	UA-503-BOS-SFO	2011-12-12 6:10 PM	2011-12-12 6:09 PM		2011-12-12 9:49 PM	2011-12-12 9:39 PM (Estimated)	
quicktrip	UA-503-BOS-SFO	2011-12-12 6:10 PM	2011-12-12 6:09 PM		2011-12-12 9:49 PM	2011-12-12 9:39 PM (Estimated)	
world-flight-tracker	UA-503-BOS-SFO	2011-12-12 6:10 PM	2011-12-12 6:09 PM		2011-12-12 9:49 PM	2011-12-12 9:39 PM (Estimated)	
flightview	UA-503-BOS-SFO	6:10 PM, Dec 12	6:23 PM, Dec 12		9:49 PM, Dec 12		
panynj	UA-503-BOS-SFO	6:10 PM, Dec 12	6:23 PM, Dec 12		9:49 PM, Dec 12		
gofox	UA-503-BOS-SFO	6:10 PM, Dec 12	6:23 PM, Dec 12		9:49 PM, Dec 12		
foxbusiness	UA-503-BOS-SFO	6:10 PM, Dec 12	6:23 PM, Dec 12		9:49 PM, Dec 12		
allegiantair	UA-503-BOS-SFO	6:10 PM, Dec 12	6:23 PM, Dec 12		9:49 PM, Dec 12		
boston	UA-503-BOS-SFO	6:10 PM, Dec 12	6:23 PM, Dec 12		9:49 PM, Dec 12	9:38 PM, Dec 12&nbsp(Estimated)	
orbitz	UA-503-BOS-SFO	6:10pDec 12	6:09pDec 12	 C17	9:29pDec 12		 88
weather	UA-503-BOS-SFO	2011-12-12 06:10 PM			2011-12-12 09:49 PM		
sfo	UA-503-BOS-SFO				2011-12-12 9:49 PM		88
ifly	UA-503-BOS-SFO	2011-12-12 6:10 PM	2011-12-12 6:09 PM		2011-12-12 9:49 PM	2011-12-12 9:39 PM (Estimated)	
usatoday	UA-503-BOS-SFO	6:10 PM, Dec 12	6:23 PM, Dec 12		9:49 PM, Dec 12	9:38 PM, Dec 12&nbsp(Estimated)	
ua	UA-1009-ORD-IAH	Mon, Dec 12 7:15 PM	Mon, Dec 12 7:08 PM	B2	Mon, Dec 12 9:55 PM	Mon, Dec 12 9:42 PM	C-24
flightexplorer	UA-1009-ORD-IAH		12/12/2011 7:25PM CST			12/12/2011 9:37PM CST	
airtravelcenter	UA-1009-ORD-IAH	12/12/11 7:15 PM (-06:00)			12/12/11 9:55 PM (-06:00)		
airtravelcenter	UA-1009-ORD-IAH		12/12/11 7:26 PM (-06:00)			12/12/11 9:29 PM (-06:00)	
myrateplan	UA-1009-ORD-IAH	12/12/11 7:15 PM (-06:00)			12/12/11 9:55 PM (-06:00)		
myrateplan	UA-1009-ORD-IAH		12/12/11 7:26 PM (-06:00)			12/12/11 9:29 PM (-06:00)	
helloflight	UA-1009-ORD-IAH	12/12/11 7:15 PM (-06:00)			12/12/11 9:55 PM (-06:00)		
helloflight	UA-1009-ORD-IAH		12/12/11 7:26 PM (-06:00)			12/12/11 9:29 PM (-06:00)	
flytecomm	UA-1009-ORD-IAH	12/12/11 7:15 PM (-06:00)			12/12/11 9:55 PM (-06:00)		
flytecomm	UA-1009-ORD-IAH		12/12/11 7:26 PM (-06:00)			12/12/11 9:29 PM (-06:00)	
flights	UA-1009-ORD-IAH		2011-12-12 07:08 PM	B2		2011-12-12 09:42 PM	24
businesstravellogue	UA-1009-ORD-IAH		2011-12-12 07:08 PM	B2		2011-12-12 09:42 PM	24
flylouisville	UA-1009-ORD-IAH		2011-12-12 07:08 PM	B2		2011-12-12 09:42 PM	24
flightstats	UA-1009-ORD-IAH	2011-12-12 7:15 PM	2011-12-12 7:08 PM		2011-12-12 9:55 PM	2011-12-12 9:42 PM	
quicktrip	UA-1009-ORD-IAH	2011-12-12 7:15 PM	2011-12-12 7:08 PM		2011-12-12 9:55 PM	2011-12-12 9:42 PM	
flightview	UA-1009-ORD-IAH		7:26 PMDec 12			9:42 PMDec 12	
panynj	UA-1009-ORD-IAH		7:26 PMDec 12			9:42 PMDec 12	
gofox	UA-1009-ORD-IAH		7:26 PMDec 12			9:42 PMDec 12	
foxbusiness	UA-1009-ORD-IAH		7:26 PMDec 12			9:42 PMDec 12	
allegiantair	UA-1009-ORD-IAH		7:26 PMDec 12			9:42 PMDec 12	
boston	UA-1009-ORD-IAH		7:26 PMDec 12			9:38 PMDec 12	
orbitz	UA-1009-ORD-IAH	7:15pDec 12	7:08pDec 12	 B2	9:55pDec 12	9:42pDec 12	 24
weather	UA-1009-ORD-IAH	2011-12-12 07:15 PM			2011-12-12 09:55 PM		
ord	UA-1009-ORD-IAH	2011-12-12 7:15 PM		B2	2011-12-12 9:55 PM		24
ifly	UA-1009-ORD-IAH	2011-12-12 7:15 PM	2011-12-12 7:08 PM		2011-12-12 9:55 PM	2011-12-12 9:42 PM	
flightarrival	UA-1009-ORD-IAH		7:26 PMDec 12			9:38 PMDec 12	
ua	UA-3750-ATL-ORD	Mon, Dec 12 4:39 PM	Mon, Dec 12 4:32 PM	T14	Mon, Dec 12 5:42 PM	Mon, Dec 12 5:32 PM	C4
airtravelcenter	UA-3750-ATL-ORD		12/12/11 4:53 PM (-05:00)			12/12/11 5:30 PM (-06:00)	
myrateplan	UA-3750-ATL-ORD		12/12/11 4:53 PM (-05:00)			12/12/11 5:30 PM (-06:00)	
helloflight	UA-3750-ATL-ORD		12/12/11 4:53 PM (-05:00)			12/12/11 5:30 PM (-06:00)	
flytecomm	UA-3750-ATL-ORD		12/12/11 4:53 PM (-05:00)			12/12/11 5:30 PM (-06:00)	
flightaware	UA-3750-ATL-ORD	2011-12-12 04:39PM EST	2011-12-12 04:52PM EST	 T14 	2011-12-12 05:37PM CST	2011-12-12 05:28PM CST	 C4 
wunderground	UA-3750-ATL-ORD	2011-12-12 04:39PM EST	2011-12-12 04:52PM EST	 T14 	2011-12-12 05:37PM CST	2011-12-12 05:28PM CST	 C4 
flights	UA-3750-ATL-ORD	04:39 PM  Mon 12-Dec-2011	04:32 PM  Mon 12-Dec-2011	T14	05:42 PM  Mon 12-Dec-2011	05:32 PM  Mon 12-Dec-2011	C4
businesstravellogue	UA-3750-ATL-ORD	04:39 PM  Mon 12-Dec-2011	04:32 PM  Mon 12-Dec-2011	T14	05:42 PM  Mon 12-Dec-2011	05:32 PM  Mon 12-Dec-2011	C4
flylouisville	UA-3750-ATL-ORD	04:39 PM  Mon 12-Dec-2011	04:32 PM  Mon 12-Dec-2011	T14	05:42 PM  Mon 12-Dec-2011	05:32 PM  Mon 12-Dec-2011	C4
world-flight-tracker	UA-3750-ATL-ORD	2011-12-12 4:39 PM	2011-12-12 4:32 PM		2011-12-12 5:42 PM	2011-12-12 5:32 PM	
flightview	UA-3750-ATL-ORD	4:39 PM, Dec 12	4:53 PM, Dec 12	T14	5:42 PM, Dec 12	5:32 PM, Dec 12	C4
panynj	UA-3750-ATL-ORD	4:39 PM, Dec 12	4:53 PM, Dec 12	T14	5:42 PM, Dec 12	5:32 PM, Dec 12	C4
gofox	UA-3750-ATL-ORD	4:39 PM, Dec 12	4:53 PM, Dec 12		5:42 PM, Dec 12	5:32 PM, Dec 12	
foxbusiness	UA-3750-ATL-ORD	4:39 PM, Dec 12	4:53 PM, Dec 12	T14	5:42 PM, Dec 12	5:32 PM, Dec 12	C4
allegiantair	UA-3750-ATL-ORD	4:39 PM, Dec 12	4:53 PM, Dec 12	T14	5:42 PM, Dec 12	5:32 PM, Dec 12	C4
boston	UA-3750-ATL-ORD	4:39 PM, Dec 12	4:53 PM, Dec 12		5:42 PM, Dec 12	5:33 PM, Dec 12	
orbitz	UA-3750-ATL-ORD	4:39pDec 12	4:32pDec 12	 T14	5:42pDec 12	5:32pDec 12	 C4
weather	UA-3750-ATL-ORD	2011-12-12 04:39 PM			2011-12-12 05:42 PM		
ord	UA-3750-ATL-ORD	2011-12-12 4:39 PM		T14	2011-12-12 5:42 PM		C4
mytripandmore	UA-3750-ATL-ORD	4:39pDec 12	4:32pDec 12	 T14	5:42pDec 12	5:32pDec 12	 C4
flightwise	UA-3750-ATL-ORD	2011-12-12 04:39PM EST	2011-12-12 04:52PM EST	 T14 	2011-12-12 05:37PM CST	2011-12-12 05:28PM CST	 C4 
flightarrival	UA-3750-ATL-ORD	4:39 PM, Dec 12	4:53 PM, Dec 12		5:42 PM, Dec 12	5:33 PM, Dec 12	
ua	UA-701-LGA-ORD	Mon, Dec 12 12:00 PM	Mon, Dec 12 12:04 PM	C12	Mon, Dec 12 1:34 PM	Mon, Dec 12 1:25 PM	C24
flightexplorer	UA-701-LGA-ORD		12/12/2011 12:27PM EST			12/12/2011 1:21PM CST	
airtravelcenter	UA-701-LGA-ORD		12/12/11 12:28 PM (-05:00)			12/12/11 1:21 PM (-06:00)	
myrateplan	UA-701-LGA-ORD		12/12/11 12:28 PM (-05:00)			12/12/11 1:21 PM (-06:00)	
helloflight	UA-701-LGA-ORD		12/12/11 12:28 PM (-05:00)			12/12/11 1:21 PM (-06:00)	
flytecomm	UA-701-LGA-ORD		12/12/11 12:28 PM (-05:00)			12/12/11 1:21 PM (-06:00)	
flights	UA-701-LGA-ORD		2011-12-12 12:04 PM	C12		2011-12-12 01:25 PM	C24
businesstravellogue	UA-701-LGA-ORD		2011-12-12 12:04 PM	C12		2011-12-12 01:25 PM	C24
flylouisville	UA-701-LGA-ORD		2011-12-12 12:04 PM	C12		2011-12-12 01:25 PM	C24
flightview	UA-701-LGA-ORD		12:28 PMDec 12			1:25 PMDec 12	
panynj	UA-701-LGA-ORD		12:28 PMDec 12			1:25 PMDec 12	
gofox	UA-701-LGA-ORD		12:28 PMDec 12			1:25 PMDec 12	
foxbusiness	UA-701-LGA-ORD		12:28 PMDec 12			1:25 PMDec 12	
allegiantair	UA-701-LGA-ORD		12:28 PMDec 12			1:25 PMDec 12	
boston	UA-701-LGA-ORD		12:28 PMDec 12			1:20 PMDec 12	
orbitz	UA-701-LGA-ORD	12:00pDec 12	12:04pDec 12	 C12	1:34pDec 12	1:25pDec 12	 C24
weather	UA-701-LGA-ORD	2011-12-12 12:00 PM			2011-12-12 01:34 PM		
ord	UA-701-LGA-ORD	2011-12-12 12:00 PM		C12	2011-12-12 1:34 PM		C24
mytripandmore	UA-701-LGA-ORD	12:00pDec 12	12:04pDec 12	 C12	1:34pDec 12	1:25pDec 12	 C24
flightarrival	UA-701-LGA-ORD	2011-12-12 12:00 PM			2011-12-12 01:34 PM		
ua	UA-415-DEN-GEG	Mon, Dec 12 11:24 AM	Mon, Dec 12 11:24 AM            On Time	B26	Mon, Dec 12 12:49 PM	Mon, Dec 12 12:35 PM	HOLD
flightexplorer	UA-415-DEN-GEG	12/12/2011 11:24AM MST			12/12/2011 12:31PM PST		
airtravelcenter	UA-415-DEN-GEG		12/12/11 11:36 AM (-07:00)			12/12/11 12:31 PM (-08:00)	
myrateplan	UA-415-DEN-GEG		12/12/11 11:36 AM (-07:00)			12/12/11 12:31 PM (-08:00)	
helloflight	UA-415-DEN-GEG		12/12/11 11:36 AM (-07:00)			12/12/11 12:31 PM (-08:00)	
flytecomm	UA-415-DEN-GEG		12/12/11 11:36 AM (-07:00)			12/12/11 12:31 PM (-08:00)	
flights	UA-415-DEN-GEG	2011-12-12 11:24 AM		B26	2011-12-12 12:49 PM		
businesstravellogue	UA-415-DEN-GEG	2011-12-12 11:24 AM		B26	2011-12-12 12:49 PM		
flylouisville	UA-415-DEN-GEG	2011-12-12 11:24 AM		B26	2011-12-12 12:49 PM		
flightview	UA-415-DEN-GEG	11:24 AMDec 12			12:35 PMDec 12		
panynj	UA-415-DEN-GEG	11:24 AMDec 12			12:35 PMDec 12		
gofox	UA-415-DEN-GEG	11:24 AMDec 12			12:35 PMDec 12		
foxbusiness	UA-415-DEN-GEG	11:24 AMDec 12			12:35 PMDec 12		
allegiantair	UA-415-DEN-GEG	11:24 AMDec 12			12:35 PMDec 12		
boston	UA-415-DEN-GEG	11:24 AMDec 12			12:19 PMDec 12		
orbitz	UA-415-DEN-GEG	11:24aDec 12		 B26	12:21pDec 12		 -
den	UA-415-DEN-GEG	2011-12-12 11:24 AM		B26			
mytripandmore	UA-415-DEN-GEG	11:24aDec 12		 B26	12:21pDec 12		 -
flightarrival	UA-415-DEN-GEG	11:24 AMDec 12			12:19 PMDec 12		
aa	AA-3534-CLT-MIA	December 12, 2011               10:30 AM    	December 12, 2011               10:55 AM    	 A11	December 12, 2011               12:40 PM    	December 12, 2011               12:44 PM    	 D53    
flightexplorer	AA-3534-CLT-MIA		12/12/2011 11:08AM EST			12/12/2011 12:44PM EST	
airtravelcenter	AA-3534-CLT-MIA		12/12/11 11:08 AM (-05:00)			12/12/11 12:44 PM (-05:00)	
myrateplan	AA-3534-CLT-MIA		12/12/11 11:08 AM (-05:00)			12/12/11 12:44 PM (-05:00)	
helloflight	AA-3534-CLT-MIA		12/12/11 11:08 AM (-05:00)			12/12/11 12:44 PM (-05:00)	
flytecomm	AA-3534-CLT-MIA		12/12/11 11:08 AM (-05:00)			12/12/11 12:44 PM (-05:00)	
flightaware	AA-3534-CLT-MIA	2011-12-12 10:30AM EST	2011-12-12 11:08AM EST	 A11 	2011-12-12 12:27PM EST	2011-12-12 12:41PM EST	 D53 
wunderground	AA-3534-CLT-MIA	2011-12-12 10:30AM EST	2011-12-12 11:08AM EST	 A11 	2011-12-12 12:27PM EST	2011-12-12 12:41PM EST	 D53 
flights	AA-3534-CLT-MIA	10:30 AM  Mon 12-Dec-2011	10:55 AM  Mon 12-Dec-2011	A11	12:40 PM  Mon 12-Dec-2011	12:44 PM  Mon 12-Dec-2011	D53
businesstravellogue	AA-3534-CLT-MIA	10:30 AM  Mon 12-Dec-2011	10:55 AM  Mon 12-Dec-2011	A11	12:40 PM  Mon 12-Dec-2011	12:44 PM  Mon 12-Dec-2011	D53
flylouisville	AA-3534-CLT-MIA	10:30 AM  Mon 12-Dec-2011	10:55 AM  Mon 12-Dec-2011	A11	12:40 PM  Mon 12-Dec-2011	12:44 PM  Mon 12-Dec-2011	D53
flightstats	AA-3534-CLT-MIA	2011-12-12 10:30 AM	2011-12-12 10:55 AM		2011-12-12 12:40 PM	2011-12-12 12:44 PM	
quicktrip	AA-3534-CLT-MIA	2011-12-12 10:30 AM	2011-12-12 10:55 AM		2011-12-12 12:40 PM	2011-12-12 12:44 PM	
world-flight-tracker	AA-3534-CLT-MIA	2011-12-12 10:30 AM	2011-12-12 10:55 AM		2011-12-12 12:40 PM	2011-12-12 12:44 PM	
flightview	AA-3534-CLT-MIA	10:30 AM, Dec 12	11:08 AM, Dec 12		12:40 PM, Dec 12	12:44 PM, Dec 12	
panynj	AA-3534-CLT-MIA	10:30 AM, Dec 12	11:08 AM, Dec 12		12:40 PM, Dec 12	12:44 PM, Dec 12	
gofox	AA-3534-CLT-MIA	10:30 AM, Dec 12	11:08 AM, Dec 12		12:40 PM, Dec 12	12:44 PM, Dec 12	
foxbusiness	AA-3534-CLT-MIA	10:30 AM, Dec 12	11:08 AM, Dec 12		12:40 PM, Dec 12	12:44 PM, Dec 12	
allegiantair	AA-3534-CLT-MIA	10:30 AM, Dec 12	11:08 AM, Dec 12		12:40 PM, Dec 12	12:44 PM, Dec 12	
boston	AA-3534-CLT-MIA	10:30 AM, Dec 12	11:08 AM, Dec 12		12:40 PM, Dec 12	12:41 PM, Dec 12	
orbitz	AA-3534-CLT-MIA	10:30aDec 12	10:55aDec 12	 A11	12:40pDec 12	12:44pDec 12	 D53
weather	AA-3534-CLT-MIA	2011-12-12 10:30 AM			2011-12-12 12:40 PM		
usatoday	AA-3534-CLT-MIA	10:30 AM, Dec 12	11:08 AM, Dec 12		12:40 PM, Dec 12	12:41 PM, Dec 12	
mytripandmore	AA-3534-CLT-MIA	10:30aDec 12	10:55aDec 12	 A11	12:40pDec 12	12:44pDec 12	 D53
flightarrival	AA-3534-CLT-MIA	2011-12-12 10:30 AM			2011-12-12 12:40 PM		
ua	UA-1153-SFO-IAH	Mon, Dec 12 12:25 AM	Mon, Dec 12 12:30 AM	90	Mon, Dec 12 5:55 AM	Mon, Dec 12 6:00 AM	C-35
flightexplorer	UA-1153-SFO-IAH		12/12/2011 12:46AM PST			12/12/2011 5:57AM CST	
airtravelcenter	UA-1153-SFO-IAH	12/12/11 12:25 AM (-08:00)			12/12/11 5:55 AM (-06:00)		
myrateplan	UA-1153-SFO-IAH	12/12/11 12:25 AM (-08:00)			12/12/11 5:55 AM (-06:00)		
helloflight	UA-1153-SFO-IAH	12/12/11 12:25 AM (-08:00)			12/12/11 5:55 AM (-06:00)		
flytecomm	UA-1153-SFO-IAH	12/12/11 12:25 AM (-08:00)			12/12/11 5:55 AM (-06:00)		
flightaware	UA-1153-SFO-IAH	2011-12-12 12:25AM PST	2011-12-12 12:35AM PST	 90 	2011-12-12 05:35AM CST	2011-12-12 05:45AM CST	
wunderground	UA-1153-SFO-IAH	2011-12-12 12:25AM PST	2011-12-12 12:35AM PST	 90 	2011-12-12 05:35AM CST	2011-12-12 05:45AM CST	
flights	UA-1153-SFO-IAH		2011-12-12 12:30 AM	88		2011-12-12 06:00 AM	35
businesstravellogue	UA-1153-SFO-IAH		2011-12-12 12:30 AM	88		2011-12-12 06:00 AM	35
flylouisville	UA-1153-SFO-IAH		2011-12-12 12:30 AM	88		2011-12-12 06:00 AM	35
flightview	UA-1153-SFO-IAH		12:48 AMDec 12			6:00 AMDec 12	
panynj	UA-1153-SFO-IAH		12:48 AMDec 12			6:00 AMDec 12	
gofox	UA-1153-SFO-IAH		12:48 AMDec 12			6:00 AMDec 12	
foxbusiness	UA-1153-SFO-IAH		12:48 AMDec 12			6:00 AMDec 12	
allegiantair	UA-1153-SFO-IAH		12:48 AMDec 12			6:00 AMDec 12	
boston	UA-1153-SFO-IAH		12:48 AMDec 12			5:55 AMDec 12	
orbitz	UA-1153-SFO-IAH	12:25aDec 12	12:30aDec 12	 88	5:55aDec 12	6:00aDec 12	 C-35
weather	UA-1153-SFO-IAH	2011-12-12 12:25 AM			2011-12-12 05:55 AM		
flightwise	UA-1153-SFO-IAH	2011-12-12 12:25AM PST	2011-12-12 12:35AM PST	 90 	2011-12-12 05:35AM CST	2011-12-12 05:45AM CST	
flightarrival	UA-1153-SFO-IAH		12:48 AMDec 12			5:55 AMDec 12	
ua	UA-4888-OKC-IAH	Mon, Dec 12 3:14 PM	Mon, Dec 12 3:20 PM	10	Mon, Dec 12 4:54 PM	Mon, Dec 12 4:54 PM	A2
