aa	AA-1007-TPA-MIA	12/05/2011 01:55 PM	12/05/2011 02:11 PM	F78	12/05/2011 03:00 PM	12/05/2011 03:01 PM	D5
world-flight-tracker	UA-1722-EWR-LAS	2011-12-05 7:25 AM	2011-12-05 7:55 AM		2011-12-05 10:08 AM	2011-12-05 10:15 AM	
flightview	UA-1722-EWR-LAS	7:25 AM, Dec 05	8:17 AM, Dec 05	Term C - C134	10:08 AM, Dec 05	10:15 AM, Dec 05	Term 1 - D51
panynj	UA-1722-EWR-LAS	7:25 AM, Dec 05	8:17 AM, Dec 05	Term C - C134	10:08 AM, Dec 05	10:15 AM, Dec 05	Term 1 - D51
gofox	UA-1722-EWR-LAS	7:25 AM, Dec 05	8:17 AM, Dec 05		10:08 AM, Dec 05	10:15 AM, Dec 05	
foxbusiness	UA-1722-EWR-LAS	7:25 AM, Dec 05	8:17 AM, Dec 05	Term C - C134	10:08 AM, Dec 05	10:15 AM, Dec 05	Term 1 - D51
allegiantair	UA-1722-EWR-LAS	7:25 AM, Dec 05	8:17 AM, Dec 05	Term C - C134	10:08 AM, Dec 05	10:15 AM, Dec 05	Term 1 - D51
boston	UA-1722-EWR-LAS	7:25 AM, Dec 05	8:17 AM, Dec 05		10:08 AM, Dec 05	10:13 AM, Dec 05	
travelocity	UA-1722-EWR-LAS	Dec 05 - 7:25am	Dec 05 - Contact Airline	Not provided by airline	Dec 05 - 10:08am	Dec 05 - Contact Airline	Not provided by airline
orbitz	UA-1722-EWR-LAS	7:25aDec 5	7:55aDec 5	 134	10:08aDec 5	10:15aDec 5	 D51
weather	UA-1722-EWR-LAS	2011-12-05 07:25 AM			2011-12-05 10:08 AM		
ua	UA-6273-YYC-SFO	Mon, Dec 5 7:35 AM	Mon, Dec 5 7:28 AM	--	Mon, Dec 5 9:43 AM	Mon, Dec 5 9:38 AM	79
flightexplorer	UA-6273-YYC-SFO		12/5/2011 7:49AM MST			12/5/2011 8:48AM PST	
airtravelcenter	UA-6273-YYC-SFO		12/5/11 7:49 AM (-07:00)			12/5/11 8:48 AM (-08:00)	
myrateplan	UA-6273-YYC-SFO		12/5/11 7:49 AM (-07:00)			12/5/11 8:48 AM (-08:00)	
helloflight	UA-6273-YYC-SFO		12/5/11 7:49 AM (-07:00)			12/5/11 8:48 AM (-08:00)	
flytecomm	UA-6273-YYC-SFO		12/5/11 7:49 AM (-07:00)			12/5/11 8:48 AM (-08:00)	
flights	UA-6273-YYC-SFO		2011-12-05 07:28 AM			2011-12-05 09:38 AM	79
businesstravellogue	UA-6273-YYC-SFO		2011-12-05 07:28 AM			2011-12-05 09:38 AM	79
flylouisville	UA-6273-YYC-SFO		2011-12-05 07:28 AM			2011-12-05 09:38 AM	79
flightview	UA-6273-YYC-SFO		7:49 AMDec 05			9:38 AMDec 05	
panynj	UA-6273-YYC-SFO		7:49 AMDec 05			9:38 AMDec 05	
gofox	UA-6273-YYC-SFO		7:49 AMDec 05			9:38 AMDec 05	
foxbusiness	UA-6273-YYC-SFO		7:49 AMDec 05			9:38 AMDec 05	
allegiantair	UA-6273-YYC-SFO		7:49 AMDec 05			9:38 AMDec 05	
boston	UA-6273-YYC-SFO		7:49 AMDec 05			8:54 AMDec 05	
travelocity	UA-6273-YYC-SFO	Dec 05 - Not Available	Dec 05 - 7:49am	CHK	Dec 05 - Not Available	Dec 05 - 9:38am	79
orbitz	UA-6273-YYC-SFO	7:35aDec 5	7:28aDec 5	 -	9:43aDec 5	9:38aDec 5	 79
weather	UA-6273-YYC-SFO	2011-12-05 07:35 AM			2011-12-05 09:43 AM		
usatoday	UA-6273-YYC-SFO	2011-12-05 07:35 AM			2011-12-05 09:43 AM		
flightarrival	UA-6273-YYC-SFO	2011-12-05 07:35 AM			2011-12-05 09:43 AM		
aa	AA-3880-ORD-IAH	12/05/2011 03:15 PM	12/05/2011 03:29 PM	H3A	12/05/2011 06:00 PM	12/05/2011 06:11 PM	A29
flightexplorer	AA-3880-ORD-IAH		12/5/2011 3:30PM CST			12/5/2011 6:08PM CST	
airtravelcenter	AA-3880-ORD-IAH	12/5/11 3:15 PM (-06:00)			12/5/11 6:00 PM (-06:00)		
myrateplan	AA-3880-ORD-IAH	12/5/11 3:15 PM (-06:00)			12/5/11 6:00 PM (-06:00)		
helloflight	AA-3880-ORD-IAH	12/5/11 3:15 PM (-06:00)			12/5/11 6:00 PM (-06:00)		
flytecomm	AA-3880-ORD-IAH	12/5/11 3:15 PM (-06:00)			12/5/11 6:00 PM (-06:00)		
flightaware	AA-3880-ORD-IAH	2011-12-05 03:15PM CST	2011-12-05 03:30PM CST	 H3A 	2011-12-05 05:49PM CST	2011-12-05 06:08PM CST	 A29 
wunderground	AA-3880-ORD-IAH	2011-12-05 03:15PM CST	2011-12-05 03:30PM CST	 H3A 	2011-12-05 05:49PM CST	2011-12-05 06:08PM CST	 A29 
flights	AA-3880-ORD-IAH	03:15 PM  Mon 05-Dec-2011	03:29 PM  Mon 05-Dec-2011	H3A	06:00 PM  Mon 05-Dec-2011	06:11 PM  Mon 05-Dec-2011	29
businesstravellogue	AA-3880-ORD-IAH	03:15 PM  Mon 05-Dec-2011	03:29 PM  Mon 05-Dec-2011	H3A	06:00 PM  Mon 05-Dec-2011	06:11 PM  Mon 05-Dec-2011	29
flylouisville	AA-3880-ORD-IAH	03:15 PM  Mon 05-Dec-2011	03:29 PM  Mon 05-Dec-2011	H3A	06:00 PM  Mon 05-Dec-2011	06:11 PM  Mon 05-Dec-2011	29
flightstats	AA-3880-ORD-IAH	2011-12-05 3:15 PM	2011-12-05 3:29 PM		2011-12-05 6:00 PM	2011-12-05 6:11 PM	
quicktrip	AA-3880-ORD-IAH	2011-12-05 3:15 PM	2011-12-05 3:29 PM		2011-12-05 6:00 PM	2011-12-05 6:11 PM	
world-flight-tracker	AA-3880-ORD-IAH	2011-12-05 3:15 PM	2011-12-05 3:29 PM		2011-12-05 6:00 PM	2011-12-05 6:11 PM	
flightview	AA-3880-ORD-IAH	3:15 PM, Dec 05	3:30 PM, Dec 05	Terminal 3	6:00 PM, Dec 05	6:06 PM, Dec 05	A29
panynj	AA-3880-ORD-IAH	3:15 PM, Dec 05	3:30 PM, Dec 05	Terminal 3	6:00 PM, Dec 05	6:06 PM, Dec 05	A29
gofox	AA-3880-ORD-IAH	3:15 PM, Dec 05	3:30 PM, Dec 05		6:00 PM, Dec 05	6:06 PM, Dec 05	
foxbusiness	AA-3880-ORD-IAH	3:15 PM, Dec 05	3:30 PM, Dec 05	Terminal 3	6:00 PM, Dec 05	6:06 PM, Dec 05	A29
allegiantair	AA-3880-ORD-IAH	3:15 PM, Dec 05	3:30 PM, Dec 05	Terminal 3	6:00 PM, Dec 05	6:06 PM, Dec 05	A29
boston	AA-3880-ORD-IAH	3:15 PM, Dec 05	3:30 PM, Dec 05		6:00 PM, Dec 05	6:06 PM, Dec 05	
travelocity	AA-3880-ORD-IAH	Dec 05 - 3:15pm	Dec 05 - 3:12pm	H3A/T3	Dec 05 - 6:00pm	Dec 05 - 6:11pm	A29
orbitz	AA-3880-ORD-IAH	3:15pDec 5	3:12pDec 5	 H3A	6:00pDec 5	6:11pDec 5	 A29
weather	AA-3880-ORD-IAH	2011-12-05 03:15 PM			2011-12-05 06:00 PM		
ord	AA-3880-ORD-IAH	2011-12-05 3:15 PM		H3A	2011-12-05 6:00 PM		29
ifly	AA-3880-ORD-IAH	2011-12-05 3:15 PM	2011-12-05 3:29 PM		2011-12-05 6:00 PM	2011-12-05 6:11 PM	
usatoday	AA-3880-ORD-IAH	2011-12-05 03:15 PM			2011-12-05 06:00 PM		
ua	UA-4903-EWR-ORF	Mon, Dec 5 8:53 PM	Mon, Dec 5 10:19 PM            Delayed	C70	Mon, Dec 5 10:26 PM	Mon, Dec 5 11:34 PM	29
flightexplorer	UA-4903-EWR-ORF	12/5/2011 8:53PM EST			12/5/2011 10:26PM EST		
flightexplorer	UA-4903-EWR-ORF		12/5/2011 10:32PM EST			12/5/2011 11:27PM EST	
airtravelcenter	UA-4903-EWR-ORF		12/5/11 9:11 PM (-05:00)			12/5/11 9:54 PM (-05:00)	
myrateplan	UA-4903-EWR-ORF		12/5/11 9:11 PM (-05:00)			12/5/11 9:54 PM (-05:00)	
helloflight	UA-4903-EWR-ORF		12/5/11 9:11 PM (-05:00)			12/5/11 9:54 PM (-05:00)	
flytecomm	UA-4903-EWR-ORF		12/5/11 9:11 PM (-05:00)			12/5/11 9:54 PM (-05:00)	
flights	UA-4903-EWR-ORF		2011-12-05 10:19 PM	70		2011-12-05 10:26 PM	B29
businesstravellogue	UA-4903-EWR-ORF		2011-12-05 10:19 PM	70		2011-12-05 10:26 PM	B29
flylouisville	UA-4903-EWR-ORF		2011-12-05 10:19 PM	70		2011-12-05 10:26 PM	B29
flightview	UA-4903-EWR-ORF		10:19 PMDec 05			11:34 PMDec 05	
panynj	UA-4903-EWR-ORF		10:19 PMDec 05			11:34 PMDec 05	
gofox	UA-4903-EWR-ORF		10:19 PMDec 05			11:34 PMDec 05	
foxbusiness	UA-4903-EWR-ORF		10:19 PMDec 05			11:34 PMDec 05	
allegiantair	UA-4903-EWR-ORF		10:19 PMDec 05			11:34 PMDec 05	
boston	UA-4903-EWR-ORF	8:53 PMDec 05			10:26 PMDec 05		
orbitz	UA-4903-EWR-ORF	8:53pDec 5	10:19pDec 5	 C70	12:42aDec 6		 29
mytripandmore	UA-4903-EWR-ORF	8:53pDec 5	10:19pDec 5	 C70	12:42aDec 6		 29
ua	UA-552-SFO-DEN	Mon, Dec 5 5:33 AM	Mon, Dec 5 5:29 AM	73	Mon, Dec 5 9:05 AM	Mon, Dec 5 9:01 AM	B46
flightexplorer	UA-552-SFO-DEN		12/5/2011 5:41AM PST			12/5/2011 8:51AM MST	
airtravelcenter	UA-552-SFO-DEN		12/5/11 5:43 AM (-08:00)			12/5/11 8:58 AM (-07:00)	
myrateplan	UA-552-SFO-DEN		12/5/11 5:43 AM (-08:00)			12/5/11 8:58 AM (-07:00)	
helloflight	UA-552-SFO-DEN		12/5/11 5:43 AM (-08:00)			12/5/11 8:58 AM (-07:00)	
flytecomm	UA-552-SFO-DEN		12/5/11 5:43 AM (-08:00)			12/5/11 8:58 AM (-07:00)	
flights	UA-552-SFO-DEN		2011-12-05 05:29 AM	73		2011-12-05 09:01 AM	B46
businesstravellogue	UA-552-SFO-DEN		2011-12-05 05:29 AM	73		2011-12-05 09:01 AM	B46
flylouisville	UA-552-SFO-DEN		2011-12-05 05:29 AM	73		2011-12-05 09:01 AM	B46
flightview	UA-552-SFO-DEN		5:43 AMDec 05			9:01 AMDec 05	
panynj	UA-552-SFO-DEN		5:43 AMDec 05			9:01 AMDec 05	
gofox	UA-552-SFO-DEN		5:43 AMDec 05			9:01 AMDec 05	
foxbusiness	UA-552-SFO-DEN		5:43 AMDec 05			9:01 AMDec 05	
allegiantair	UA-552-SFO-DEN		5:43 AMDec 05			9:01 AMDec 05	
boston	UA-552-SFO-DEN		5:43 AMDec 05			8:58 AMDec 05	
travelocity	UA-552-SFO-DEN	Dec 05 - Not Available	Dec 05 - 5:42am	CHK	Dec 05 - Not Available	Dec 05 - 9:01am	B46
orbitz	UA-552-SFO-DEN	5:33aDec 5	5:29aDec 5	 73	9:05aDec 5	9:01aDec 5	 B46
weather	UA-552-SFO-DEN	2011-12-05 05:33 AM			2011-12-05 09:05 AM		
den	UA-552-SFO-DEN				2011-12-05 9:05 AM		B46
usatoday	UA-552-SFO-DEN		5:43 AMDec 05			8:58 AMDec 05	
mytripandmore	UA-552-SFO-DEN	5:33aDec 5	5:29aDec 5	 73	9:05aDec 5	9:01aDec 5	 B46
flightarrival	UA-552-SFO-DEN	2011-12-05 05:33 AM			2011-12-05 09:05 AM		
aa	AA-1777-JFK-MCO	12/05/2011 08:50 AM	12/05/2011 09:18 AM	41	12/05/2011 11:50 AM	12/05/2011 11:47 AM	14
flightexplorer	AA-1777-JFK-MCO		12/5/2011 9:19AM EST			12/5/2011 11:40AM EST	
airtravelcenter	AA-1777-JFK-MCO		12/5/11 9:19 AM (-05:00)			12/5/11 11:40 AM (-05:00)	
myrateplan	AA-1777-JFK-MCO		12/5/11 9:19 AM (-05:00)			12/5/11 11:40 AM (-05:00)	
helloflight	AA-1777-JFK-MCO		12/5/11 9:19 AM (-05:00)			12/5/11 11:40 AM (-05:00)	
flytecomm	AA-1777-JFK-MCO		12/5/11 9:19 AM (-05:00)			12/5/11 11:40 AM (-05:00)	
flightaware	AA-1777-JFK-MCO	2011-12-05 08:50AM EST	2011-12-05 09:18AM EST	 41 	2011-12-05 11:18AM EST	2011-12-05 11:40AM EST	 14 
wunderground	AA-1777-JFK-MCO	2011-12-05 08:50AM EST	2011-12-05 09:18AM EST	 41 	2011-12-05 11:18AM EST	2011-12-05 11:40AM EST	 14 
flights	AA-1777-JFK-MCO	08:50 AM  Mon 05-Dec-2011	09:18 AM  Mon 05-Dec-2011	C41	11:50 AM  Mon 05-Dec-2011	11:47 AM  Mon 05-Dec-2011	14
businesstravellogue	AA-1777-JFK-MCO	08:50 AM  Mon 05-Dec-2011	09:18 AM  Mon 05-Dec-2011	C41	11:50 AM  Mon 05-Dec-2011	11:47 AM  Mon 05-Dec-2011	14
flylouisville	AA-1777-JFK-MCO	08:50 AM  Mon 05-Dec-2011	09:18 AM  Mon 05-Dec-2011	C41	11:50 AM  Mon 05-Dec-2011	11:47 AM  Mon 05-Dec-2011	14
flightstats	AA-1777-JFK-MCO	2011-12-05 8:50 AM	2011-12-05 9:18 AM		2011-12-05 11:50 AM	2011-12-05 11:47 AM	
quicktrip	AA-1777-JFK-MCO	2011-12-05 8:50 AM	2011-12-05 9:18 AM		2011-12-05 11:50 AM	2011-12-05 11:47 AM	
world-flight-tracker	AA-1777-JFK-MCO	2011-12-05 8:50 AM	2011-12-05 9:18 AM		2011-12-05 11:50 AM	2011-12-05 11:47 AM	
flightview	AA-1777-JFK-MCO	8:50 AM, Dec 05	9:19 AM, Dec 05	Terminal 8 - 41	11:50 AM, Dec 05	11:35 AM, Dec 05	14
panynj	AA-1777-JFK-MCO	8:50 AM, Dec 05	9:19 AM, Dec 05	Terminal 8 - 41	11:50 AM, Dec 05	11:35 AM, Dec 05	14
gofox	AA-1777-JFK-MCO	8:50 AM, Dec 05	9:19 AM, Dec 05		11:50 AM, Dec 05	11:35 AM, Dec 05	
foxbusiness	AA-1777-JFK-MCO	8:50 AM, Dec 05	9:19 AM, Dec 05	Terminal 8 - 41	11:50 AM, Dec 05	11:35 AM, Dec 05	14
allegiantair	AA-1777-JFK-MCO	8:50 AM, Dec 05	9:19 AM, Dec 05	Terminal 8 - 41	11:50 AM, Dec 05	11:35 AM, Dec 05	14
boston	AA-1777-JFK-MCO	8:50 AM, Dec 05	9:19 AM, Dec 05		11:50 AM, Dec 05	11:35 AM, Dec 05	
travelocity	AA-1777-JFK-MCO	Dec 05 - 8:50am	Dec 05 - 8:57am	41/8	Dec 05 - 11:50am	Dec 05 - 11:47am	14
orbitz	AA-1777-JFK-MCO	9:00aDec 5	8:57aDec 5	 41	11:50aDec 5	11:47aDec 5	 14
weather	AA-1777-JFK-MCO	2011-12-05 08:50 AM	2011-12-05 09:19 AM		2011-12-05 11:50 AM	2011-12-05 11:46 AM	
mco	AA-1777-JFK-MCO				2011-12-05 Mon  11:50	2011-12-05 Mon  11:34	14?
ifly	AA-1777-JFK-MCO	2011-12-05 8:50 AM	2011-12-05 9:18 AM		2011-12-05 11:50 AM	2011-12-05 11:47 AM	
mytripandmore	AA-1777-JFK-MCO	9:00aDec 5	8:57aDec 5	 41	11:50aDec 5	11:47aDec 5	 14
flightwise	AA-1777-JFK-MCO	2011-12-05 08:50AM EST	2011-12-05 09:18AM EST	 41 	2011-12-05 11:18AM EST	2011-12-05 11:40AM EST	 14 
ua	UA-421-SFO-HNL	Mon, Dec 5 10:39 AM	Mon, Dec 5 10:35 AM            On Time	86	Mon, Dec 5 1:55 PM	Mon, Dec 5 1:50 PM	HOLD
flightexplorer	UA-421-SFO-HNL	12/5/2011 10:58AM PST			12/5/2011 1:48PM HST		
airtravelcenter	UA-421-SFO-HNL		12/5/11 10:58 AM (-08:00)			12/5/11 1:48 PM (-10:00)	
myrateplan	UA-421-SFO-HNL		12/5/11 10:58 AM (-08:00)			12/5/11 1:48 PM (-10:00)	
helloflight	UA-421-SFO-HNL		12/5/11 10:58 AM (-08:00)			12/5/11 1:48 PM (-10:00)	
flytecomm	UA-421-SFO-HNL		12/5/11 10:58 AM (-08:00)			12/5/11 1:48 PM (-10:00)	
flights	UA-421-SFO-HNL		2011-12-05 10:35 AM	86		2011-12-05 01:55 PM	
businesstravellogue	UA-421-SFO-HNL		2011-12-05 10:35 AM	86		2011-12-05 01:55 PM	
flylouisville	UA-421-SFO-HNL		2011-12-05 10:35 AM	86		2011-12-05 01:55 PM	
flightview	UA-421-SFO-HNL		10:35 AMDec 05			1:58 PMDec 05	
panynj	UA-421-SFO-HNL		10:35 AMDec 05			1:58 PMDec 05	
gofox	UA-421-SFO-HNL		10:35 AMDec 05			1:58 PMDec 05	
foxbusiness	UA-421-SFO-HNL		10:35 AMDec 05			1:58 PMDec 05	
allegiantair	UA-421-SFO-HNL		10:35 AMDec 05			1:58 PMDec 05	
boston	UA-421-SFO-HNL	10:39 AMDec 05			1:48 PMDec 05		
orbitz	UA-421-SFO-HNL	10:39aDec 5	10:35aDec 5	 86	2:01pDec 5		 -
mytripandmore	UA-421-SFO-HNL	10:39aDec 5	10:35aDec 5	 86	2:01pDec 5		 -
aa	AA-4198-ORD-CLE	12/05/2011 10:40 AM	12/05/2011 10:47 AM	G7	12/05/2011 12:55 PM	12/05/2011 12:44 PM	A1
flightexplorer	AA-4198-ORD-CLE		12/5/2011 10:48AM CST			12/5/2011 12:34PM EST	
airtravelcenter	AA-4198-ORD-CLE		12/5/11 10:48 AM (-06:00)			12/5/11 12:34 PM (-05:00)	
myrateplan	AA-4198-ORD-CLE		12/5/11 10:48 AM (-06:00)			12/5/11 12:34 PM (-05:00)	
helloflight	AA-4198-ORD-CLE		12/5/11 10:48 AM (-06:00)			12/5/11 12:34 PM (-05:00)	
flytecomm	AA-4198-ORD-CLE		12/5/11 10:48 AM (-06:00)			12/5/11 12:34 PM (-05:00)	
flightaware	AA-4198-ORD-CLE	2011-12-05 10:40AM CST	2011-12-05 10:48AM CST	 G7 	2011-12-05 12:45PM EST	2011-12-05 12:34PM EST	 A1 
wunderground	AA-4198-ORD-CLE	2011-12-05 10:40AM CST	2011-12-05 10:48AM CST	 G7 	2011-12-05 12:45PM EST	2011-12-05 12:34PM EST	 A1 
flights	AA-4198-ORD-CLE	10:40 AM  Mon 05-Dec-2011	10:47 AM  Mon 05-Dec-2011	G7	12:55 PM  Mon 05-Dec-2011	12:44 PM  Mon 05-Dec-2011	A1
businesstravellogue	AA-4198-ORD-CLE	10:40 AM  Mon 05-Dec-2011	10:47 AM  Mon 05-Dec-2011	G7	12:55 PM  Mon 05-Dec-2011	12:44 PM  Mon 05-Dec-2011	A1
flylouisville	AA-4198-ORD-CLE	10:40 AM  Mon 05-Dec-2011	10:47 AM  Mon 05-Dec-2011	G7	12:55 PM  Mon 05-Dec-2011	12:44 PM  Mon 05-Dec-2011	A1
flightstats	AA-4198-ORD-CLE	2011-12-05 10:40 AM	2011-12-05 10:47 AM		2011-12-05 12:55 PM	2011-12-05 12:44 PM	
quicktrip	AA-4198-ORD-CLE	2011-12-05 10:40 AM	2011-12-05 10:47 AM		2011-12-05 12:55 PM	2011-12-05 12:44 PM	
world-flight-tracker	AA-4198-ORD-CLE	2011-12-05 10:40 AM	2011-12-05 10:47 AM		2011-12-05 12:55 PM	2011-12-05 12:44 PM	
flightview	AA-4198-ORD-CLE	10:40 AM, Dec 05	10:48 AM, Dec 05		12:55 PM, Dec 05	12:43 PM, Dec 05	
panynj	AA-4198-ORD-CLE	10:40 AM, Dec 05	10:48 AM, Dec 05		12:55 PM, Dec 05	12:43 PM, Dec 05	
gofox	AA-4198-ORD-CLE	10:40 AM, Dec 05	10:48 AM, Dec 05		12:55 PM, Dec 05	12:43 PM, Dec 05	
foxbusiness	AA-4198-ORD-CLE	10:40 AM, Dec 05	10:48 AM, Dec 05		12:55 PM, Dec 05	12:43 PM, Dec 05	
allegiantair	AA-4198-ORD-CLE	10:40 AM, Dec 05	10:48 AM, Dec 05		12:55 PM, Dec 05	12:43 PM, Dec 05	
boston	AA-4198-ORD-CLE	10:40 AM, Dec 05	10:48 AM, Dec 05		12:55 PM, Dec 05	12:43 PM, Dec 05	
travelocity	AA-4198-ORD-CLE	Dec 05 - 10:40am	Dec 05 - 10:35am	G7/T3	Dec 05 - 12:55pm	Dec 05 - 12:44pm	A1
orbitz	AA-4198-ORD-CLE	10:40aDec 5	10:35aDec 5	 G7	12:55pDec 5	12:44pDec 5	 A1
weather	AA-4198-ORD-CLE	2011-12-05 10:40 AM			2011-12-05 12:55 PM		
ord	AA-4198-ORD-CLE	2011-12-05 10:40 AM		G7	2011-12-05 12:55 PM		A1
ua	UA-397-JFK-SFO	Mon, Dec 5 8:00 AM	Mon, Dec 5 7:58 AM	8	Mon, Dec 5 11:55 AM	Mon, Dec 5 11:24 AM	81
flightexplorer	UA-397-JFK-SFO		12/5/2011 8:11AM EST			12/5/2011 10:51AM PST	
airtravelcenter	UA-397-JFK-SFO		12/5/11 8:10 AM (-05:00)			12/5/11 10:51 AM (-08:00)	
myrateplan	UA-397-JFK-SFO		12/5/11 8:10 AM (-05:00)			12/5/11 10:51 AM (-08:00)	
helloflight	UA-397-JFK-SFO		12/5/11 8:10 AM (-05:00)			12/5/11 10:51 AM (-08:00)	
flytecomm	UA-397-JFK-SFO		12/5/11 8:10 AM (-05:00)			12/5/11 10:51 AM (-08:00)	
flightaware	UA-397-JFK-SFO	2011-12-05 08:00AM EST	2011-12-05 08:11AM EST	 8 	2011-12-05 11:00AM PST	2011-12-05 10:57AM PST	 81 
wunderground	UA-397-JFK-SFO	2011-12-05 08:00AM EST	2011-12-05 08:11AM EST	 8 	2011-12-05 11:00AM PST	2011-12-05 10:57AM PST	 81 
flights	UA-397-JFK-SFO	08:00 AM  Mon 05-Dec-2011	07:58 AM  Mon 05-Dec-2011	8	11:55 AM  Mon 05-Dec-2011	11:24 AM  Mon 05-Dec-2011	81
businesstravellogue	UA-397-JFK-SFO	08:00 AM  Mon 05-Dec-2011	07:58 AM  Mon 05-Dec-2011	8	11:55 AM  Mon 05-Dec-2011	11:24 AM  Mon 05-Dec-2011	81
flylouisville	UA-397-JFK-SFO	08:00 AM  Mon 05-Dec-2011	07:58 AM  Mon 05-Dec-2011	8	11:55 AM  Mon 05-Dec-2011	11:24 AM  Mon 05-Dec-2011	81
flightstats	UA-397-JFK-SFO	2011-12-05 8:00 AM	2011-12-05 7:58 AM		2011-12-05 11:55 AM	2011-12-05 11:24 AM	
quicktrip	UA-397-JFK-SFO	2011-12-05 8:00 AM	2011-12-05 7:58 AM		2011-12-05 11:55 AM	2011-12-05 11:24 AM	
world-flight-tracker	UA-397-JFK-SFO	2011-12-05 8:00 AM	2011-12-05 7:58 AM		2011-12-05 11:55 AM	2011-12-05 11:24 AM	
flightview	UA-397-JFK-SFO	8:00 AM, Dec 05	8:11 AM, Dec 05	8	11:55 AM, Dec 05	11:24 AM, Dec 05	Terminal 3 - 81
panynj	UA-397-JFK-SFO	8:00 AM, Dec 05	8:11 AM, Dec 05	8	11:55 AM, Dec 05	11:24 AM, Dec 05	Terminal 3 - 81
gofox	UA-397-JFK-SFO	8:00 AM, Dec 05	8:11 AM, Dec 05		11:55 AM, Dec 05	11:24 AM, Dec 05	
foxbusiness	UA-397-JFK-SFO	8:00 AM, Dec 05	8:11 AM, Dec 05	8	11:55 AM, Dec 05	11:24 AM, Dec 05	Terminal 3 - 81
allegiantair	UA-397-JFK-SFO	8:00 AM, Dec 05	8:11 AM, Dec 05	8	11:55 AM, Dec 05	11:24 AM, Dec 05	Terminal 3 - 81
boston	UA-397-JFK-SFO	8:00 AM, Dec 05	8:11 AM, Dec 05		11:55 AM, Dec 05	10:57 AM, Dec 05	
travelocity	UA-397-JFK-SFO	Dec 05 - Not Available	Dec 05 - 8:10am	8	Dec 05 - Not Available	Dec 05 - 11:24am	81
orbitz	UA-397-JFK-SFO	8:00aDec 5	7:58aDec 5	 8	11:55aDec 5	11:24aDec 5	 81
weather	UA-397-JFK-SFO	2011-12-05 08:00 AM	2011-12-05 08:11 AM		2011-12-05 11:55 AM	2011-12-05 10:58 AM	
sfo	UA-397-JFK-SFO				2011-12-05 11:55 AM		81
ifly	UA-397-JFK-SFO	2011-12-05 8:00 AM	2011-12-05 7:58 AM		2011-12-05 11:55 AM	2011-12-05 11:24 AM	
flightarrival	UA-397-JFK-SFO	2011-12-05 8:00 AM	2011-12-05 7:58 AM		2011-12-05 11:55 AM	2011-12-05 11:24 AM	
ua	UA-6219-ABQ-DEN	Mon, Dec 5 3:15 PM	Mon, Dec 5 3:15 PM	--	Mon, Dec 5 4:31 PM	Mon, Dec 5 4:21 PM	B82
flightexplorer	UA-6219-ABQ-DEN		12/5/2011 3:22PM MST			12/5/2011 4:19PM MST	
airtravelcenter	UA-6219-ABQ-DEN	12/5/11 3:15 PM (-07:00)			12/5/11 4:31 PM (-07:00)		
myrateplan	UA-6219-ABQ-DEN	12/5/11 3:15 PM (-07:00)			12/5/11 4:31 PM (-07:00)		
helloflight	UA-6219-ABQ-DEN	12/5/11 3:15 PM (-07:00)			12/5/11 4:31 PM (-07:00)		
flytecomm	UA-6219-ABQ-DEN	12/5/11 3:15 PM (-07:00)			12/5/11 4:31 PM (-07:00)		
flights	UA-6219-ABQ-DEN		2011-12-05 03:15 PM			2011-12-05 04:21 PM	B82
businesstravellogue	UA-6219-ABQ-DEN		2011-12-05 03:15 PM			2011-12-05 04:21 PM	B82
flylouisville	UA-6219-ABQ-DEN		2011-12-05 03:15 PM			2011-12-05 04:21 PM	B82
flightview	UA-6219-ABQ-DEN		3:22 PMDec 05			4:21 PMDec 05	
panynj	UA-6219-ABQ-DEN		3:22 PMDec 05			4:21 PMDec 05	
gofox	UA-6219-ABQ-DEN		3:22 PMDec 05			4:21 PMDec 05	
foxbusiness	UA-6219-ABQ-DEN		3:22 PMDec 05			4:21 PMDec 05	
allegiantair	UA-6219-ABQ-DEN		3:22 PMDec 05			4:21 PMDec 05	
boston	UA-6219-ABQ-DEN		3:22 PMDec 05			4:19 PMDec 05	
travelocity	UA-6219-ABQ-DEN	Dec 05 - Not Available	Dec 05 - 3:22pm	CHK	Dec 05 - Not Available	Dec 05 - 4:21pm	B82
orbitz	UA-6219-ABQ-DEN	3:15pDec 5	3:15pDec 5	 -	4:31pDec 5	4:21pDec 5	 B82
weather	UA-6219-ABQ-DEN	2011-12-05 03:15 PM			2011-12-05 04:31 PM		
den	UA-6219-ABQ-DEN				2011-12-05 4:31 PM		B82
mytripandmore	UA-6219-ABQ-DEN	3:15pDec 5	3:15pDec 5	 -	4:31pDec 5	4:21pDec 5	 B82
flightarrival	UA-6219-ABQ-DEN	2011-12-05 03:15 PM			2011-12-05 04:31 PM		
ua	UA-2607-PHX-CLT	Mon, Dec 5 3:50 PM	Mon, Dec 5 3:50 PM	A23	Mon, Dec 5 9:37 PM	Mon, Dec 5 9:08 PM	B11
airtravelcenter	UA-2607-PHX-CLT		12/5/11 3:57 PM (-07:00)			12/5/11 9:06 PM (-05:00)	
myrateplan	UA-2607-PHX-CLT		12/5/11 3:57 PM (-07:00)			12/5/11 9:06 PM (-05:00)	
helloflight	UA-2607-PHX-CLT		12/5/11 3:57 PM (-07:00)			12/5/11 9:06 PM (-05:00)	
