CO	CO-4237-EWR-DTW	Sat., Dec.24, 2011 12:33 p.m.	Sat., Dec.24, 2011 12:40 p.m.		Sat., Dec.24, 2011 2:38 p.m.	Sat., Dec.24, 2011 2:33 p.m.	
allegiantair	UA-1027-IAH-CLE		4:08 PMDec 24			7:04 PMDec 24	
boston	UA-1027-IAH-CLE		4:08 PMDec 24			7:04 PMDec 24	
orbitz	UA-1027-IAH-CLE	3:45pDec 24	3:54pDec 24	 E17	6:52pDec 24		 C14
usatoday	UA-1027-IAH-CLE		4:08 PMDec 24			7:04 PMDec 24	
flightwise	UA-1027-IAH-CLE	2011-12-24 03:45PM CST	2011-12-24 04:08PM CST	 E17 	2011-12-24 06:54PM EST	2011-12-24 07:05PM EST	 C14 
aa	AA-816-PAP-MIA	December 24, 2011               10:30 AM    	December 24, 2011               10:30 AM    	 2	December 24, 2011               12:35 PM    	December 24, 2011               12:25 PM    	 D24    
airtravelcenter	AA-816-PAP-MIA		12/24/11 10:41 AM (-05:00)			12/24/11 12:10 PM (-05:00)	
myrateplan	AA-816-PAP-MIA		12/24/11 10:41 AM (-05:00)			12/24/11 12:10 PM (-05:00)	
helloflight	AA-816-PAP-MIA		12/24/11 10:41 AM (-05:00)			12/24/11 12:10 PM (-05:00)	
flytecomm	AA-816-PAP-MIA		12/24/11 10:41 AM (-05:00)			12/24/11 12:10 PM (-05:00)	
flights	AA-816-PAP-MIA	10:30 AM  Sat 24-Dec-2011	10:30 AM  Sat 24-Dec-2011	2	12:35 PM  Sat 24-Dec-2011	12:25 PM  Sat 24-Dec-2011	D24
businesstravellogue	AA-816-PAP-MIA	10:30 AM  Sat 24-Dec-2011	10:30 AM  Sat 24-Dec-2011	2	12:35 PM  Sat 24-Dec-2011	12:25 PM  Sat 24-Dec-2011	D24
flylouisville	AA-816-PAP-MIA	10:30 AM  Sat 24-Dec-2011	10:30 AM  Sat 24-Dec-2011	2	12:35 PM  Sat 24-Dec-2011	12:25 PM  Sat 24-Dec-2011	D24
world-flight-tracker	AA-816-PAP-MIA	2011-12-24 10:30 AM	2011-12-24 10:30 AM		2011-12-24 12:35 PM	2011-12-24 12:25 PM	
flightview	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:25 PM, Dec 24	
panynj	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:25 PM, Dec 24	
gofox	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:25 PM, Dec 24	
foxbusiness	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:25 PM, Dec 24	
allegiantair	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:25 PM, Dec 24	
boston	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:19 PM, Dec 24	
travelocity	AA-816-PAP-MIA	Dec 24 - 10:30am	Dec 24 - 10:30am	2	Dec 24 - 12:35pm	Dec 24 - 12:25pm	D24
orbitz	AA-816-PAP-MIA	10:30aDec 24	10:30aDec 24	 2	12:35pDec 24	12:25pDec 24	 D24
mia	AA-816-PAP-MIA				12:35P 12-24-11	2011-12-24  12:25P	
usatoday	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:19 PM, Dec 24	
mytripandmore	AA-816-PAP-MIA	10:30aDec 24	10:30aDec 24	 2	12:35pDec 24	12:25pDec 24	 D24
flightarrival	AA-816-PAP-MIA	10:30 AM, Dec 24	10:41 AM, Dec 24		12:35 PM, Dec 24	12:19 PM, Dec 24	
ua	UA-1534-IAH-LAX	Sat, Dec 24 5:13 PM	Sat, Dec 24 5:13 PM	C-43	Sat, Dec 24 7:08 PM	Sat, Dec 24 6:38 PM	61
flightexplorer	UA-1534-IAH-LAX	12/24/2011 5:30PM CST			12/24/2011 6:31PM PST		
airtravelcenter	UA-1534-IAH-LAX		12/24/11 5:30 PM (-06:00)			12/24/11 6:31 PM (-08:00)	
myrateplan	UA-1534-IAH-LAX		12/24/11 5:30 PM (-06:00)			12/24/11 6:31 PM (-08:00)	
helloflight	UA-1534-IAH-LAX		12/24/11 5:30 PM (-06:00)			12/24/11 6:31 PM (-08:00)	
flytecomm	UA-1534-IAH-LAX		12/24/11 5:30 PM (-06:00)			12/24/11 6:31 PM (-08:00)	
flightaware	UA-1534-IAH-LAX	2011-12-24 05:13PM CST	2011-12-24 05:30PM CST	 43 	2011-12-24 06:14PM PST	2011-12-24 06:31PM PST	 61 
wunderground	UA-1534-IAH-LAX	2011-12-24 05:13PM CST	2011-12-24 05:30PM CST	 43 	2011-12-24 06:14PM PST	2011-12-24 06:31PM PST	 61 
flights	UA-1534-IAH-LAX	05:13 PM  Sat 24-Dec-2011		43	07:08 PM  Sat 24-Dec-2011		61
businesstravellogue	UA-1534-IAH-LAX	05:13 PM  Sat 24-Dec-2011		43	07:08 PM  Sat 24-Dec-2011		61
flylouisville	UA-1534-IAH-LAX	05:13 PM  Sat 24-Dec-2011		43	07:08 PM  Sat 24-Dec-2011		61
world-flight-tracker	UA-1534-IAH-LAX	2011-12-24 5:13 PM	2011-12-24 5:13 PM (Estimated)		2011-12-24 7:08 PM	2011-12-24 7:08 PM (Estimated)	
flightview	UA-1534-IAH-LAX	5:13 PM, Dec 24		Term C - C43	7:08 PM, Dec 24		Term 6 - 61
panynj	UA-1534-IAH-LAX	5:13 PM, Dec 24		Term C - C43	7:08 PM, Dec 24		Term 6 - 61
gofox	UA-1534-IAH-LAX	5:13 PM, Dec 24			7:08 PM, Dec 24		
foxbusiness	UA-1534-IAH-LAX	5:13 PM, Dec 24		Term C - C43	7:08 PM, Dec 24		Term 6 - 61
allegiantair	UA-1534-IAH-LAX	5:13 PM, Dec 24		Term C - C43	7:08 PM, Dec 24		Term 6 - 61
boston	UA-1534-IAH-LAX	5:13 PM, Dec 24	5:13 PM, Dec 24&nbsp(Estimated)		7:08 PM, Dec 24	6:31 PM, Dec 24&nbsp(Estimated)	
travelocity	UA-1534-IAH-LAX	Dec 24 - 5:13pm	Dec 24 - Contact Airline	Not provided by airline	Dec 24 - 7:08pm	Dec 24 - Contact Airline	Not provided by airline
orbitz	UA-1534-IAH-LAX	5:13pDec 24		 43	7:08pDec 24		 61
weather	UA-1534-IAH-LAX	2011-12-24 05:13 PM	2011-12-24 05:30 PM		2011-12-24 07:08 PM	2011-12-24 06:31 PM	
mytripandmore	UA-1534-IAH-LAX	5:13pDec 24		 43	7:08pDec 24		 61
flightarrival	UA-1534-IAH-LAX	2011-12-24 05:13 PM	2011-12-24 05:30 PM		2011-12-24 07:08 PM	2011-12-24 06:31 PM	
CO	CO-1144-FLL-EWR	Sat., Dec.24, 2011 4:05 p.m.	Sat., Dec.24, 2011 3:57 p.m.		Sat., Dec.24, 2011 7:14 p.m.	Sat., Dec.24, 2011 6:37 p.m.	
flightexplorer	CO-1144-FLL-EWR		12/24/2011 4:09PM EST			12/24/2011 6:31PM EST	
airtravelcenter	CO-1144-FLL-EWR	12/24/11 4:05 PM (-05:00)			12/24/11 7:14 PM (-05:00)		
myrateplan	CO-1144-FLL-EWR	12/24/11 4:05 PM (-05:00)			12/24/11 7:14 PM (-05:00)		
helloflight	CO-1144-FLL-EWR	12/24/11 4:05 PM (-05:00)			12/24/11 7:14 PM (-05:00)		
flytecomm	CO-1144-FLL-EWR	12/24/11 4:05 PM (-05:00)			12/24/11 7:14 PM (-05:00)		
flightaware	CO-1144-FLL-EWR	2011-12-24 04:05PM EST	2011-12-24 04:09PM EST	 C7 	2011-12-24 06:42PM EST	2011-12-24 06:28PM EST	 125 
wunderground	CO-1144-FLL-EWR	2011-12-24 04:05PM EST	2011-12-24 04:09PM EST	 C7 	2011-12-24 06:42PM EST	2011-12-24 06:28PM EST	 125 
flights	CO-1144-FLL-EWR		2011-12-24 03:57 PM	C7		2011-12-24 06:37 PM	125
businesstravellogue	CO-1144-FLL-EWR		2011-12-24 03:57 PM	C7		2011-12-24 06:37 PM	125
flylouisville	CO-1144-FLL-EWR		2011-12-24 03:57 PM	C7		2011-12-24 06:37 PM	125
flightstats	CO-1144-FLL-EWR	2011-12-24 4:05 PM	2011-12-24 3:57 PM		2011-12-24 7:14 PM	2011-12-24 6:37 PM	
quicktrip	CO-1144-FLL-EWR	2011-12-24 4:05 PM	2011-12-24 3:57 PM		2011-12-24 7:14 PM	2011-12-24 6:37 PM	
flightview	CO-1144-FLL-EWR		4:09 PMDec 24			6:37 PMDec 24	
panynj	CO-1144-FLL-EWR		4:09 PMDec 24			6:37 PMDec 24	
gofox	CO-1144-FLL-EWR		4:09 PMDec 24			6:37 PMDec 24	
foxbusiness	CO-1144-FLL-EWR		4:09 PMDec 24			6:37 PMDec 24	
allegiantair	CO-1144-FLL-EWR		4:09 PMDec 24			6:37 PMDec 24	
boston	CO-1144-FLL-EWR		4:09 PMDec 24			6:28 PMDec 24	
orbitz	CO-1144-FLL-EWR	4:05pDec 24	3:57pDec 24	 C7	7:14pDec 24	6:37pDec 24	 125
usatoday	CO-1144-FLL-EWR		4:09 PMDec 24			6:28 PMDec 24	
mytripandmore	CO-1144-FLL-EWR	4:05pDec 24	3:57pDec 24	 C7	7:14pDec 24	6:37pDec 24	 125
aa	AA-3535-MIA-CLT	December 24, 2011               02:00 PM    	December 24, 2011               01:53 PM    	 D60J	December 24, 2011               04:05 PM    	December 24, 2011               03:46 PM    	 A11    
flightexplorer	AA-3535-MIA-CLT		12/24/2011 2:05PM EST			12/24/2011 3:46PM EST	
airtravelcenter	AA-3535-MIA-CLT		12/24/11 2:04 PM (-05:00)			12/24/11 3:46 PM (-05:00)	
myrateplan	AA-3535-MIA-CLT		12/24/11 2:04 PM (-05:00)			12/24/11 3:46 PM (-05:00)	
helloflight	AA-3535-MIA-CLT		12/24/11 2:04 PM (-05:00)			12/24/11 3:46 PM (-05:00)	
flytecomm	AA-3535-MIA-CLT		12/24/11 2:04 PM (-05:00)			12/24/11 3:46 PM (-05:00)	
flightaware	AA-3535-MIA-CLT	2011-12-24 02:00PM EST	2011-12-24 02:05PM EST	 D60J 	2011-12-24 03:59PM EST	2011-12-24 03:37PM EST	 A11 
wunderground	AA-3535-MIA-CLT	2011-12-24 02:00PM EST	2011-12-24 02:05PM EST	 D60J 	2011-12-24 03:59PM EST	2011-12-24 03:37PM EST	 A11 
flights	AA-3535-MIA-CLT	02:00 PM  Sat 24-Dec-2011	01:53 PM  Sat 24-Dec-2011	D60	04:05 PM  Sat 24-Dec-2011	03:46 PM  Sat 24-Dec-2011	A11
businesstravellogue	AA-3535-MIA-CLT	02:00 PM  Sat 24-Dec-2011	01:53 PM  Sat 24-Dec-2011	D60	04:05 PM  Sat 24-Dec-2011	03:46 PM  Sat 24-Dec-2011	A11
flylouisville	AA-3535-MIA-CLT	02:00 PM  Sat 24-Dec-2011	01:53 PM  Sat 24-Dec-2011	D60	04:05 PM  Sat 24-Dec-2011	03:46 PM  Sat 24-Dec-2011	A11
flightstats	AA-3535-MIA-CLT	2011-12-24 2:00 PM	2011-12-24 1:53 PM		2011-12-24 4:05 PM	2011-12-24 3:46 PM	
quicktrip	AA-3535-MIA-CLT	2011-12-24 2:00 PM	2011-12-24 1:53 PM		2011-12-24 4:05 PM	2011-12-24 3:46 PM	
world-flight-tracker	AA-3535-MIA-CLT	2011-12-24 2:00 PM	2011-12-24 1:53 PM		2011-12-24 4:05 PM	2011-12-24 3:46 PM	
flightview	AA-3535-MIA-CLT	2:00 PM, Dec 24	2:05 PM, Dec 24		4:05 PM, Dec 24	3:48 PM, Dec 24	
panynj	AA-3535-MIA-CLT	2:00 PM, Dec 24	2:05 PM, Dec 24		4:05 PM, Dec 24	3:48 PM, Dec 24	
gofox	AA-3535-MIA-CLT	2:00 PM, Dec 24	2:05 PM, Dec 24		4:05 PM, Dec 24	3:48 PM, Dec 24	
foxbusiness	AA-3535-MIA-CLT	2:00 PM, Dec 24	2:05 PM, Dec 24		4:05 PM, Dec 24	3:48 PM, Dec 24	
allegiantair	AA-3535-MIA-CLT	2:00 PM, Dec 24	2:05 PM, Dec 24		4:05 PM, Dec 24	3:48 PM, Dec 24	
boston	AA-3535-MIA-CLT	2:00 PM, Dec 24	2:05 PM, Dec 24		4:05 PM, Dec 24	3:48 PM, Dec 24	
travelocity	AA-3535-MIA-CLT	Dec 24 - 2:00pm	Dec 24 - 1:53pm	D60	Dec 24 - 4:05pm	Dec 24 - 3:46pm	A11
orbitz	AA-3535-MIA-CLT	2:00pDec 24	1:53pDec 24	 D60J	4:05pDec 24	3:46pDec 24	 A11
weather	AA-3535-MIA-CLT	2011-12-24 02:00 PM			2011-12-24 04:05 PM		
mytripandmore	AA-3535-MIA-CLT	Dec 24 - 2:00pm	Dec 24 - 1:53pm	D60	Dec 24 - 4:05pm	Dec 24 - 3:46pm	A11
aa	AA-2493-DFW-LAX	December 24, 2011               09:35 PM    	December 24, 2011               09:33 PM    	 C8	December 24, 2011               11:00 PM    	December 24, 2011     	 47A    
airtravelcenter	AA-2493-DFW-LAX		12/24/11 9:50 PM (-06:00)			12/24/11 10:27 PM (-08:00)	
myrateplan	AA-2493-DFW-LAX		12/24/11 9:50 PM (-06:00)			12/24/11 10:27 PM (-08:00)	
helloflight	AA-2493-DFW-LAX		12/24/11 9:50 PM (-06:00)			12/24/11 10:27 PM (-08:00)	
flytecomm	AA-2493-DFW-LAX		12/24/11 9:50 PM (-06:00)			12/24/11 10:27 PM (-08:00)	
flightaware	AA-2493-DFW-LAX	2011-12-24 09:35PM CST	2011-12-24 09:50PM CST	 C8 	2011-12-24 10:22PM PST	2011-12-24 10:26PM PST	 47A 
wunderground	AA-2493-DFW-LAX	2011-12-24 09:35PM CST	2011-12-24 09:50PM CST	 C8 	2011-12-24 10:22PM PST	2011-12-24 10:26PM PST	 47A 
flights	AA-2493-DFW-LAX	09:35 PM  Sat 24-Dec-2011		C8	11:00 PM  Sat 24-Dec-2011		47A
businesstravellogue	AA-2493-DFW-LAX	09:35 PM  Sat 24-Dec-2011		C8	11:00 PM  Sat 24-Dec-2011		47A
flylouisville	AA-2493-DFW-LAX	09:35 PM  Sat 24-Dec-2011		C8	11:00 PM  Sat 24-Dec-2011		47A
flightstats	AA-2493-DFW-LAX	2011-12-24 9:35 PM	2011-12-24 9:33 PM		2011-12-24 11:00 PM	2011-12-24 10:33 PM (Estimated)	
quicktrip	AA-2493-DFW-LAX	2011-12-24 9:35 PM	2011-12-24 9:33 PM		2011-12-24 11:00 PM	2011-12-24 10:33 PM (Estimated)	
world-flight-tracker	AA-2493-DFW-LAX	2011-12-24 9:35 PM	2011-12-24 9:33 PM		2011-12-24 11:00 PM	2011-12-24 10:33 PM (Estimated)	
flightview	AA-2493-DFW-LAX	9:35 PM, Dec 24	9:50 PM, Dec 24		11:00 PM, Dec 24		
panynj	AA-2493-DFW-LAX	9:35 PM, Dec 24	9:50 PM, Dec 24		11:00 PM, Dec 24		
gofox	AA-2493-DFW-LAX	9:35 PM, Dec 24	9:50 PM, Dec 24		11:00 PM, Dec 24		
foxbusiness	AA-2493-DFW-LAX	9:35 PM, Dec 24	9:50 PM, Dec 24		11:00 PM, Dec 24		
allegiantair	AA-2493-DFW-LAX	9:35 PM, Dec 24	9:50 PM, Dec 24		11:00 PM, Dec 24		
boston	AA-2493-DFW-LAX	9:35 PM, Dec 24	9:50 PM, Dec 24		11:00 PM, Dec 24	10:28 PM, Dec 24&nbsp(Estimated)	
travelocity	AA-2493-DFW-LAX	Dec 24 - 9:35pm	Dec 24 - 9:33pm	C8/C	Dec 24 - 11:00pm	Dec 24 - 10:32pm*	47A/T4
orbitz	AA-2493-DFW-LAX	9:35pDec 24	9:33pDec 24	 C8	10:04pDec 24		 47A
weather	AA-2493-DFW-LAX	2011-12-24 09:35 PM			2011-12-24 11:00 PM		
dfw	AA-2493-DFW-LAX	2011-12-24 9:35 pm		C8			
ifly	AA-2493-DFW-LAX	2011-12-24 9:35 PM	2011-12-24 9:33 PM		2011-12-24 11:00 PM	2011-12-24 10:33 PM (Estimated)	
flightarrival	AA-2493-DFW-LAX	9:35 PM, Dec 24	9:50 PM, Dec 24		11:00 PM, Dec 24	10:28 PM, Dec 24&nbsp(Estimated)	
aa	AA-3823-LAX-DEN	December 24, 2011               09:00 PM    	December 24, 2011     	 44I	December 25, 2011               12:15 AM    	December 25, 2011     	 A49    
flightexplorer	AA-3823-LAX-DEN		12/23/2011 9:16PM PST			12/24/2011 12:20AM MST	
flightexplorer	AA-3823-LAX-DEN	12/24/2011 9:00PM PST			12/25/2011 12:15AM MST		
airtravelcenter	AA-3823-LAX-DEN	12/24/11 9:00 PM (-08:00)			12/25/11 12:15 AM (-07:00)		
myrateplan	AA-3823-LAX-DEN	12/24/11 9:00 PM (-08:00)			12/25/11 12:15 AM (-07:00)		
helloflight	AA-3823-LAX-DEN	12/24/11 9:00 PM (-08:00)			12/25/11 12:15 AM (-07:00)		
flytecomm	AA-3823-LAX-DEN	12/24/11 9:00 PM (-08:00)			12/25/11 12:15 AM (-07:00)		
flightaware	AA-3823-LAX-DEN	2011-12-24 09:00PM PST	2011-12-24 09:16PM PST	 44J 	2011-12-24 12:14AM MST	2011-12-24 12:14AM MST	 A53 
wunderground	AA-3823-LAX-DEN	2011-12-24 09:00PM PST	2011-12-24 09:16PM PST	 44J 	2011-12-24 12:14AM MST	2011-12-24 12:14AM MST	 A53 
flights	AA-3823-LAX-DEN	09:00 PM  Sat 24-Dec-2011		44	12:15 AM  Sun 25-Dec-2011		A49
businesstravellogue	AA-3823-LAX-DEN	09:00 PM  Sat 24-Dec-2011		44	12:15 AM  Sun 25-Dec-2011		A49
flylouisville	AA-3823-LAX-DEN	09:00 PM  Sat 24-Dec-2011		44	12:15 AM  Sun 25-Dec-2011		A49
flightstats	AA-3823-LAX-DEN	2011-12-24 9:00 PM	2011-12-24 9:00 PM (Estimated)		2011-12-24 12:15 AM	2011-12-24 12:15 AM (Estimated)	
quicktrip	AA-3823-LAX-DEN	2011-12-24 9:00 PM	2011-12-24 9:00 PM (Estimated)		2011-12-24 12:15 AM	2011-12-24 12:15 AM (Estimated)	
world-flight-tracker	AA-3823-LAX-DEN	2011-12-24 9:00 PM	2011-12-24 9:00 PM (Estimated)		2011-12-24 12:15 AM	2011-12-24 12:15 AM (Estimated)	
flightview	AA-3823-LAX-DEN	9:00 PM, Dec 24		Terminal 4 - 44I	12:15 AM, Dec 25		A49
panynj	AA-3823-LAX-DEN	9:00 PM, Dec 24		Terminal 4 - 44I	12:15 AM, Dec 25		A49
gofox	AA-3823-LAX-DEN	9:00 PM, Dec 24			12:15 AM, Dec 25		
foxbusiness	AA-3823-LAX-DEN	9:00 PM, Dec 24		Terminal 4 - 44I	12:15 AM, Dec 25		A49
allegiantair	AA-3823-LAX-DEN	9:00 PM, Dec 24		Terminal 4 - 44I	12:15 AM, Dec 25		A49
boston	AA-3823-LAX-DEN	9:00 PM, Dec 24	Not Available		12:15 AM, Dec 25	Not Available	
travelocity	AA-3823-LAX-DEN	Dec 24 - 9:00pm	Dec 24 - Not Available	44I/T4	Dec 25 - 12:15am	Dec 25 - Not Available	A49
orbitz	AA-3823-LAX-DEN	9:00pDec 24		 44I	12:15aDec 25		 A49
weather	AA-3823-LAX-DEN	2011-12-24 09:00 PM			2011-12-24 12:15 AM		
den	AA-3823-LAX-DEN				2011-12-24 12:15 AM		A53
usatoday	AA-3823-LAX-DEN	2011-12-24 09:00 PM			2011-12-24 12:15 AM		
mytripandmore	AA-3823-LAX-DEN	Dec 24 - 9:00pm	Dec 24 - Not Available	44I/T4	Dec 25 - 12:15am	Dec 25 - Not Available	A49
flightwise	AA-3823-LAX-DEN	2011-12-24 09:00PM PST	2011-12-24 09:16PM PST	 44J 	2011-12-24 12:14AM MST	2011-12-24 12:14AM MST	 A53 
flightarrival	AA-3823-LAX-DEN	2011-12-24 09:00 PM			2011-12-24 12:15 AM		
aa	AA-1472-DFW-ATL	December 24, 2011               11:35 AM    	December 24, 2011               11:34 AM    	 C19	December 24, 2011               02:35 PM    	December 24, 2011               02:20 PM    	 T12    
flightexplorer	AA-1472-DFW-ATL		12/24/2011 11:46AM CST			12/24/2011 2:17PM EST	
airtravelcenter	AA-1472-DFW-ATL		12/24/11 11:45 AM (-06:00)			12/24/11 2:17 PM (-05:00)	
myrateplan	AA-1472-DFW-ATL		12/24/11 11:45 AM (-06:00)			12/24/11 2:17 PM (-05:00)	
helloflight	AA-1472-DFW-ATL		12/24/11 11:45 AM (-06:00)			12/24/11 2:17 PM (-05:00)	
flytecomm	AA-1472-DFW-ATL		12/24/11 11:45 AM (-06:00)			12/24/11 2:17 PM (-05:00)	
flightaware	AA-1472-DFW-ATL	2011-12-24 11:35AM CST	2011-12-24 11:46AM CST	 C19 	2011-12-24 02:23PM EST	2011-12-24 02:13PM EST	 T12 
wunderground	AA-1472-DFW-ATL	2011-12-24 11:35AM CST	2011-12-24 11:46AM CST	 C19 	2011-12-24 02:23PM EST	2011-12-24 02:13PM EST	 T12 
flights	AA-1472-DFW-ATL		2011-12-24 11:34 AM	C19		2011-12-24 02:20 PM	T12
businesstravellogue	AA-1472-DFW-ATL		2011-12-24 11:34 AM	C19		2011-12-24 02:20 PM	T12
flylouisville	AA-1472-DFW-ATL		2011-12-24 11:34 AM	C19		2011-12-24 02:20 PM	T12
flightstats	AA-1472-DFW-ATL	2011-12-24 11:35 AM	2011-12-24 11:34 AM		2011-12-24 2:35 PM	2011-12-24 2:20 PM	
quicktrip	AA-1472-DFW-ATL	2011-12-24 11:35 AM	2011-12-24 11:34 AM		2011-12-24 2:35 PM	2011-12-24 2:20 PM	
flightview	AA-1472-DFW-ATL		11:46 AMDec 24			2:18 PMDec 24	
panynj	AA-1472-DFW-ATL		11:46 AMDec 24			2:18 PMDec 24	
gofox	AA-1472-DFW-ATL		11:46 AMDec 24			2:18 PMDec 24	
foxbusiness	AA-1472-DFW-ATL		11:46 AMDec 24			2:18 PMDec 24	
allegiantair	AA-1472-DFW-ATL		11:46 AMDec 24			2:18 PMDec 24	
boston	AA-1472-DFW-ATL		11:46 AMDec 24			2:18 PMDec 24	
orbitz	AA-1472-DFW-ATL	11:35aDec 24	11:34aDec 24	 C19	2:35pDec 24	2:20pDec 24	 T12
dfw	AA-1472-DFW-ATL	2011-12-24 11:35 am		C19			
flightarrival	AA-1472-DFW-ATL		11:46 AMDec 24			2:18 PMDec 24	
ua	UA-2901-CLT-EWR	Sat, Dec 24 11:25 AM	Sat, Dec 24 11:25 AM            Delayed	C9	Sat, Dec 24 1:12 PM	Sat, Dec 24 1:10 PM	A37
airtravelcenter	UA-2901-CLT-EWR	12/24/11 11:25 AM (-05:00)			12/24/11 1:12 PM (-05:00)		
myrateplan	UA-2901-CLT-EWR	12/24/11 11:25 AM (-05:00)			12/24/11 1:12 PM (-05:00)		
helloflight	UA-2901-CLT-EWR	12/24/11 11:25 AM (-05:00)			12/24/11 1:12 PM (-05:00)		
flytecomm	UA-2901-CLT-EWR	12/24/11 11:25 AM (-05:00)			12/24/11 1:12 PM (-05:00)		
flightaware	UA-2901-CLT-EWR	2011-12-24 11:25AM EST	2011-12-24 11:54AM EST		2011-12-24 01:02PM EST	2011-12-24 01:03PM EST	
wunderground	UA-2901-CLT-EWR	2011-12-24 11:25AM EST	2011-12-24 11:54AM EST		2011-12-24 01:02PM EST	2011-12-24 01:03PM EST	
flights	UA-2901-CLT-EWR		2011-12-24 11:22 AM	C9		2011-12-24 01:10 PM	37
businesstravellogue	UA-2901-CLT-EWR		2011-12-24 11:22 AM	C9		2011-12-24 01:10 PM	37
flylouisville	UA-2901-CLT-EWR		2011-12-24 11:22 AM	C9		2011-12-24 01:10 PM	37
flightstats	UA-2901-CLT-EWR	2011-12-24 11:25 AM	2011-12-24 11:22 AM		2011-12-24 1:12 PM	2011-12-24 1:10 PM	
quicktrip	UA-2901-CLT-EWR	2011-12-24 11:25 AM	2011-12-24 11:22 AM		2011-12-24 1:12 PM	2011-12-24 1:10 PM	
flightview	UA-2901-CLT-EWR		11:54 AMDec 24			1:03 PMDec 24	
panynj	UA-2901-CLT-EWR		11:54 AMDec 24			1:03 PMDec 24	
gofox	UA-2901-CLT-EWR		11:54 AMDec 24			1:03 PMDec 24	
foxbusiness	UA-2901-CLT-EWR		11:54 AMDec 24			1:03 PMDec 24	
allegiantair	UA-2901-CLT-EWR		11:54 AMDec 24			1:03 PMDec 24	
boston	UA-2901-CLT-EWR		11:54 AMDec 24			1:03 PMDec 24	
orbitz	UA-2901-CLT-EWR	11:25aDec 24	11:22aDec 24	 -	1:12pDec 24	1:10pDec 24	 -
usatoday	UA-2901-CLT-EWR	2011-12-24 11:25 AM	2011-12-24 11:22 AM		2011-12-24 1:12 PM	2011-12-24 1:10 PM	
mytripandmore	UA-2901-CLT-EWR	11:25aDec 24	11:22aDec 24	 -	1:12pDec 24	1:10pDec 24	 -
flightarrival	UA-2901-CLT-EWR	2011-12-24 11:25 AM	2011-12-24 11:22 AM		2011-12-24 1:12 PM	2011-12-24 1:10 PM	
aa	AA-2337-ORD-DFW	December 24, 2011               03:45 PM    	December 24, 2011               03:45 PM    	 K3	December 24, 2011               06:20 PM    	December 24, 2011               06:01 PM    	 A19    
flightexplorer	AA-2337-ORD-DFW		12/24/2011 3:55PM CST			12/24/2011 5:53PM CST	
airtravelcenter	AA-2337-ORD-DFW		12/24/11 3:55 PM (-06:00)			12/24/11 5:53 PM (-06:00)	
myrateplan	AA-2337-ORD-DFW		12/24/11 3:55 PM (-06:00)			12/24/11 5:53 PM (-06:00)	
helloflight	AA-2337-ORD-DFW		12/24/11 3:55 PM (-06:00)			12/24/11 5:53 PM (-06:00)	
flytecomm	AA-2337-ORD-DFW		12/24/11 3:55 PM (-06:00)			12/24/11 5:53 PM (-06:00)	
flightaware	AA-2337-ORD-DFW	2011-12-24 03:45PM CST	2011-12-24 03:55PM CST	 K3 	2011-12-24 06:07PM CST	2011-12-24 05:57PM CST	 A19 
wunderground	AA-2337-ORD-DFW	2011-12-24 03:45PM CST	2011-12-24 03:55PM CST	 K3 	2011-12-24 06:07PM CST	2011-12-24 05:57PM CST	 A19 
flights	AA-2337-ORD-DFW	03:45 PM  Sat 24-Dec-2011	03:45 PM  Sat 24-Dec-2011	K3	06:20 PM  Sat 24-Dec-2011	06:01 PM  Sat 24-Dec-2011	A19
businesstravellogue	AA-2337-ORD-DFW	03:45 PM  Sat 24-Dec-2011	03:45 PM  Sat 24-Dec-2011	K3	06:20 PM  Sat 24-Dec-2011	06:01 PM  Sat 24-Dec-2011	A19
flylouisville	AA-2337-ORD-DFW	03:45 PM  Sat 24-Dec-2011	03:45 PM  Sat 24-Dec-2011	K3	06:20 PM  Sat 24-Dec-2011	06:01 PM  Sat 24-Dec-2011	A19
world-flight-tracker	AA-2337-ORD-DFW	2011-12-24 3:45 PM	2011-12-24 3:45 PM		2011-12-24 6:20 PM	2011-12-24 6:01 PM	
flightview	AA-2337-ORD-DFW	3:45 PM, Dec 24	3:55 PM, Dec 24	K3	6:20 PM, Dec 24	5:57 PM, Dec 24	A19
panynj	AA-2337-ORD-DFW	3:45 PM, Dec 24	3:55 PM, Dec 24	K3	6:20 PM, Dec 24	5:57 PM, Dec 24	A19
gofox	AA-2337-ORD-DFW	3:45 PM, Dec 24	3:55 PM, Dec 24		6:20 PM, Dec 24	5:57 PM, Dec 24	
foxbusiness	AA-2337-ORD-DFW	3:45 PM, Dec 24	3:55 PM, Dec 24	K3	6:20 PM, Dec 24	5:57 PM, Dec 24	A19
