aa	AA-1007-TPA-MIA	December 8, 2011               01:55 PM    	December 8, 2011               01:55 PM    	 F80	December 8, 2011               03:00 PM    	December 8, 2011               02:55 PM    	 D12    
businesstravellogue	AA-1279-DFW-PHX	01:00 PM  Thu 08-Dec-2011	12:57 PM  Thu 08-Dec-2011	A37	02:35 PM  Thu 08-Dec-2011	02:33 PM  Thu 08-Dec-2011	4
flylouisville	AA-1279-DFW-PHX	01:00 PM  Thu 08-Dec-2011	12:57 PM  Thu 08-Dec-2011	A37	02:35 PM  Thu 08-Dec-2011	02:33 PM  Thu 08-Dec-2011	4
flightstats	AA-1279-DFW-PHX	2011-12-08 1:00 PM	2011-12-08 12:57 PM		2011-12-08 2:35 PM	2011-12-08 2:33 PM	
quicktrip	AA-1279-DFW-PHX	2011-12-08 1:00 PM	2011-12-08 12:57 PM		2011-12-08 2:35 PM	2011-12-08 2:33 PM	
world-flight-tracker	AA-1279-DFW-PHX	2011-12-08 1:00 PM	2011-12-08 12:57 PM		2011-12-08 2:35 PM	2011-12-08 2:33 PM	
flightview	AA-1279-DFW-PHX	1:00 PM, Dec 08	1:10 PM, Dec 08	A37	2:35 PM, Dec 08	2:33 PM, Dec 08	Terminal 3
panynj	AA-1279-DFW-PHX	1:00 PM, Dec 08	1:10 PM, Dec 08	A37	2:35 PM, Dec 08	2:33 PM, Dec 08	Terminal 3
gofox	AA-1279-DFW-PHX	1:00 PM, Dec 08	1:10 PM, Dec 08		2:35 PM, Dec 08	2:33 PM, Dec 08	
foxbusiness	AA-1279-DFW-PHX	1:00 PM, Dec 08	1:10 PM, Dec 08	A37	2:35 PM, Dec 08	2:33 PM, Dec 08	Terminal 3
allegiantair	AA-1279-DFW-PHX	1:00 PM, Dec 08	1:10 PM, Dec 08	A37	2:35 PM, Dec 08	2:33 PM, Dec 08	Terminal 3
boston	AA-1279-DFW-PHX	1:00 PM, Dec 08	1:10 PM, Dec 08		2:35 PM, Dec 08	2:33 PM, Dec 08	
travelocity	AA-1279-DFW-PHX	Dec 08 - 1:00pm	Dec 08 - 12:57pm	A37/A	Dec 08 - 2:35pm	Dec 08 - 2:33pm	4/3
orbitz	AA-1279-DFW-PHX	1:00pDec 8	12:57pDec 8	 A37	2:35pDec 8	2:33pDec 8	 4
weather	AA-1279-DFW-PHX	2011-12-08 01:00 PM	2011-12-08 01:10 PM		2011-12-08 02:35 PM	2011-12-08 02:25 PM	
dfw	AA-1279-DFW-PHX	2011-12-08 1:00 pm		A24			
ifly	AA-1279-DFW-PHX	2011-12-08 1:00 PM	2011-12-08 12:57 PM		2011-12-08 2:35 PM	2011-12-08 2:33 PM	
usatoday	AA-1279-DFW-PHX	1:00 PM, Dec 08	1:10 PM, Dec 08		2:35 PM, Dec 08	2:33 PM, Dec 08	
flightarrival	AA-1279-DFW-PHX	2011-12-08 01:00 PM	2011-12-08 01:10 PM		2011-12-08 02:35 PM	2011-12-08 02:25 PM	
aa	AA-1201-ORD-STL	December 8, 2011               03:10 PM    	December 8, 2011               03:08 PM    	 H15	December 8, 2011               04:15 PM    	December 8, 2011               04:09 PM    	 D18    
flightexplorer	AA-1201-ORD-STL		12/8/2011 3:21PM CST			12/8/2011 4:08PM CST	
airtravelcenter	AA-1201-ORD-STL		12/8/11 3:21 PM (-06:00)			12/8/11 4:08 PM (-06:00)	
myrateplan	AA-1201-ORD-STL		12/8/11 3:21 PM (-06:00)			12/8/11 4:08 PM (-06:00)	
helloflight	AA-1201-ORD-STL		12/8/11 3:21 PM (-06:00)			12/8/11 4:08 PM (-06:00)	
flytecomm	AA-1201-ORD-STL		12/8/11 3:21 PM (-06:00)			12/8/11 4:08 PM (-06:00)	
flightaware	AA-1201-ORD-STL	2011-12-08 03:10PM CST	2011-12-08 03:21PM CST	 H15 	2011-12-08 04:10PM CST	2011-12-08 04:05PM CST	 D18 
wunderground	AA-1201-ORD-STL	2011-12-08 03:10PM CST	2011-12-08 03:21PM CST	 H15 	2011-12-08 04:10PM CST	2011-12-08 04:05PM CST	 D18 
flights	AA-1201-ORD-STL		2011-12-08 03:08 PM	H15		2011-12-08 04:09 PM	D18
businesstravellogue	AA-1201-ORD-STL		2011-12-08 03:08 PM	H15		2011-12-08 04:09 PM	D18
flylouisville	AA-1201-ORD-STL		2011-12-08 03:08 PM	H15		2011-12-08 04:09 PM	D18
flightview	AA-1201-ORD-STL		3:21 PMDec 08			4:06 PMDec 08	
panynj	AA-1201-ORD-STL		3:21 PMDec 08			4:06 PMDec 08	
gofox	AA-1201-ORD-STL		3:21 PMDec 08			4:06 PMDec 08	
foxbusiness	AA-1201-ORD-STL		3:21 PMDec 08			4:06 PMDec 08	
allegiantair	AA-1201-ORD-STL		3:21 PMDec 08			4:06 PMDec 08	
boston	AA-1201-ORD-STL		3:21 PMDec 08			4:06 PMDec 08	
orbitz	AA-1201-ORD-STL	3:10pDec 8	3:08pDec 8	 H15	4:15pDec 8	4:09pDec 8	 D18
ord	AA-1201-ORD-STL	2011-12-08 3:10 PM		H15	2011-12-08 4:15 PM		D18
flightwise	AA-1201-ORD-STL	2011-12-08 03:10PM CST	2011-12-08 03:21PM CST	 H15 	2011-12-08 04:10PM CST	2011-12-08 04:05PM CST	 D18 
flightarrival	AA-1201-ORD-STL		3:21 PMDec 08			4:06 PMDec 08	
aa	AA-971-MIA-SJO	December 8, 2011               09:25 AM    	December 8, 2011               09:20 AM    	 D47	December 8, 2011               11:10 AM    	December 8, 2011               11:10 AM    	    
airtravelcenter	AA-971-MIA-SJO		12/8/11 9:34 AM (-05:00)			12/8/11 11:02 AM (-06:00)	
myrateplan	AA-971-MIA-SJO		12/8/11 9:34 AM (-05:00)			12/8/11 11:02 AM (-06:00)	
helloflight	AA-971-MIA-SJO		12/8/11 9:34 AM (-05:00)			12/8/11 11:02 AM (-06:00)	
flytecomm	AA-971-MIA-SJO		12/8/11 9:34 AM (-05:00)			12/8/11 11:02 AM (-06:00)	
flights	AA-971-MIA-SJO	09:25 AM  Thu 08-Dec-2011			11:10 AM  Thu 08-Dec-2011		
businesstravellogue	AA-971-MIA-SJO	09:25 AM  Thu 08-Dec-2011			11:10 AM  Thu 08-Dec-2011		
flylouisville	AA-971-MIA-SJO	09:25 AM  Thu 08-Dec-2011			11:10 AM  Thu 08-Dec-2011		
flightview	AA-971-MIA-SJO	9:25 AM, Dec 08	9:34 AM, Dec 08	Terminal D - D47	11:10 AM, Dec 08	10:53 AM, Dec 08	Terminal M
panynj	AA-971-MIA-SJO	9:25 AM, Dec 08	9:34 AM, Dec 08	Terminal D - D47	11:10 AM, Dec 08	10:53 AM, Dec 08	Terminal M
gofox	AA-971-MIA-SJO	9:25 AM, Dec 08	9:34 AM, Dec 08		11:10 AM, Dec 08	10:53 AM, Dec 08	
foxbusiness	AA-971-MIA-SJO	9:25 AM, Dec 08	9:34 AM, Dec 08	Terminal D - D47	11:10 AM, Dec 08	10:53 AM, Dec 08	Terminal M
allegiantair	AA-971-MIA-SJO	9:25 AM, Dec 08	9:34 AM, Dec 08	Terminal D - D47	11:10 AM, Dec 08	10:53 AM, Dec 08	Terminal M
boston	AA-971-MIA-SJO	9:25 AM, Dec 08	9:34 AM, Dec 08		11:10 AM, Dec 08	10:53 AM, Dec 08	
travelocity	AA-971-MIA-SJO	Dec 08 - 9:25am	Dec 08 - 9:20am	D47	Dec 08 - 11:10am	Dec 08 - 11:10am	Not provided by airline
orbitz	AA-971-MIA-SJO	9:25aDec 8	9:20aDec 8	 D47	11:10aDec 8	11:10aDec 8	 -
weather	AA-971-MIA-SJO	2011-12-08 09:25 AM			2011-12-08 11:10 AM		
usatoday	AA-971-MIA-SJO	9:25 AM, Dec 08	9:34 AM, Dec 08		11:10 AM, Dec 08	10:53 AM, Dec 08	
mytripandmore	AA-971-MIA-SJO	9:25aDec 8	9:20aDec 8	 D47	11:10aDec 8	11:10aDec 8	 -
aa	AA-2459-DFW-LAX	December 8, 2011               04:45 PM    	December 8, 2011               04:46 PM    	 D22	December 8, 2011               06:10 PM    	December 8, 2011               05:57 PM    	 46B    
flightexplorer	AA-2459-DFW-LAX		12/8/2011 4:56PM CST			12/8/2011 5:51PM PST	
airtravelcenter	AA-2459-DFW-LAX		12/8/11 4:56 PM (-06:00)			12/8/11 5:51 PM (-08:00)	
myrateplan	AA-2459-DFW-LAX		12/8/11 4:56 PM (-06:00)			12/8/11 5:51 PM (-08:00)	
helloflight	AA-2459-DFW-LAX		12/8/11 4:56 PM (-06:00)			12/8/11 5:51 PM (-08:00)	
flytecomm	AA-2459-DFW-LAX		12/8/11 4:56 PM (-06:00)			12/8/11 5:51 PM (-08:00)	
flightaware	AA-2459-DFW-LAX	2011-12-08 04:45PM CST	2011-12-08 04:55PM CST	 D22 	2011-12-08 06:01PM PST	2011-12-08 05:51PM PST	 46B 
wunderground	AA-2459-DFW-LAX	2011-12-08 04:45PM CST	2011-12-08 04:55PM CST	 D22 	2011-12-08 06:01PM PST	2011-12-08 05:51PM PST	 46B 
flights	AA-2459-DFW-LAX		2011-12-08 04:46 PM	D22		2011-12-08 06:10 PM	46B
businesstravellogue	AA-2459-DFW-LAX		2011-12-08 04:46 PM	D22		2011-12-08 06:10 PM	46B
flylouisville	AA-2459-DFW-LAX		2011-12-08 04:46 PM	D22		2011-12-08 06:10 PM	46B
flightstats	AA-2459-DFW-LAX	2011-12-08 4:45 PM	2011-12-08 4:46 PM		2011-12-08 6:10 PM	2011-12-08 5:54 PM (runway)	
quicktrip	AA-2459-DFW-LAX	2011-12-08 4:45 PM	2011-12-08 4:46 PM		2011-12-08 6:10 PM	2011-12-08 5:54 PM (runway)	
flightview	AA-2459-DFW-LAX		4:56 PMDec 08			5:57 PMDec 08	
panynj	AA-2459-DFW-LAX		4:56 PMDec 08			5:57 PMDec 08	
gofox	AA-2459-DFW-LAX		4:56 PMDec 08			5:57 PMDec 08	
foxbusiness	AA-2459-DFW-LAX		4:56 PMDec 08			5:57 PMDec 08	
allegiantair	AA-2459-DFW-LAX		4:56 PMDec 08			5:57 PMDec 08	
boston	AA-2459-DFW-LAX		4:56 PMDec 08			5:53 PMDec 08	
orbitz	AA-2459-DFW-LAX	4:45pDec 8	4:46pDec 8	 D22	6:10pDec 8	5:57pDec 8	 46B
dfw	AA-2459-DFW-LAX	2011-12-08 4:45 pm		D22			
ifly	AA-2459-DFW-LAX	2011-12-08 4:45 PM	2011-12-08 4:46 PM		2011-12-08 6:10 PM	2011-12-08 5:54 PM (runway)	
usatoday	AA-2459-DFW-LAX		4:56 PMDec 08			5:53 PMDec 08	
mytripandmore	AA-2459-DFW-LAX	4:45pDec 8	4:46pDec 8	 D22	6:10pDec 8	5:57pDec 8	 46B
flightarrival	AA-2459-DFW-LAX		4:56 PMDec 08			5:53 PMDec 08	
CO	CO-4843-EWR-PHL	Thu., Dec.08, 2011 2:59 p.m.	Thu., Dec.08, 2011 2:59 p.m.		Thu., Dec.08, 2011 4:18 p.m.	Thu., Dec.08, 2011 4:18 p.m.	
airtravelcenter	CO-4843-EWR-PHL		12/8/11 3:18 PM (-05:00)			12/8/11 4:10 PM (-05:00)	
myrateplan	CO-4843-EWR-PHL		12/8/11 3:18 PM (-05:00)			12/8/11 4:10 PM (-05:00)	
helloflight	CO-4843-EWR-PHL		12/8/11 3:18 PM (-05:00)			12/8/11 4:10 PM (-05:00)	
flytecomm	CO-4843-EWR-PHL		12/8/11 3:18 PM (-05:00)			12/8/11 4:10 PM (-05:00)	
flightaware	CO-4843-EWR-PHL	2011-12-08 02:59PM EST	2011-12-08 04:25PM EST		2011-12-08 04:08PM EST	2011-12-08 05:34PM EST	
wunderground	CO-4843-EWR-PHL	2011-12-08 02:59PM EST	2011-12-08 04:25PM EST		2011-12-08 04:08PM EST	2011-12-08 05:34PM EST	
flights	CO-4843-EWR-PHL		2011-12-08 04:25 PM	85		2011-12-08 04:18 PM	D1
flights	CO-4843-EWR-PHL	2011-12-08 02:59 PM		85	2011-12-08 04:18 PM		D1
businesstravellogue	CO-4843-EWR-PHL		2011-12-08 04:25 PM	85		2011-12-08 04:18 PM	D1
businesstravellogue	CO-4843-EWR-PHL	2011-12-08 02:59 PM		85	2011-12-08 04:18 PM		D1
flylouisville	CO-4843-EWR-PHL		2011-12-08 04:25 PM	85		2011-12-08 04:18 PM	D1
flylouisville	CO-4843-EWR-PHL	2011-12-08 02:59 PM		85	2011-12-08 04:18 PM		D1
flightstats	CO-4843-EWR-PHL	2011-12-08 2:59 PM	2011-12-08 2:59 PM (Estimated)		2011-12-08 4:18 PM	2011-12-08 4:18 PM (Estimated)	
quicktrip	CO-4843-EWR-PHL	2011-12-08 2:59 PM	2011-12-08 2:59 PM (Estimated)		2011-12-08 4:18 PM	2011-12-08 4:18 PM (Estimated)	
flightview	CO-4843-EWR-PHL	4:35 PMDec 08			4:18 PMDec 08		
flightview	CO-4843-EWR-PHL	2:59 PMDec 08			4:18 PMDec 08		
panynj	CO-4843-EWR-PHL	4:35 PMDec 08			4:18 PMDec 08		
panynj	CO-4843-EWR-PHL	2:59 PMDec 08			4:18 PMDec 08		
gofox	CO-4843-EWR-PHL	4:35 PMDec 08			4:18 PMDec 08		
gofox	CO-4843-EWR-PHL	2:59 PMDec 08			4:18 PMDec 08		
foxbusiness	CO-4843-EWR-PHL	4:35 PMDec 08			4:18 PMDec 08		
foxbusiness	CO-4843-EWR-PHL	2:59 PMDec 08			4:18 PMDec 08		
allegiantair	CO-4843-EWR-PHL	4:35 PMDec 08			4:18 PMDec 08		
allegiantair	CO-4843-EWR-PHL	2:59 PMDec 08			4:18 PMDec 08		
boston	CO-4843-EWR-PHL	2:59 PMDec 08			3:27 PMDec 08		
boston	CO-4843-EWR-PHL	2:59 PMDec 08			3:27 PMDec 08		
orbitz	CO-4843-EWR-PHL	2:59pDec 8		 -	4:18pDec 8		 -
phl	CO-4843-EWR-PHL				2011-12-08 4:18 PM		D1
flightarrival	CO-4843-EWR-PHL	2:59 PMDec 08			3:27 PMDec 08		
ua	UA-6436-ORD-CMH	Thu, Dec 8 11:15 AM	Thu, Dec 8 11:10 AM	F6B	Thu, Dec 8 1:22 PM	Thu, Dec 8 1:15 PM	B30
flightexplorer	UA-6436-ORD-CMH		12/8/2011 11:28AM CST			12/8/2011 1:12PM EST	
airtravelcenter	UA-6436-ORD-CMH	12/8/11 11:15 AM (-06:00)			12/8/11 1:22 PM (-05:00)		
myrateplan	UA-6436-ORD-CMH	12/8/11 11:15 AM (-06:00)			12/8/11 1:22 PM (-05:00)		
helloflight	UA-6436-ORD-CMH	12/8/11 11:15 AM (-06:00)			12/8/11 1:22 PM (-05:00)		
flytecomm	UA-6436-ORD-CMH	12/8/11 11:15 AM (-06:00)			12/8/11 1:22 PM (-05:00)		
flightaware	UA-6436-ORD-CMH	2011-12-08 11:15AM CST	2011-12-08 11:28AM CST	 F6B 	2011-12-08 01:09PM EST	2011-12-08 01:12PM EST	 B30 
wunderground	UA-6436-ORD-CMH	2011-12-08 11:15AM CST	2011-12-08 11:28AM CST	 F6B 	2011-12-08 01:09PM EST	2011-12-08 01:12PM EST	 B30 
flights	UA-6436-ORD-CMH	11:15 AM  Thu 08-Dec-2011		F6B	01:22 PM  Thu 08-Dec-2011		B30
businesstravellogue	UA-6436-ORD-CMH	11:15 AM  Thu 08-Dec-2011		F6B	01:22 PM  Thu 08-Dec-2011		B30
flylouisville	UA-6436-ORD-CMH	11:15 AM  Thu 08-Dec-2011		F6B	01:22 PM  Thu 08-Dec-2011		B30
world-flight-tracker	UA-6436-ORD-CMH	2011-12-08 11:15 AM	2011-12-08 11:10 AM		2011-12-08 1:22 PM	2011-12-08 1:15 PM (Estimated)	
flightview	UA-6436-ORD-CMH	11:15 AM, Dec 08	11:28 AM, Dec 08		1:22 PM, Dec 08		
panynj	UA-6436-ORD-CMH	11:15 AM, Dec 08	11:28 AM, Dec 08		1:22 PM, Dec 08		
gofox	UA-6436-ORD-CMH	11:15 AM, Dec 08	11:28 AM, Dec 08		1:22 PM, Dec 08		
foxbusiness	UA-6436-ORD-CMH	11:15 AM, Dec 08	11:28 AM, Dec 08		1:22 PM, Dec 08		
allegiantair	UA-6436-ORD-CMH	11:15 AM, Dec 08	11:28 AM, Dec 08		1:22 PM, Dec 08		
boston	UA-6436-ORD-CMH	11:15 AM, Dec 08	11:28 AM, Dec 08		1:22 PM, Dec 08	1:12 PM, Dec 08&nbsp(Estimated)	
travelocity	UA-6436-ORD-CMH	Dec 08 - Not Available	Dec 08 - 11:27am	F6B	Dec 08 - Not Available	Dec 08 - 1:15pm*	B30
orbitz	UA-6436-ORD-CMH	11:15aDec 8	11:10aDec 8	 F6B	1:08pDec 8		 B30
weather	UA-6436-ORD-CMH	2011-12-08 11:15 AM			2011-12-08 01:22 PM		
mytripandmore	UA-6436-ORD-CMH	11:15aDec 8	11:10aDec 8	 F6B	1:08pDec 8		 B30
flightarrival	UA-6436-ORD-CMH	2011-12-08 11:15 AM			2011-12-08 01:22 PM		
aa	AA-2574-MIA-ATL	December 8, 2011               06:55 PM    	December 8, 2011               06:55 PM    	 D48	December 8, 2011               08:55 PM    	December 8, 2011               08:36 PM    	 T12    
airtravelcenter	AA-2574-MIA-ATL		12/8/11 7:04 PM (-05:00)			12/8/11 8:28 PM (-05:00)	
myrateplan	AA-2574-MIA-ATL		12/8/11 7:04 PM (-05:00)			12/8/11 8:28 PM (-05:00)	
helloflight	AA-2574-MIA-ATL		12/8/11 7:04 PM (-05:00)			12/8/11 8:28 PM (-05:00)	
flytecomm	AA-2574-MIA-ATL		12/8/11 7:04 PM (-05:00)			12/8/11 8:28 PM (-05:00)	
flightaware	AA-2574-MIA-ATL	2011-12-08 06:55PM EST	2011-12-08 07:05PM EST	 D48 	2011-12-08 08:21PM EST	2011-12-08 08:28PM EST	 T12 
wunderground	AA-2574-MIA-ATL	2011-12-08 06:55PM EST	2011-12-08 07:05PM EST	 D48 	2011-12-08 08:21PM EST	2011-12-08 08:28PM EST	 T12 
flights	AA-2574-MIA-ATL	06:55 PM  Thu 08-Dec-2011	06:55 PM  Thu 08-Dec-2011	D48	08:55 PM  Thu 08-Dec-2011	08:36 PM  Thu 08-Dec-2011	T12
businesstravellogue	AA-2574-MIA-ATL	06:55 PM  Thu 08-Dec-2011	06:55 PM  Thu 08-Dec-2011	D48	08:55 PM  Thu 08-Dec-2011	08:36 PM  Thu 08-Dec-2011	T12
flylouisville	AA-2574-MIA-ATL	06:55 PM  Thu 08-Dec-2011	06:55 PM  Thu 08-Dec-2011	D48	08:55 PM  Thu 08-Dec-2011	08:36 PM  Thu 08-Dec-2011	T12
flightstats	AA-2574-MIA-ATL	2011-12-08 6:55 PM	2011-12-08 6:55 PM		2011-12-08 8:55 PM	2011-12-08 8:36 PM	
quicktrip	AA-2574-MIA-ATL	2011-12-08 6:55 PM	2011-12-08 6:55 PM		2011-12-08 8:55 PM	2011-12-08 8:36 PM	
world-flight-tracker	AA-2574-MIA-ATL	2011-12-08 6:55 PM	2011-12-08 6:55 PM		2011-12-08 8:55 PM	2011-12-08 8:36 PM	
flightview	AA-2574-MIA-ATL	6:55 PM, Dec 08	7:05 PM, Dec 08	Terminal D - D48	8:55 PM, Dec 08	8:32 PM, Dec 08	T12
panynj	AA-2574-MIA-ATL	6:55 PM, Dec 08	7:05 PM, Dec 08	Terminal D - D48	8:55 PM, Dec 08	8:32 PM, Dec 08	T12
gofox	AA-2574-MIA-ATL	6:55 PM, Dec 08	7:05 PM, Dec 08		8:55 PM, Dec 08	8:32 PM, Dec 08	
foxbusiness	AA-2574-MIA-ATL	6:55 PM, Dec 08	7:05 PM, Dec 08	Terminal D - D48	8:55 PM, Dec 08	8:32 PM, Dec 08	T12
allegiantair	AA-2574-MIA-ATL	6:55 PM, Dec 08	7:05 PM, Dec 08	Terminal D - D48	8:55 PM, Dec 08	8:32 PM, Dec 08	T12
boston	AA-2574-MIA-ATL	6:55 PM, Dec 08	7:05 PM, Dec 08		8:55 PM, Dec 08	8:32 PM, Dec 08	
travelocity	AA-2574-MIA-ATL	Dec 08 - 6:55pm	Dec 08 - 6:55pm	D48	Dec 08 - 8:55pm	Dec 08 - 8:36pm	T12
orbitz	AA-2574-MIA-ATL	6:55pDec 8	6:55pDec 8	 D48	8:55pDec 8	8:36pDec 8	 T12
weather	AA-2574-MIA-ATL	2011-12-08 06:55 PM			2011-12-08 08:55 PM		
usatoday	AA-2574-MIA-ATL	2011-12-08 06:55 PM			2011-12-08 08:55 PM		
mytripandmore	AA-2574-MIA-ATL	6:55pDec 8	6:55pDec 8	 D48	8:55pDec 8	8:36pDec 8	 T12
flightwise	AA-2574-MIA-ATL	2011-12-08 06:55PM EST	2011-12-08 07:05PM EST	 D48 	2011-12-08 08:21PM EST	2011-12-08 08:28PM EST	 T12 
ua	UA-972-ORD-BRU	Thu, Dec 8 6:01 PM	Thu, Dec 8 6:09 PM            Delayed	C11	Fri, Dec 9 9:20 AM	Fri, Dec 9 9:20 AM	HOLD
airtravelcenter	UA-972-ORD-BRU		12/8/11 6:20 PM (-06:00)			12/9/11 8:41 AM (+01:00)	
myrateplan	UA-972-ORD-BRU		12/8/11 6:20 PM (-06:00)			12/9/11 8:41 AM (+01:00)	
helloflight	UA-972-ORD-BRU		12/8/11 6:20 PM (-06:00)			12/9/11 8:41 AM (+01:00)	
flytecomm	UA-972-ORD-BRU		12/8/11 6:20 PM (-06:00)			12/9/11 8:41 AM (+01:00)	
flights	UA-972-ORD-BRU		2011-12-08 06:09 PM	C11		2011-12-08 09:20 AM	
businesstravellogue	UA-972-ORD-BRU		2011-12-08 06:09 PM	C11		2011-12-08 09:20 AM	
flylouisville	UA-972-ORD-BRU		2011-12-08 06:09 PM	C11		2011-12-08 09:20 AM	
flightview	UA-972-ORD-BRU		6:09 PMDec 08			9:24 AMDec 09	
panynj	UA-972-ORD-BRU		6:09 PMDec 08			9:24 AMDec 09	
gofox	UA-972-ORD-BRU		6:09 PMDec 08			9:24 AMDec 09	
foxbusiness	UA-972-ORD-BRU		6:09 PMDec 08			9:24 AMDec 09	
allegiantair	UA-972-ORD-BRU		6:09 PMDec 08			9:24 AMDec 09	
boston	UA-972-ORD-BRU	6:57 PMDec 08			9:18 AMDec 09		
orbitz	UA-972-ORD-BRU	6:48pDec 8	6:56pDec 8	 C11	9:28aDec 8		 -
ord	UA-972-ORD-BRU	2011-12-08 12/7 6:01 PM		C20	2011-12-08 9:20 AM		B10
CO	CO-1260-MCO-EWR	Thu., Dec.08, 2011 11:50 a.m.	Thu., Dec.08, 2011 12:44 p.m.		Thu., Dec.08, 2011 2:27 p.m.	Thu., Dec.08, 2011 3:07 p.m.	
flightexplorer	CO-1260-MCO-EWR		12/8/2011 12:56PM EST			12/8/2011 2:58PM EST	
airtravelcenter	CO-1260-MCO-EWR	12/8/11 11:50 AM (-05:00)			12/8/11 2:27 PM (-05:00)		
myrateplan	CO-1260-MCO-EWR	12/8/11 11:50 AM (-05:00)			12/8/11 2:27 PM (-05:00)		
helloflight	CO-1260-MCO-EWR	12/8/11 11:50 AM (-05:00)			12/8/11 2:27 PM (-05:00)		
flytecomm	CO-1260-MCO-EWR	12/8/11 11:50 AM (-05:00)			12/8/11 2:27 PM (-05:00)		
flightaware	CO-1260-MCO-EWR	2011-12-08 11:50AM EST	2011-12-08 12:57PM EST	 35 	2011-12-08 01:58PM EST	2011-12-08 02:59PM EST	 C94 
wunderground	CO-1260-MCO-EWR	2011-12-08 11:50AM EST	2011-12-08 12:57PM EST	 35 	2011-12-08 01:58PM EST	2011-12-08 02:59PM EST	 C94 
flights	CO-1260-MCO-EWR	11:50 AM  Thu 08-Dec-2011	12:44 PM  Thu 08-Dec-2011	35	02:27 PM  Thu 08-Dec-2011	03:07 PM  Thu 08-Dec-2011	94
businesstravellogue	CO-1260-MCO-EWR	11:50 AM  Thu 08-Dec-2011	12:44 PM  Thu 08-Dec-2011	35	02:27 PM  Thu 08-Dec-2011	03:07 PM  Thu 08-Dec-2011	94
flylouisville	CO-1260-MCO-EWR	11:50 AM  Thu 08-Dec-2011	12:44 PM  Thu 08-Dec-2011	35	02:27 PM  Thu 08-Dec-2011	03:07 PM  Thu 08-Dec-2011	94
flightstats	CO-1260-MCO-EWR	2011-12-08 11:50 AM	2011-12-08 12:44 PM		2011-12-08 2:27 PM	2011-12-08 3:07 PM	
quicktrip	CO-1260-MCO-EWR	2011-12-08 11:50 AM	2011-12-08 12:44 PM		2011-12-08 2:27 PM	2011-12-08 3:07 PM	
world-flight-tracker	CO-1260-MCO-EWR	2011-12-08 11:50 AM	2011-12-08 12:44 PM		2011-12-08 2:27 PM	2011-12-08 3:07 PM	
flightview	CO-1260-MCO-EWR	11:50 AM, Dec 08	12:57 PM, Dec 08	Term B - 35	2:27 PM, Dec 08	3:07 PM, Dec 08	Term C - C94
panynj	CO-1260-MCO-EWR	11:50 AM, Dec 08	12:57 PM, Dec 08	Term B - 35	2:27 PM, Dec 08	3:07 PM, Dec 08	Term C - C94
gofox	CO-1260-MCO-EWR	11:50 AM, Dec 08	12:57 PM, Dec 08		2:27 PM, Dec 08	3:07 PM, Dec 08	
foxbusiness	CO-1260-MCO-EWR	11:50 AM, Dec 08	12:57 PM, Dec 08	Term B - 35	2:27 PM, Dec 08	3:07 PM, Dec 08	Term C - C94
allegiantair	CO-1260-MCO-EWR	11:50 AM, Dec 08	12:57 PM, Dec 08	Term B - 35	2:27 PM, Dec 08	3:07 PM, Dec 08	Term C - C94
boston	CO-1260-MCO-EWR	11:50 AM, Dec 08	12:57 PM, Dec 08		2:27 PM, Dec 08	2:59 PM, Dec 08	
travelocity	CO-1260-MCO-EWR	Dec 08 - 11:50am	Dec 08 - 12:44pm	35	Dec 08 - 2:27pm	Dec 08 - 3:07pm	C94
orbitz	CO-1260-MCO-EWR	11:50aDec 8	12:44pDec 8	 35	2:27pDec 8	3:07pDec 8	 C94
weather	CO-1260-MCO-EWR	2011-12-08 11:50 AM			2011-12-08 02:27 PM		
mco	CO-1260-MCO-EWR	2011-12-08 Thu  11:50		35?			
mytripandmore	CO-1260-MCO-EWR	11:50aDec 8	12:44pDec 8	 35	2:27pDec 8	3:07pDec 8	 C94
flightarrival	CO-1260-MCO-EWR	11:50 AM, Dec 08	12:57 PM, Dec 08		2:27 PM, Dec 08	2:59 PM, Dec 08	
ua	UA-1677-PHL-IAH	Thu, Dec 8 5:42 AM	Thu, Dec 8 5:37 AM	D3	Thu, Dec 8 8:25 AM	Thu, Dec 8 8:20 AM	E11
airtravelcenter	UA-1677-PHL-IAH	12/8/11 5:42 AM (-05:00)			12/8/11 8:25 AM (-06:00)		
myrateplan	UA-1677-PHL-IAH	12/8/11 5:42 AM (-05:00)			12/8/11 8:25 AM (-06:00)		
helloflight	UA-1677-PHL-IAH	12/8/11 5:42 AM (-05:00)			12/8/11 8:25 AM (-06:00)		
flytecomm	UA-1677-PHL-IAH	12/8/11 5:42 AM (-05:00)			12/8/11 8:25 AM (-06:00)		
flights	UA-1677-PHL-IAH		2011-12-08 05:37 AM	D3		2011-12-08 08:20 AM	11
businesstravellogue	UA-1677-PHL-IAH		2011-12-08 05:37 AM	D3		2011-12-08 08:20 AM	11
flylouisville	UA-1677-PHL-IAH		2011-12-08 05:37 AM	D3		2011-12-08 08:20 AM	11
flightstats	UA-1677-PHL-IAH	2011-12-08 5:42 AM	2011-12-08 5:37 AM		2011-12-08 8:25 AM	2011-12-08 8:20 AM	
quicktrip	UA-1677-PHL-IAH	2011-12-08 5:42 AM	2011-12-08 5:37 AM		2011-12-08 8:25 AM	2011-12-08 8:20 AM	
flightview	UA-1677-PHL-IAH		5:49 AMDec 08			8:20 AMDec 08	
panynj	UA-1677-PHL-IAH		5:49 AMDec 08			8:20 AMDec 08	
