aa	AA-1007-TPA-MIA	12/01/2011 01:55 PM	12/01/2011 02:07 PM	F78	12/01/2011 03:00 PM	12/01/2011 02:57 PM	D5
flightstats	CO-1616-IAH-ORD	2011-12-01 9:15 PM	2011-12-01 9:12 PM		2011-12-01 11:50 PM	2011-12-01 11:20 PM (runway)	
quicktrip	CO-1616-IAH-ORD	2011-12-01 9:15 PM	2011-12-01 9:12 PM		2011-12-01 11:50 PM	2011-12-01 11:20 PM (runway)	
world-flight-tracker	CO-1616-IAH-ORD	2011-12-01 9:15 PM	2011-12-01 9:12 PM		2011-12-01 11:50 PM	2011-12-01 11:20 PM (runway)	
flightview	CO-1616-IAH-ORD	9:15 PM, Dec 01	9:24 PM, Dec 01	Term C - C39	11:50 PM, Dec 01	11:20 PM, Dec 01	Term 1 - B4
panynj	CO-1616-IAH-ORD	9:15 PM, Dec 01	9:24 PM, Dec 01	Term C - C39	11:50 PM, Dec 01	11:20 PM, Dec 01	Term 1 - B4
gofox	CO-1616-IAH-ORD	9:15 PM, Dec 01	9:24 PM, Dec 01		11:50 PM, Dec 01	11:20 PM, Dec 01	
foxbusiness	CO-1616-IAH-ORD	9:15 PM, Dec 01	9:24 PM, Dec 01	Term C - C39	11:50 PM, Dec 01	11:20 PM, Dec 01	Term 1 - B4
allegiantair	CO-1616-IAH-ORD	9:15 PM, Dec 01	9:24 PM, Dec 01	Term C - C39	11:50 PM, Dec 01	11:20 PM, Dec 01	Term 1 - B4
boston	CO-1616-IAH-ORD	9:15 PM, Dec 01	9:24 PM, Dec 01		11:50 PM, Dec 01	11:20 PM, Dec 01	
travelocity	CO-1616-IAH-ORD	Dec 01 - 9:15pm	Dec 01 - 9:12pm	C-39	Dec 01 - 11:50pm	Dec 01 - 11:28pm	B4
orbitz	CO-1616-IAH-ORD	9:15pDec 1	9:12pDec 1	 39	11:24pDec 1		 B4
weather	CO-1616-IAH-ORD	2011-12-01 09:15 PM			2011-12-01 11:50 PM		
ord	CO-1616-IAH-ORD	2011-12-01 9:15 PM		39	2011-12-01 11:50 PM		B4
usatoday	CO-1616-IAH-ORD	2011-12-01 09:15 PM			2011-12-01 11:50 PM		
mytripandmore	CO-1616-IAH-ORD	Dec 01 - 9:15pm	Dec 01 - 9:12pm	C-39	Dec 01 - 11:50pm	Dec 01 - 11:28pm	B4
flightwise	CO-1616-IAH-ORD	2011-12-01 09:15PM CST	2011-12-01 09:24PM CST	 39 	2011-12-01 11:40PM CST	2011-12-01 11:22PM CST	 B4 
ua	UA-1649-FLL-IAH	Thu, Dec 1 6:10 AM	Thu, Dec 1 6:04 AM	C7	Thu, Dec 1 7:58 AM	Thu, Dec 1 7:42 AM	E21
flightexplorer	UA-1649-FLL-IAH		12/1/2011 6:14AM EST			12/1/2011 7:40AM CST	
airtravelcenter	UA-1649-FLL-IAH	12/1/11 6:10 AM (-05:00)			12/1/11 7:58 AM (-06:00)		
myrateplan	UA-1649-FLL-IAH	12/1/11 6:10 AM (-05:00)			12/1/11 7:58 AM (-06:00)		
helloflight	UA-1649-FLL-IAH	12/1/11 6:10 AM (-05:00)			12/1/11 7:58 AM (-06:00)		
flytecomm	UA-1649-FLL-IAH	12/1/11 6:10 AM (-05:00)			12/1/11 7:58 AM (-06:00)		
flightaware	UA-1649-FLL-IAH	2011-12-01 06:10AM EST	2011-12-01 06:15AM EST	 C7 	2011-12-01 07:48AM CST	2011-12-01 07:37AM CST	 E21 
wunderground	UA-1649-FLL-IAH	2011-12-01 06:10AM EST	2011-12-01 06:15AM EST	 C7 	2011-12-01 07:48AM CST	2011-12-01 07:37AM CST	 E21 
flights	UA-1649-FLL-IAH	06:10 AM  Thu 01-Dec-2011	06:04 AM  Thu 01-Dec-2011	C7	07:58 AM  Thu 01-Dec-2011	07:42 AM  Thu 01-Dec-2011	21
businesstravellogue	UA-1649-FLL-IAH	06:10 AM  Thu 01-Dec-2011	06:04 AM  Thu 01-Dec-2011	C7	07:58 AM  Thu 01-Dec-2011	07:42 AM  Thu 01-Dec-2011	21
flylouisville	UA-1649-FLL-IAH	06:10 AM  Thu 01-Dec-2011	06:04 AM  Thu 01-Dec-2011	C7	07:58 AM  Thu 01-Dec-2011	07:42 AM  Thu 01-Dec-2011	21
flightstats	UA-1649-FLL-IAH	2011-12-01 6:10 AM	2011-12-01 6:04 AM		2011-12-01 7:58 AM	2011-12-01 7:42 AM	
quicktrip	UA-1649-FLL-IAH	2011-12-01 6:10 AM	2011-12-01 6:04 AM		2011-12-01 7:58 AM	2011-12-01 7:42 AM	
world-flight-tracker	UA-1649-FLL-IAH	2011-12-01 6:10 AM	2011-12-01 6:04 AM		2011-12-01 7:58 AM	2011-12-01 7:42 AM	
flightview	UA-1649-FLL-IAH	6:10 AM, Dec 01	6:15 AM, Dec 01	Term 1 - C7	7:58 AM, Dec 01	7:42 AM, Dec 01	Term C - E21
panynj	UA-1649-FLL-IAH	6:10 AM, Dec 01	6:15 AM, Dec 01	Term 1 - C7	7:58 AM, Dec 01	7:42 AM, Dec 01	Term C - E21
gofox	UA-1649-FLL-IAH	6:10 AM, Dec 01	6:15 AM, Dec 01		7:58 AM, Dec 01	7:42 AM, Dec 01	
foxbusiness	UA-1649-FLL-IAH	6:10 AM, Dec 01	6:15 AM, Dec 01	Term 1 - C7	7:58 AM, Dec 01	7:42 AM, Dec 01	Term C - E21
allegiantair	UA-1649-FLL-IAH	6:10 AM, Dec 01	6:15 AM, Dec 01	Term 1 - C7	7:58 AM, Dec 01	7:42 AM, Dec 01	Term C - E21
boston	UA-1649-FLL-IAH	6:10 AM, Dec 01	6:15 AM, Dec 01		7:58 AM, Dec 01	7:39 AM, Dec 01	
travelocity	UA-1649-FLL-IAH	Dec 01 - 6:10am	Dec 01 - Contact Airline	Not provided by airline	Dec 01 - 7:58am	Dec 01 - Contact Airline	Not provided by airline
orbitz	UA-1649-FLL-IAH	6:10aDec 1	6:04aDec 1	 C7	7:58aDec 1	7:42aDec 1	 E21
weather	UA-1649-FLL-IAH	2011-12-01 06:10 AM	2011-12-01 06:15 AM		2011-12-01 07:58 AM	2011-12-01 07:37 AM	
ifly	UA-1649-FLL-IAH	2011-12-01 6:10 AM	2011-12-01 6:04 AM		2011-12-01 7:58 AM	2011-12-01 7:42 AM	
usatoday	UA-1649-FLL-IAH	2011-12-01 06:10 AM	2011-12-01 06:15 AM		2011-12-01 07:58 AM	2011-12-01 07:37 AM	
mytripandmore	UA-1649-FLL-IAH	6:10aDec 1	6:04aDec 1	 C7	7:58aDec 1	7:42aDec 1	 E21
ua	UA-288-CMH-ORD	Thu, Dec 1 10:24 AM		B28	Thu, Dec 1 10:54 AM		HOLD
airtravelcenter	UA-288-CMH-ORD		12/1/11 10:42 AM (-05:00)			12/1/11 12:18 PM (-06:00)	
myrateplan	UA-288-CMH-ORD		12/1/11 10:42 AM (-05:00)			12/1/11 12:18 PM (-06:00)	
helloflight	UA-288-CMH-ORD		12/1/11 10:42 AM (-05:00)			12/1/11 12:18 PM (-06:00)	
flytecomm	UA-288-CMH-ORD		12/1/11 10:42 AM (-05:00)			12/1/11 12:18 PM (-06:00)	
flights	UA-288-CMH-ORD		2011-12-01 10:24 AM	B28		2011-12-01 10:54 AM	B12
businesstravellogue	UA-288-CMH-ORD		2011-12-01 10:24 AM	B28		2011-12-01 10:54 AM	B12
flylouisville	UA-288-CMH-ORD		2011-12-01 10:24 AM	B28		2011-12-01 10:54 AM	B12
flightview	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
panynj	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
gofox	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
foxbusiness	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
allegiantair	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
boston	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
orbitz	UA-288-CMH-ORD	10:24aDec 1		 B28	9:46pDec 1		 HLD1
weather	UA-288-CMH-ORD	2011-12-01 10:24 AM			2011-12-01 10:54 AM		
ord	UA-288-CMH-ORD	2011-12-01 10:24 AM		B28	2011-12-01 10:54 AM		B12
usatoday	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
flightarrival	UA-288-CMH-ORD	10:24 AMDec 01			10:54 AMDec 01		
CO	CO-1410-LAX-IAH	Thu., Dec.01, 2011 6:40 a.m.	Thu., Dec.01, 2011 6:52 a.m.		Thu., Dec.01, 2011 11:53 a.m.	Thu., Dec.01, 2011 11:50 a.m.	
airtravelcenter	CO-1410-LAX-IAH	12/1/11 6:40 AM (-08:00)			12/1/11 11:53 AM (-06:00)		
myrateplan	CO-1410-LAX-IAH	12/1/11 6:40 AM (-08:00)			12/1/11 11:53 AM (-06:00)		
helloflight	CO-1410-LAX-IAH	12/1/11 6:40 AM (-08:00)			12/1/11 11:53 AM (-06:00)		
flytecomm	CO-1410-LAX-IAH	12/1/11 6:40 AM (-08:00)			12/1/11 11:53 AM (-06:00)		
flights	CO-1410-LAX-IAH		2011-12-01 06:52 AM	62		2011-12-01 11:50 AM	32
businesstravellogue	CO-1410-LAX-IAH		2011-12-01 06:52 AM	62		2011-12-01 11:50 AM	32
flylouisville	CO-1410-LAX-IAH		2011-12-01 06:52 AM	62		2011-12-01 11:50 AM	32
flightstats	CO-1410-LAX-IAH	2011-12-01 6:40 AM	2011-12-01 6:52 AM		2011-12-01 11:53 AM	2011-12-01 11:50 AM	
quicktrip	CO-1410-LAX-IAH	2011-12-01 6:40 AM	2011-12-01 6:52 AM		2011-12-01 11:53 AM	2011-12-01 11:50 AM	
flightview	CO-1410-LAX-IAH		7:06 AMDec 01			11:50 AMDec 01	
panynj	CO-1410-LAX-IAH		7:06 AMDec 01			11:50 AMDec 01	
gofox	CO-1410-LAX-IAH		7:06 AMDec 01			11:50 AMDec 01	
foxbusiness	CO-1410-LAX-IAH		7:06 AMDec 01			11:50 AMDec 01	
allegiantair	CO-1410-LAX-IAH		7:06 AMDec 01			11:50 AMDec 01	
boston	CO-1410-LAX-IAH		7:06 AMDec 01			11:43 AMDec 01	
orbitz	CO-1410-LAX-IAH	6:40aDec 1	6:52aDec 1	 62	11:53aDec 1	11:50aDec 1	 C-32
weather	CO-1410-LAX-IAH	2011-12-01 06:40 AM			2011-12-01 11:53 AM		
usatoday	CO-1410-LAX-IAH	2011-12-01 06:40 AM			2011-12-01 11:53 AM		
flightarrival	CO-1410-LAX-IAH	2011-12-01 06:40 AM			2011-12-01 11:53 AM		
CO	CO-1262-ORD-EWR	Thu., Dec.01, 2011 10:00 a.m.	Thu., Dec.01, 2011 10:01 a.m.		Thu., Dec.01, 2011 1:13 p.m.	Thu., Dec.01, 2011 1:04 p.m.	
flightexplorer	CO-1262-ORD-EWR		12/1/2011 10:14AM CST			12/1/2011 12:54PM EST	
airtravelcenter	CO-1262-ORD-EWR	12/1/11 10:00 AM (-06:00)			12/1/11 1:13 PM (-05:00)		
myrateplan	CO-1262-ORD-EWR	12/1/11 10:00 AM (-06:00)			12/1/11 1:13 PM (-05:00)		
helloflight	CO-1262-ORD-EWR	12/1/11 10:00 AM (-06:00)			12/1/11 1:13 PM (-05:00)		
flytecomm	CO-1262-ORD-EWR	12/1/11 10:00 AM (-06:00)			12/1/11 1:13 PM (-05:00)		
flightaware	CO-1262-ORD-EWR	2011-12-01 10:00AM CST	2011-12-01 10:14AM CST	 B4 	2011-12-01 12:42PM EST	2011-12-01 12:55PM EST	 137 
wunderground	CO-1262-ORD-EWR	2011-12-01 10:00AM CST	2011-12-01 10:14AM CST	 B4 	2011-12-01 12:42PM EST	2011-12-01 12:55PM EST	 137 
flights	CO-1262-ORD-EWR	10:00 AM  Thu 01-Dec-2011	10:01 AM  Thu 01-Dec-2011	B4	01:13 PM  Thu 01-Dec-2011	01:04 PM  Thu 01-Dec-2011	137
businesstravellogue	CO-1262-ORD-EWR	10:00 AM  Thu 01-Dec-2011	10:01 AM  Thu 01-Dec-2011	B4	01:13 PM  Thu 01-Dec-2011	01:04 PM  Thu 01-Dec-2011	137
flylouisville	CO-1262-ORD-EWR	10:00 AM  Thu 01-Dec-2011	10:01 AM  Thu 01-Dec-2011	B4	01:13 PM  Thu 01-Dec-2011	01:04 PM  Thu 01-Dec-2011	137
flightstats	CO-1262-ORD-EWR	2011-12-01 10:00 AM	2011-12-01 10:01 AM		2011-12-01 1:13 PM	2011-12-01 1:04 PM	
quicktrip	CO-1262-ORD-EWR	2011-12-01 10:00 AM	2011-12-01 10:01 AM		2011-12-01 1:13 PM	2011-12-01 1:04 PM	
world-flight-tracker	CO-1262-ORD-EWR	2011-12-01 10:00 AM	2011-12-01 10:01 AM		2011-12-01 1:13 PM	2011-12-01 1:04 PM	
flightview	CO-1262-ORD-EWR	10:00 AM, Dec 01	10:15 AM, Dec 01	Term 1 - B4	1:13 PM, Dec 01	1:04 PM, Dec 01	Term C - C137
panynj	CO-1262-ORD-EWR	10:00 AM, Dec 01	10:15 AM, Dec 01	Term 1 - B4	1:13 PM, Dec 01	1:04 PM, Dec 01	Term C - C137
gofox	CO-1262-ORD-EWR	10:00 AM, Dec 01	10:15 AM, Dec 01		1:13 PM, Dec 01	1:04 PM, Dec 01	
foxbusiness	CO-1262-ORD-EWR	10:00 AM, Dec 01	10:15 AM, Dec 01	Term 1 - B4	1:13 PM, Dec 01	1:04 PM, Dec 01	Term C - C137
allegiantair	CO-1262-ORD-EWR	10:00 AM, Dec 01	10:15 AM, Dec 01	Term 1 - B4	1:13 PM, Dec 01	1:04 PM, Dec 01	Term C - C137
boston	CO-1262-ORD-EWR	10:00 AM, Dec 01	10:15 AM, Dec 01		1:13 PM, Dec 01	12:56 PM, Dec 01	
travelocity	CO-1262-ORD-EWR	Dec 01 - 10:00am	Dec 01 - 10:01am	B4	Dec 01 - 1:13pm	Dec 01 - 1:04pm	C137
orbitz	CO-1262-ORD-EWR	10:00aDec 1	10:01aDec 1	 B4	1:13pDec 1	1:04pDec 1	 137
weather	CO-1262-ORD-EWR	2011-12-01 10:00 AM			2011-12-01 01:13 PM		
ord	CO-1262-ORD-EWR	2011-12-01 10:00 AM		B4	2011-12-01 1:13 PM		137
ifly	CO-1262-ORD-EWR	2011-12-01 10:00 AM	2011-12-01 10:01 AM		2011-12-01 1:13 PM	2011-12-01 1:04 PM	
usatoday	CO-1262-ORD-EWR	2011-12-01 10:00 AM			2011-12-01 01:13 PM		
mytripandmore	CO-1262-ORD-EWR	10:00aDec 1	10:01aDec 1	 B4	1:13pDec 1	1:04pDec 1	 137
flightwise	CO-1262-ORD-EWR	2011-12-01 10:00AM CST	2011-12-01 10:14AM CST	 B4 	2011-12-01 12:42PM EST	2011-12-01 12:55PM EST	 137 
flightarrival	CO-1262-ORD-EWR	10:00 AM, Dec 01	10:15 AM, Dec 01		1:13 PM, Dec 01	12:56 PM, Dec 01	
aa	AA-789-ORD-DEN	12/01/2011 01:05 PM	12/01/2011 01:19 PM	H11A	12/01/2011 02:35 PM	12/01/2011 03:13 PM	A49
flightexplorer	AA-789-ORD-DEN		12/1/2011 1:20PM CST			12/1/2011 2:49PM MST	
airtravelcenter	AA-789-ORD-DEN		12/1/11 1:20 PM (-06:00)			12/1/11 2:49 PM (-07:00)	
myrateplan	AA-789-ORD-DEN		12/1/11 1:20 PM (-06:00)			12/1/11 2:49 PM (-07:00)	
helloflight	AA-789-ORD-DEN		12/1/11 1:20 PM (-06:00)			12/1/11 2:49 PM (-07:00)	
flytecomm	AA-789-ORD-DEN		12/1/11 1:20 PM (-06:00)			12/1/11 2:49 PM (-07:00)	
flightaware	AA-789-ORD-DEN	2011-12-01 01:05PM CST	2011-12-01 01:19PM CST	 H11A 	2011-12-01 02:17PM MST	2011-12-01 02:49PM MST	 A49 
wunderground	AA-789-ORD-DEN	2011-12-01 01:05PM CST	2011-12-01 01:19PM CST	 H11A 	2011-12-01 02:17PM MST	2011-12-01 02:49PM MST	 A49 
flights	AA-789-ORD-DEN	01:05 PM  Thu 01-Dec-2011	01:19 PM  Thu 01-Dec-2011	H11A	02:35 PM  Thu 01-Dec-2011	03:13 PM  Thu 01-Dec-2011	A49
businesstravellogue	AA-789-ORD-DEN	01:05 PM  Thu 01-Dec-2011	01:19 PM  Thu 01-Dec-2011	H11A	02:35 PM  Thu 01-Dec-2011	03:13 PM  Thu 01-Dec-2011	A49
flylouisville	AA-789-ORD-DEN	01:05 PM  Thu 01-Dec-2011	01:19 PM  Thu 01-Dec-2011	H11A	02:35 PM  Thu 01-Dec-2011	03:13 PM  Thu 01-Dec-2011	A49
flightstats	AA-789-ORD-DEN	2011-12-01 1:05 PM	2011-12-01 1:19 PM		2011-12-01 2:35 PM	2011-12-01 3:13 PM	
quicktrip	AA-789-ORD-DEN	2011-12-01 1:05 PM	2011-12-01 1:19 PM		2011-12-01 2:35 PM	2011-12-01 3:13 PM	
world-flight-tracker	AA-789-ORD-DEN	2011-12-01 1:05 PM	2011-12-01 1:19 PM		2011-12-01 2:35 PM	2011-12-01 3:13 PM	
flightview	AA-789-ORD-DEN	1:05 PM, Dec 01	1:20 PM, Dec 01	H11A	2:35 PM, Dec 01	3:01 PM, Dec 01	A49
panynj	AA-789-ORD-DEN	1:05 PM, Dec 01	1:20 PM, Dec 01	H11A	2:35 PM, Dec 01	3:01 PM, Dec 01	A49
gofox	AA-789-ORD-DEN	1:05 PM, Dec 01	1:20 PM, Dec 01		2:35 PM, Dec 01	3:01 PM, Dec 01	
foxbusiness	AA-789-ORD-DEN	1:05 PM, Dec 01	1:20 PM, Dec 01	H11A	2:35 PM, Dec 01	3:01 PM, Dec 01	A49
allegiantair	AA-789-ORD-DEN	1:05 PM, Dec 01	1:20 PM, Dec 01	H11A	2:35 PM, Dec 01	3:01 PM, Dec 01	A49
boston	AA-789-ORD-DEN	1:05 PM, Dec 01	1:20 PM, Dec 01		2:35 PM, Dec 01	3:01 PM, Dec 01	
travelocity	AA-789-ORD-DEN	Dec 01 - 1:05pm	Dec 01 - 1:06pm	H11A/T3	Dec 01 - 2:35pm	Dec 01 - 3:13pm	A49
orbitz	AA-789-ORD-DEN	1:05pDec 1	1:06pDec 1	 H11A	2:35pDec 1	3:13pDec 1	 A49
weather	AA-789-ORD-DEN	2011-12-01 01:05 PM	2011-12-01 01:20 PM		2011-12-01 02:35 PM	2011-12-01 02:49 PM	
den	AA-789-ORD-DEN				2011-12-01 2:35 PM		A49
ord	AA-789-ORD-DEN	2011-12-01 1:05 PM		H11A	2011-12-01 2:35 PM		A49
ifly	AA-789-ORD-DEN	2011-12-01 1:05 PM	2011-12-01 1:19 PM		2011-12-01 2:35 PM	2011-12-01 3:13 PM	
usatoday	AA-789-ORD-DEN	2011-12-01 1:05 PM	2011-12-01 1:19 PM		2011-12-01 2:35 PM	2011-12-01 3:13 PM	
flightwise	AA-789-ORD-DEN	2011-12-01 01:05PM CST	2011-12-01 01:19PM CST	 H11A 	2011-12-01 02:17PM MST	2011-12-01 02:49PM MST	 A49 
ua	UA-3540-DEN-MSP	Thu, Dec 1 1:23 PM	Thu, Dec 1 1:41 PM	B52	Thu, Dec 1 4:27 PM	Thu, Dec 1 4:51 PM	E8
airtravelcenter	UA-3540-DEN-MSP	12/1/11 1:23 PM (-07:00)			12/1/11 4:27 PM (-06:00)		
myrateplan	UA-3540-DEN-MSP	12/1/11 1:23 PM (-07:00)			12/1/11 4:27 PM (-06:00)		
helloflight	UA-3540-DEN-MSP	12/1/11 1:23 PM (-07:00)			12/1/11 4:27 PM (-06:00)		
flytecomm	UA-3540-DEN-MSP	12/1/11 1:23 PM (-07:00)			12/1/11 4:27 PM (-06:00)		
flights	UA-3540-DEN-MSP		2011-12-01 01:41 PM	B52		2011-12-01 04:51 PM	E8
businesstravellogue	UA-3540-DEN-MSP		2011-12-01 01:41 PM	B52		2011-12-01 04:51 PM	E8
flylouisville	UA-3540-DEN-MSP		2011-12-01 01:41 PM	B52		2011-12-01 04:51 PM	E8
flightview	UA-3540-DEN-MSP		2:24 PMDec 01			4:51 PMDec 01	
panynj	UA-3540-DEN-MSP		2:24 PMDec 01			4:51 PMDec 01	
gofox	UA-3540-DEN-MSP		2:24 PMDec 01			4:51 PMDec 01	
foxbusiness	UA-3540-DEN-MSP		2:24 PMDec 01			4:51 PMDec 01	
allegiantair	UA-3540-DEN-MSP		2:24 PMDec 01			4:51 PMDec 01	
boston	UA-3540-DEN-MSP		2:24 PMDec 01			4:49 PMDec 01	
orbitz	UA-3540-DEN-MSP	1:23pDec 1	1:41pDec 1	 B52	4:27pDec 1	4:51pDec 1	 E8
weather	UA-3540-DEN-MSP	2011-12-01 01:23 PM			2011-12-01 04:27 PM		
den	UA-3540-DEN-MSP	2011-12-01 1:23 PM		B52			
aa	AA-3545-MIA-MEM	12/01/2011 11:25 AM	12/01/2011 11:37 AM	D60	12/01/2011 01:05 PM	12/01/2011 12:48 PM	C12A
flightexplorer	AA-3545-MIA-MEM		12/1/2011 11:38AM EST			12/1/2011 12:47PM CST	
airtravelcenter	AA-3545-MIA-MEM		12/1/11 11:38 AM (-05:00)			12/1/11 12:47 PM (-06:00)	
myrateplan	AA-3545-MIA-MEM		12/1/11 11:38 AM (-05:00)			12/1/11 12:47 PM (-06:00)	
helloflight	AA-3545-MIA-MEM		12/1/11 11:38 AM (-05:00)			12/1/11 12:47 PM (-06:00)	
flytecomm	AA-3545-MIA-MEM		12/1/11 11:38 AM (-05:00)			12/1/11 12:47 PM (-06:00)	
flightaware	AA-3545-MIA-MEM	2011-12-01 11:25AM EST	2011-12-01 11:38AM EST	 D60 	2011-12-01 12:55PM CST	2011-12-01 12:38PM CST	 C12A 
wunderground	AA-3545-MIA-MEM	2011-12-01 11:25AM EST	2011-12-01 11:38AM EST	 D60 	2011-12-01 12:55PM CST	2011-12-01 12:38PM CST	 C12A 
flights	AA-3545-MIA-MEM	11:25 AM  Thu 01-Dec-2011	11:37 AM  Thu 01-Dec-2011	D60	01:05 PM  Thu 01-Dec-2011	12:48 PM  Thu 01-Dec-2011	C12A
businesstravellogue	AA-3545-MIA-MEM	11:25 AM  Thu 01-Dec-2011	11:37 AM  Thu 01-Dec-2011	D60	01:05 PM  Thu 01-Dec-2011	12:48 PM  Thu 01-Dec-2011	C12A
flylouisville	AA-3545-MIA-MEM	11:25 AM  Thu 01-Dec-2011	11:37 AM  Thu 01-Dec-2011	D60	01:05 PM  Thu 01-Dec-2011	12:48 PM  Thu 01-Dec-2011	C12A
flightstats	AA-3545-MIA-MEM	2011-12-01 11:25 AM	2011-12-01 11:37 AM		2011-12-01 1:05 PM	2011-12-01 12:48 PM	
quicktrip	AA-3545-MIA-MEM	2011-12-01 11:25 AM	2011-12-01 11:37 AM		2011-12-01 1:05 PM	2011-12-01 12:48 PM	
world-flight-tracker	AA-3545-MIA-MEM	2011-12-01 11:25 AM	2011-12-01 11:37 AM		2011-12-01 1:05 PM	2011-12-01 12:48 PM	
flightview	AA-3545-MIA-MEM	11:25 AM, Dec 01	11:38 AM, Dec 01		1:05 PM, Dec 01	12:45 PM, Dec 01	
panynj	AA-3545-MIA-MEM	11:25 AM, Dec 01	11:38 AM, Dec 01		1:05 PM, Dec 01	12:45 PM, Dec 01	
gofox	AA-3545-MIA-MEM	11:25 AM, Dec 01	11:38 AM, Dec 01		1:05 PM, Dec 01	12:45 PM, Dec 01	
foxbusiness	AA-3545-MIA-MEM	11:25 AM, Dec 01	11:38 AM, Dec 01		1:05 PM, Dec 01	12:45 PM, Dec 01	
allegiantair	AA-3545-MIA-MEM	11:25 AM, Dec 01	11:38 AM, Dec 01		1:05 PM, Dec 01	12:45 PM, Dec 01	
boston	AA-3545-MIA-MEM	11:25 AM, Dec 01	11:38 AM, Dec 01		1:05 PM, Dec 01	12:45 PM, Dec 01	
travelocity	AA-3545-MIA-MEM	Dec 01 - 11:25am	Dec 01 - 11:17am	D60	Dec 01 - 1:05pm	Dec 01 - 12:48pm	C12A
orbitz	AA-3545-MIA-MEM	11:25aDec 1	11:17aDec 1	 D60	1:05pDec 1	12:48pDec 1	 C12A
weather	AA-3545-MIA-MEM	2011-12-01 11:25 AM			2011-12-01 01:05 PM		
ifly	AA-3545-MIA-MEM	2011-12-01 11:25 AM	2011-12-01 11:37 AM		2011-12-01 1:05 PM	2011-12-01 12:48 PM	
usatoday	AA-3545-MIA-MEM	11:25 AM, Dec 01	11:38 AM, Dec 01		1:05 PM, Dec 01	12:45 PM, Dec 01	
flightarrival	AA-3545-MIA-MEM	2011-12-01 11:25 AM			2011-12-01 01:05 PM		
aa	AA-706-DEN-ORD	12/01/2011 03:40 PM	12/01/2011 04:34 PM	A49	12/01/2011 07:15 PM	12/01/2011 07:32 PM	H14
flightexplorer	AA-706-DEN-ORD		12/1/2011 4:35PM MST			12/1/2011 7:22PM CST	
airtravelcenter	AA-706-DEN-ORD		12/1/11 4:35 PM (-07:00)			12/1/11 7:22 PM (-06:00)	
myrateplan	AA-706-DEN-ORD		12/1/11 4:35 PM (-07:00)			12/1/11 7:22 PM (-06:00)	
helloflight	AA-706-DEN-ORD		12/1/11 4:35 PM (-07:00)			12/1/11 7:22 PM (-06:00)	
flytecomm	AA-706-DEN-ORD		12/1/11 4:35 PM (-07:00)			12/1/11 7:22 PM (-06:00)	
flightaware	AA-706-DEN-ORD	2011-12-01 03:40PM MST	2011-12-01 04:34PM MST	 A49 	2011-12-01 06:30PM CST	2011-12-01 07:22PM CST	 H14 
wunderground	AA-706-DEN-ORD	2011-12-01 03:40PM MST	2011-12-01 04:34PM MST	 A49 	2011-12-01 06:30PM CST	2011-12-01 07:22PM CST	 H14 
flights	AA-706-DEN-ORD	03:40 PM  Thu 01-Dec-2011	04:34 PM  Thu 01-Dec-2011	A49	07:15 PM  Thu 01-Dec-2011	07:32 PM  Thu 01-Dec-2011	H14
businesstravellogue	AA-706-DEN-ORD	03:40 PM  Thu 01-Dec-2011	04:34 PM  Thu 01-Dec-2011	A49	07:15 PM  Thu 01-Dec-2011	07:32 PM  Thu 01-Dec-2011	H14
flylouisville	AA-706-DEN-ORD	03:40 PM  Thu 01-Dec-2011	04:34 PM  Thu 01-Dec-2011	A49	07:15 PM  Thu 01-Dec-2011	07:32 PM  Thu 01-Dec-2011	H14
flightstats	AA-706-DEN-ORD	2011-12-01 3:40 PM	2011-12-01 4:34 PM		2011-12-01 7:15 PM	2011-12-01 7:32 PM	
quicktrip	AA-706-DEN-ORD	2011-12-01 3:40 PM	2011-12-01 4:34 PM		2011-12-01 7:15 PM	2011-12-01 7:32 PM	
world-flight-tracker	AA-706-DEN-ORD	2011-12-01 3:40 PM	2011-12-01 4:34 PM		2011-12-01 7:15 PM	2011-12-01 7:32 PM	
flightview	AA-706-DEN-ORD	3:40 PM, Dec 01	4:35 PM, Dec 01	A49	7:15 PM, Dec 01	7:20 PM, Dec 01	H14
panynj	AA-706-DEN-ORD	3:40 PM, Dec 01	4:35 PM, Dec 01	A49	7:15 PM, Dec 01	7:20 PM, Dec 01	H14
gofox	AA-706-DEN-ORD	3:40 PM, Dec 01	4:35 PM, Dec 01		7:15 PM, Dec 01	7:20 PM, Dec 01	
foxbusiness	AA-706-DEN-ORD	3:40 PM, Dec 01	4:35 PM, Dec 01	A49	7:15 PM, Dec 01	7:20 PM, Dec 01	H14
allegiantair	AA-706-DEN-ORD	3:40 PM, Dec 01	4:35 PM, Dec 01	A49	7:15 PM, Dec 01	7:20 PM, Dec 01	H14
boston	AA-706-DEN-ORD	3:40 PM, Dec 01	4:35 PM, Dec 01		7:15 PM, Dec 01	7:20 PM, Dec 01	
