aa	AA-1007-TPA-MIA	December 9, 2011               01:55 PM    	December 9, 2011               01:57 PM    	 F78	December 9, 2011               03:00 PM    	December 9, 2011               02:57 PM    	 D47    
weather	AA-3836-ORD-PHL	2011-12-09 08:30 AM			2011-12-09 11:25 AM		
ord	AA-3836-ORD-PHL	2011-12-09 12/8 8:30 AM		G5	2011-12-09 12/8 11:25 AM		7
phl	AA-3836-ORD-PHL				2011-12-09 11:25 AM		A7
mytripandmore	AA-3836-ORD-PHL	8:30aDec 9	8:25aDec 9	 G5	11:25aDec 9	11:26aDec 9	 A7
flightarrival	AA-3836-ORD-PHL	8:30 AM, Dec 09	8:46 AM, Dec 09		11:25 AM, Dec 09	11:18 AM, Dec 09	
aa	AA-402-DFW-CLT	December 9, 2011               01:45 PM    	December 9, 2011               01:44 PM    	 A28	December 9, 2011               05:00 PM    	December 9, 2011               04:53 PM    	 A9    
airtravelcenter	AA-402-DFW-CLT		12/9/11 1:55 PM (-06:00)			12/9/11 4:47 PM (-05:00)	
myrateplan	AA-402-DFW-CLT		12/9/11 1:55 PM (-06:00)			12/9/11 4:47 PM (-05:00)	
helloflight	AA-402-DFW-CLT		12/9/11 1:55 PM (-06:00)			12/9/11 4:47 PM (-05:00)	
flytecomm	AA-402-DFW-CLT		12/9/11 1:55 PM (-06:00)			12/9/11 4:47 PM (-05:00)	
flightaware	AA-402-DFW-CLT	2011-12-09 01:45PM CST	2011-12-09 01:57PM CST	 A28 	2011-12-09 04:52PM EST	2011-12-09 04:44PM EST	 A9 
wunderground	AA-402-DFW-CLT	2011-12-09 01:45PM CST	2011-12-09 01:57PM CST	 A28 	2011-12-09 04:52PM EST	2011-12-09 04:44PM EST	 A9 
flights	AA-402-DFW-CLT		2011-12-09 01:45 PM	A28		2011-12-09 05:00 PM	A9
businesstravellogue	AA-402-DFW-CLT		2011-12-09 01:45 PM	A28		2011-12-09 05:00 PM	A9
flylouisville	AA-402-DFW-CLT		2011-12-09 01:45 PM	A28		2011-12-09 05:00 PM	A9
flightstats	AA-402-DFW-CLT	2011-12-09 1:45 PM	2011-12-09 1:56 PM (runway)		2011-12-09 5:00 PM	2011-12-09 4:46 PM (runway)	
quicktrip	AA-402-DFW-CLT	2011-12-09 1:45 PM	2011-12-09 1:56 PM (runway)		2011-12-09 5:00 PM	2011-12-09 4:46 PM (runway)	
flightview	AA-402-DFW-CLT		1:56 PMDec 09			4:46 PMDec 09	
panynj	AA-402-DFW-CLT		1:56 PMDec 09			4:46 PMDec 09	
gofox	AA-402-DFW-CLT		1:56 PMDec 09			4:46 PMDec 09	
foxbusiness	AA-402-DFW-CLT		1:56 PMDec 09			4:46 PMDec 09	
allegiantair	AA-402-DFW-CLT		1:56 PMDec 09			4:46 PMDec 09	
boston	AA-402-DFW-CLT		1:56 PMDec 09			4:46 PMDec 09	
orbitz	AA-402-DFW-CLT	1:45pDec 9	1:44pDec 9	 A28	5:00pDec 9	4:53pDec 9	 A9
dfw	AA-402-DFW-CLT	2011-12-09 1:45 pm		A28			
flightwise	AA-402-DFW-CLT	2011-12-09 01:45PM CST	2011-12-09 01:57PM CST	 A28 	2011-12-09 04:52PM EST	2011-12-09 04:44PM EST	 A9 
flightarrival	AA-402-DFW-CLT		1:56 PMDec 09			4:46 PMDec 09	
CO	CO-1120-EWR-IAH	Fri., Dec.09, 2011 12:00 p.m.	Fri., Dec.09, 2011 11:59 a.m.		Fri., Dec.09, 2011 3:04 p.m.	Fri., Dec.09, 2011 3:05 p.m.	
flightexplorer	CO-1120-EWR-IAH		12/9/2011 12:10PM EST			12/9/2011 2:58PM CST	
airtravelcenter	CO-1120-EWR-IAH	12/9/11 12:00 PM (-05:00)			12/9/11 3:04 PM (-06:00)		
myrateplan	CO-1120-EWR-IAH	12/9/11 12:00 PM (-05:00)			12/9/11 3:04 PM (-06:00)		
helloflight	CO-1120-EWR-IAH	12/9/11 12:00 PM (-05:00)			12/9/11 3:04 PM (-06:00)		
flytecomm	CO-1120-EWR-IAH	12/9/11 12:00 PM (-05:00)			12/9/11 3:04 PM (-06:00)		
flightaware	CO-1120-EWR-IAH	2011-12-09 12:00PM EST	2011-12-09 12:11PM EST	 103 	2011-12-09 02:54PM CST	2011-12-09 02:55PM CST	 43 
wunderground	CO-1120-EWR-IAH	2011-12-09 12:00PM EST	2011-12-09 12:11PM EST	 103 	2011-12-09 02:54PM CST	2011-12-09 02:55PM CST	 43 
flights	CO-1120-EWR-IAH	12:00 PM  Fri 09-Dec-2011	11:59 AM  Fri 09-Dec-2011	103	03:04 PM  Fri 09-Dec-2011	03:05 PM  Fri 09-Dec-2011	35
businesstravellogue	CO-1120-EWR-IAH	12:00 PM  Fri 09-Dec-2011	11:59 AM  Fri 09-Dec-2011	103	03:04 PM  Fri 09-Dec-2011	03:05 PM  Fri 09-Dec-2011	35
flylouisville	CO-1120-EWR-IAH	12:00 PM  Fri 09-Dec-2011	11:59 AM  Fri 09-Dec-2011	103	03:04 PM  Fri 09-Dec-2011	03:05 PM  Fri 09-Dec-2011	35
flightstats	CO-1120-EWR-IAH	2011-12-09 12:00 PM	2011-12-09 11:59 AM		2011-12-09 3:04 PM	2011-12-09 3:05 PM	
quicktrip	CO-1120-EWR-IAH	2011-12-09 12:00 PM	2011-12-09 11:59 AM		2011-12-09 3:04 PM	2011-12-09 3:05 PM	
world-flight-tracker	CO-1120-EWR-IAH	2011-12-09 12:00 PM	2011-12-09 11:59 AM		2011-12-09 3:04 PM	2011-12-09 3:05 PM	
flightview	CO-1120-EWR-IAH	12:00 PM, Dec 09	12:11 PM, Dec 09	Term C - C103	3:04 PM, Dec 09	3:05 PM, Dec 09	Term C - C35
panynj	CO-1120-EWR-IAH	12:00 PM, Dec 09	12:11 PM, Dec 09	Term C - C103	3:04 PM, Dec 09	3:05 PM, Dec 09	Term C - C35
gofox	CO-1120-EWR-IAH	12:00 PM, Dec 09	12:11 PM, Dec 09		3:04 PM, Dec 09	3:05 PM, Dec 09	
foxbusiness	CO-1120-EWR-IAH	12:00 PM, Dec 09	12:11 PM, Dec 09	Term C - C103	3:04 PM, Dec 09	3:05 PM, Dec 09	Term C - C35
allegiantair	CO-1120-EWR-IAH	12:00 PM, Dec 09	12:11 PM, Dec 09	Term C - C103	3:04 PM, Dec 09	3:05 PM, Dec 09	Term C - C35
boston	CO-1120-EWR-IAH	12:00 PM, Dec 09	12:11 PM, Dec 09		3:04 PM, Dec 09	2:56 PM, Dec 09	
travelocity	CO-1120-EWR-IAH	Dec 09 - 12:00noon	Dec 09 - 11:59am	C103	Dec 09 - 3:04pm	Dec 09 - 3:05pm	C-35
orbitz	CO-1120-EWR-IAH	12:00pDec 9	11:59aDec 9	 C103	3:04pDec 9	3:05pDec 9	 C-35
weather	CO-1120-EWR-IAH	2011-12-09 12:00 PM			2011-12-09 03:04 PM		
mytripandmore	CO-1120-EWR-IAH	12:00pDec 9	11:59aDec 9	 C103	3:04pDec 9	3:05pDec 9	 C-35
flightwise	CO-1120-EWR-IAH	2011-12-09 12:00PM EST	2011-12-09 12:11PM EST	 103 	2011-12-09 02:54PM CST	2011-12-09 02:55PM CST	 43 
CO	CO-1202-IAH-BOS	Fri., Dec.09, 2011 3:50 p.m.	Fri., Dec.09, 2011 4:52 p.m.		Fri., Dec.09, 2011 8:34 p.m.	Fri., Dec.09, 2011 9:14 p.m.	
flightexplorer	CO-1202-IAH-BOS	12/9/2011 4:04PM CST			12/9/2011 8:00PM EST		
airtravelcenter	CO-1202-IAH-BOS	12/9/11 3:50 PM (-06:00)			12/9/11 8:34 PM (-05:00)		
myrateplan	CO-1202-IAH-BOS	12/9/11 3:50 PM (-06:00)			12/9/11 8:34 PM (-05:00)		
helloflight	CO-1202-IAH-BOS	12/9/11 3:50 PM (-06:00)			12/9/11 8:34 PM (-05:00)		
flytecomm	CO-1202-IAH-BOS	12/9/11 3:50 PM (-06:00)			12/9/11 8:34 PM (-05:00)		
flightaware	CO-1202-IAH-BOS	2011-12-09 03:50PM CST	2011-12-09 04:04PM CST	 31 	2011-12-09 07:46PM EST	2011-12-09 08:00PM EST	
wunderground	CO-1202-IAH-BOS	2011-12-09 03:50PM CST	2011-12-09 04:04PM CST	 31 	2011-12-09 07:46PM EST	2011-12-09 08:00PM EST	
flights	CO-1202-IAH-BOS	03:50 PM  Fri 09-Dec-2011		30	08:34 PM  Fri 09-Dec-2011		A6
businesstravellogue	CO-1202-IAH-BOS	03:50 PM  Fri 09-Dec-2011		30	08:34 PM  Fri 09-Dec-2011		A6
flylouisville	CO-1202-IAH-BOS	03:50 PM  Fri 09-Dec-2011		30	08:34 PM  Fri 09-Dec-2011		A6
flightstats	CO-1202-IAH-BOS	2011-12-09 3:50 PM	2011-12-09 4:52 PM (Estimated)		2011-12-09 8:34 PM	2011-12-09 9:14 PM (Estimated)	
quicktrip	CO-1202-IAH-BOS	2011-12-09 3:50 PM	2011-12-09 4:52 PM (Estimated)		2011-12-09 8:34 PM	2011-12-09 9:14 PM (Estimated)	
world-flight-tracker	CO-1202-IAH-BOS	2011-12-09 3:50 PM	2011-12-09 4:52 PM (Estimated)		2011-12-09 8:34 PM	2011-12-09 9:14 PM (Estimated)	
flightview	CO-1202-IAH-BOS	3:50 PM, Dec 09		Term C - C30	8:34 PM, Dec 09		Term A - A6
panynj	CO-1202-IAH-BOS	3:50 PM, Dec 09		Term C - C30	8:34 PM, Dec 09		Term A - A6
gofox	CO-1202-IAH-BOS	3:50 PM, Dec 09			8:34 PM, Dec 09		
foxbusiness	CO-1202-IAH-BOS	3:50 PM, Dec 09		Term C - C30	8:34 PM, Dec 09		Term A - A6
allegiantair	CO-1202-IAH-BOS	3:50 PM, Dec 09		Term C - C30	8:34 PM, Dec 09		Term A - A6
boston	CO-1202-IAH-BOS	3:50 PM, Dec 09	3:50 PM, Dec 09&nbsp(Estimated)		8:34 PM, Dec 09	7:41 PM, Dec 09&nbsp(Estimated)	
travelocity	CO-1202-IAH-BOS	Dec 09 - 3:50pm	Dec 09 - 4:52pm*	C-30	Dec 09 - 8:34pm	Dec 09 - 9:14pm*	A6
orbitz	CO-1202-IAH-BOS	3:50pDec 9		 C-30	8:34pDec 9		 A6
weather	CO-1202-IAH-BOS	2011-12-09 03:50 PM			2011-12-09 08:34 PM		
usatoday	CO-1202-IAH-BOS	2011-12-09 3:50 PM	2011-12-09 4:52 PM (Estimated)		2011-12-09 8:34 PM	2011-12-09 9:14 PM (Estimated)	
mytripandmore	CO-1202-IAH-BOS	3:50pDec 9		 C-30	8:34pDec 9		 A6
flightarrival	CO-1202-IAH-BOS	3:50 PM, Dec 09	3:50 PM, Dec 09&nbsp(Estimated)		8:34 PM, Dec 09	7:41 PM, Dec 09&nbsp(Estimated)	
ua	UA-482-SFO-DEN	Fri, Dec 9 6:15 PM	Fri, Dec 9 6:07 PM	75	Fri, Dec 9 9:35 PM	Fri, Dec 9 9:41 PM	B49
airtravelcenter	UA-482-SFO-DEN		12/9/11 6:26 PM (-08:00)			12/9/11 9:30 PM (-07:00)	
myrateplan	UA-482-SFO-DEN		12/9/11 6:26 PM (-08:00)			12/9/11 9:30 PM (-07:00)	
helloflight	UA-482-SFO-DEN		12/9/11 6:26 PM (-08:00)			12/9/11 9:30 PM (-07:00)	
flytecomm	UA-482-SFO-DEN		12/9/11 6:26 PM (-08:00)			12/9/11 9:30 PM (-07:00)	
flightaware	UA-482-SFO-DEN	2011-12-09 06:15PM PST	2011-12-09 06:26PM PST	 75 	2011-12-09 09:34PM MST	2011-12-09 09:36PM MST	 B49 
wunderground	UA-482-SFO-DEN	2011-12-09 06:15PM PST	2011-12-09 06:26PM PST	 75 	2011-12-09 09:34PM MST	2011-12-09 09:36PM MST	 B49 
flights	UA-482-SFO-DEN	06:15 PM  Fri 09-Dec-2011	06:07 PM  Fri 09-Dec-2011	75	09:35 PM  Fri 09-Dec-2011	09:41 PM  Fri 09-Dec-2011	B49
businesstravellogue	UA-482-SFO-DEN	06:15 PM  Fri 09-Dec-2011	06:07 PM  Fri 09-Dec-2011	75	09:35 PM  Fri 09-Dec-2011	09:41 PM  Fri 09-Dec-2011	B49
flylouisville	UA-482-SFO-DEN	06:15 PM  Fri 09-Dec-2011	06:07 PM  Fri 09-Dec-2011	75	09:35 PM  Fri 09-Dec-2011	09:41 PM  Fri 09-Dec-2011	B49
flightstats	UA-482-SFO-DEN	2011-12-09 6:15 PM	2011-12-09 6:07 PM		2011-12-09 9:35 PM	2011-12-09 9:41 PM	
quicktrip	UA-482-SFO-DEN	2011-12-09 6:15 PM	2011-12-09 6:07 PM		2011-12-09 9:35 PM	2011-12-09 9:41 PM	
world-flight-tracker	UA-482-SFO-DEN	2011-12-09 6:15 PM	2011-12-09 6:07 PM		2011-12-09 9:35 PM	2011-12-09 9:41 PM	
flightview	UA-482-SFO-DEN	6:15 PM, Dec 09	6:26 PM, Dec 09	Terminal 3 - 75	9:35 PM, Dec 09	9:41 PM, Dec 09	B49
panynj	UA-482-SFO-DEN	6:15 PM, Dec 09	6:26 PM, Dec 09	Terminal 3 - 75	9:35 PM, Dec 09	9:41 PM, Dec 09	B49
gofox	UA-482-SFO-DEN	6:15 PM, Dec 09	6:26 PM, Dec 09		9:35 PM, Dec 09	9:41 PM, Dec 09	
foxbusiness	UA-482-SFO-DEN	6:15 PM, Dec 09	6:26 PM, Dec 09	Terminal 3 - 75	9:35 PM, Dec 09	9:41 PM, Dec 09	B49
allegiantair	UA-482-SFO-DEN	6:15 PM, Dec 09	6:26 PM, Dec 09	Terminal 3 - 75	9:35 PM, Dec 09	9:41 PM, Dec 09	B49
boston	UA-482-SFO-DEN	6:15 PM, Dec 09	6:26 PM, Dec 09		9:35 PM, Dec 09	9:42 PM, Dec 09	
travelocity	UA-482-SFO-DEN	Dec 09 - Not Available	Dec 09 - 6:25pm	75	Dec 09 - Not Available	Dec 09 - 9:41pm	B49
orbitz	UA-482-SFO-DEN	6:15pDec 9	6:07pDec 9	 75	9:35pDec 9	9:41pDec 9	 B49
weather	UA-482-SFO-DEN	2011-12-09 06:15 PM			2011-12-09 09:35 PM		
usatoday	UA-482-SFO-DEN	6:15 PM, Dec 09	6:26 PM, Dec 09		9:35 PM, Dec 09	9:42 PM, Dec 09	
mytripandmore	UA-482-SFO-DEN	6:15pDec 9	6:07pDec 9	 75	9:35pDec 9	9:41pDec 9	 B49
ua	UA-4665-GRR-IAH	Fri, Dec 9 2:40 PM	Fri, Dec 9 2:34 PM            On Time	B6	Fri, Dec 9 4:40 PM	Fri, Dec 9 4:43 PM	B61
airtravelcenter	UA-4665-GRR-IAH	12/9/11 2:40 PM (-05:00)			12/9/11 4:40 PM (-06:00)		
myrateplan	UA-4665-GRR-IAH	12/9/11 2:40 PM (-05:00)			12/9/11 4:40 PM (-06:00)		
helloflight	UA-4665-GRR-IAH	12/9/11 2:40 PM (-05:00)			12/9/11 4:40 PM (-06:00)		
flytecomm	UA-4665-GRR-IAH	12/9/11 2:40 PM (-05:00)			12/9/11 4:40 PM (-06:00)		
flights	UA-4665-GRR-IAH		2011-12-09 02:34 PM	B6		2011-12-09 04:43 PM	61
businesstravellogue	UA-4665-GRR-IAH		2011-12-09 02:34 PM	B6		2011-12-09 04:43 PM	61
flylouisville	UA-4665-GRR-IAH		2011-12-09 02:34 PM	B6		2011-12-09 04:43 PM	61
flightview	UA-4665-GRR-IAH		2:46 PMDec 09			4:43 PMDec 09	
panynj	UA-4665-GRR-IAH		2:46 PMDec 09			4:43 PMDec 09	
gofox	UA-4665-GRR-IAH		2:46 PMDec 09			4:43 PMDec 09	
foxbusiness	UA-4665-GRR-IAH		2:46 PMDec 09			4:43 PMDec 09	
allegiantair	UA-4665-GRR-IAH		2:46 PMDec 09			4:43 PMDec 09	
boston	UA-4665-GRR-IAH		2:46 PMDec 09			4:32 PMDec 09	
orbitz	UA-4665-GRR-IAH	2:40pDec 9	2:34pDec 9	 -	4:40pDec 9	4:43pDec 9	 -
ua	UA-1196-IAH-LGA	Fri, Dec 9 11:07 AM	Fri, Dec 9 11:05 AM	C-36	Fri, Dec 9 3:30 PM	Fri, Dec 9 3:17 PM	A4
flightexplorer	UA-1196-IAH-LGA		12/9/2011 11:14AM CST			12/9/2011 3:08PM EST	
airtravelcenter	UA-1196-IAH-LGA	12/9/11 11:07 AM (-06:00)			12/9/11 3:30 PM (-05:00)		
myrateplan	UA-1196-IAH-LGA	12/9/11 11:07 AM (-06:00)			12/9/11 3:30 PM (-05:00)		
helloflight	UA-1196-IAH-LGA	12/9/11 11:07 AM (-06:00)			12/9/11 3:30 PM (-05:00)		
flytecomm	UA-1196-IAH-LGA	12/9/11 11:07 AM (-06:00)			12/9/11 3:30 PM (-05:00)		
flightaware	UA-1196-IAH-LGA	2011-12-09 11:07AM CST	2011-12-09 11:16AM CST	 36 	2011-12-09 03:05PM EST	2011-12-09 03:09PM EST	 A4 
wunderground	UA-1196-IAH-LGA	2011-12-09 11:07AM CST	2011-12-09 11:16AM CST	 36 	2011-12-09 03:05PM EST	2011-12-09 03:09PM EST	 A4 
flights	UA-1196-IAH-LGA	11:07 AM  Fri 09-Dec-2011	11:05 AM  Fri 09-Dec-2011	36	03:30 PM  Fri 09-Dec-2011	03:17 PM  Fri 09-Dec-2011	A4
businesstravellogue	UA-1196-IAH-LGA	11:07 AM  Fri 09-Dec-2011	11:05 AM  Fri 09-Dec-2011	36	03:30 PM  Fri 09-Dec-2011	03:17 PM  Fri 09-Dec-2011	A4
flylouisville	UA-1196-IAH-LGA	11:07 AM  Fri 09-Dec-2011	11:05 AM  Fri 09-Dec-2011	36	03:30 PM  Fri 09-Dec-2011	03:17 PM  Fri 09-Dec-2011	A4
world-flight-tracker	UA-1196-IAH-LGA	2011-12-09 11:07 AM	2011-12-09 11:05 AM		2011-12-09 3:30 PM	2011-12-09 3:17 PM	
flightview	UA-1196-IAH-LGA	11:07 AM, Dec 09	11:16 AM, Dec 09	Term C - C36	3:30 PM, Dec 09	3:17 PM, Dec 09	Central Term Bldg - A4
panynj	UA-1196-IAH-LGA	11:07 AM, Dec 09	11:16 AM, Dec 09	Term C - C36	3:30 PM, Dec 09	3:17 PM, Dec 09	Central Term Bldg - A4
gofox	UA-1196-IAH-LGA	11:07 AM, Dec 09	11:16 AM, Dec 09		3:30 PM, Dec 09	3:17 PM, Dec 09	
foxbusiness	UA-1196-IAH-LGA	11:07 AM, Dec 09	11:16 AM, Dec 09	Term C - C36	3:30 PM, Dec 09	3:17 PM, Dec 09	Central Term Bldg - A4
allegiantair	UA-1196-IAH-LGA	11:07 AM, Dec 09	11:16 AM, Dec 09	Term C - C36	3:30 PM, Dec 09	3:17 PM, Dec 09	Central Term Bldg - A4
boston	UA-1196-IAH-LGA	11:07 AM, Dec 09	11:16 AM, Dec 09		3:30 PM, Dec 09	3:08 PM, Dec 09	
travelocity	UA-1196-IAH-LGA	Dec 09 - 11:07am	Dec 09 - Contact Airline	Not provided by airline	Dec 09 - 3:30pm	Dec 09 - Contact Airline	Not provided by airline
orbitz	UA-1196-IAH-LGA	11:07aDec 9	11:05aDec 9	 36	3:30pDec 9	3:17pDec 9	 A4
weather	UA-1196-IAH-LGA	2011-12-09 11:07 AM			2011-12-09 03:30 PM		
usatoday	UA-1196-IAH-LGA	2011-12-09 11:07 AM			2011-12-09 03:30 PM		
flightarrival	UA-1196-IAH-LGA	2011-12-09 11:07 AM			2011-12-09 03:30 PM		
aa	AA-3752-ORD-CLE	December 9, 2011               09:45 PM    	December 9, 2011               09:49 PM    	 G13	December 9, 2011               11:55 PM    	December 9, 2011               11:54 PM    	 A3B    
airtravelcenter	AA-3752-ORD-CLE		12/9/11 10:03 PM (-06:00)			12/9/11 11:40 PM (-05:00)	
myrateplan	AA-3752-ORD-CLE		12/9/11 10:03 PM (-06:00)			12/9/11 11:40 PM (-05:00)	
helloflight	AA-3752-ORD-CLE		12/9/11 10:03 PM (-06:00)			12/9/11 11:40 PM (-05:00)	
flytecomm	AA-3752-ORD-CLE		12/9/11 10:03 PM (-06:00)			12/9/11 11:40 PM (-05:00)	
flightaware	AA-3752-ORD-CLE	2011-12-09 09:45PM CST	2011-12-09 10:03PM CST	 G13 	2011-12-09 11:49PM EST	2011-12-09 11:49PM EST	 A3B 
wunderground	AA-3752-ORD-CLE	2011-12-09 09:45PM CST	2011-12-09 10:03PM CST	 G13 	2011-12-09 11:49PM EST	2011-12-09 11:49PM EST	 A3B 
flights	AA-3752-ORD-CLE	09:45 PM  Fri 09-Dec-2011	09:49 PM  Fri 09-Dec-2011	G13	11:55 PM  Fri 09-Dec-2011	11:54 PM  Fri 09-Dec-2011	A3
businesstravellogue	AA-3752-ORD-CLE	09:45 PM  Fri 09-Dec-2011	09:49 PM  Fri 09-Dec-2011	G13	11:55 PM  Fri 09-Dec-2011	11:54 PM  Fri 09-Dec-2011	A3
flylouisville	AA-3752-ORD-CLE	09:45 PM  Fri 09-Dec-2011	09:49 PM  Fri 09-Dec-2011	G13	11:55 PM  Fri 09-Dec-2011	11:54 PM  Fri 09-Dec-2011	A3
flightstats	AA-3752-ORD-CLE	2011-12-09 9:45 PM	2011-12-09 9:49 PM		2011-12-09 11:55 PM	2011-12-09 11:54 PM	
quicktrip	AA-3752-ORD-CLE	2011-12-09 9:45 PM	2011-12-09 9:49 PM		2011-12-09 11:55 PM	2011-12-09 11:54 PM	
world-flight-tracker	AA-3752-ORD-CLE	2011-12-09 9:45 PM	2011-12-09 9:49 PM		2011-12-09 11:55 PM	2011-12-09 11:54 PM	
flightview	AA-3752-ORD-CLE	9:45 PM, Dec 09	10:03 PM, Dec 09		11:55 PM, Dec 09	11:48 PM, Dec 09	
panynj	AA-3752-ORD-CLE	9:45 PM, Dec 09	10:03 PM, Dec 09		11:55 PM, Dec 09	11:48 PM, Dec 09	
gofox	AA-3752-ORD-CLE	9:45 PM, Dec 09	10:03 PM, Dec 09		11:55 PM, Dec 09	11:48 PM, Dec 09	
foxbusiness	AA-3752-ORD-CLE	9:45 PM, Dec 09	10:03 PM, Dec 09		11:55 PM, Dec 09	11:48 PM, Dec 09	
allegiantair	AA-3752-ORD-CLE	9:45 PM, Dec 09	10:03 PM, Dec 09		11:55 PM, Dec 09	11:48 PM, Dec 09	
boston	AA-3752-ORD-CLE	9:45 PM, Dec 09	10:03 PM, Dec 09		11:55 PM, Dec 09	11:48 PM, Dec 09	
travelocity	AA-3752-ORD-CLE	Dec 09 - 9:45pm	Dec 09 - 9:49pm	G13/T3	Dec 09 - 11:55pm	Dec 09 - 11:54pm	A3
orbitz	AA-3752-ORD-CLE	9:45pDec 9	9:49pDec 9	 G13	11:55pDec 9	11:54pDec 9	 A3
weather	AA-3752-ORD-CLE	2011-12-09 09:45 PM			2011-12-09 11:55 PM		
ord	AA-3752-ORD-CLE	2011-12-09 9:45 PM		G13	2011-12-09 11:55 PM		A3
usatoday	AA-3752-ORD-CLE	2011-12-09 9:45 PM	2011-12-09 9:49 PM		2011-12-09 11:55 PM	2011-12-09 11:54 PM	
flightwise	AA-3752-ORD-CLE	2011-12-09 09:45PM CST	2011-12-09 10:03PM CST	 G13 	2011-12-09 11:49PM EST	2011-12-09 11:49PM EST	 A3B 
flightarrival	AA-3752-ORD-CLE	9:45 PM, Dec 09	10:03 PM, Dec 09		11:55 PM, Dec 09	11:48 PM, Dec 09	
ua	UA-1083-SNA-IAH	Fri, Dec 9 8:48 AM	Fri, Dec 9 8:53 AM	9	Fri, Dec 9 1:55 PM	Fri, Dec 9 1:47 PM	C-32
flightexplorer	UA-1083-SNA-IAH		12/9/2011 9:04AM PST			12/9/2011 1:39PM CST	
airtravelcenter	UA-1083-SNA-IAH	12/9/11 8:48 AM (-08:00)			12/9/11 1:55 PM (-06:00)		
myrateplan	UA-1083-SNA-IAH	12/9/11 8:48 AM (-08:00)			12/9/11 1:55 PM (-06:00)		
helloflight	UA-1083-SNA-IAH	12/9/11 8:48 AM (-08:00)			12/9/11 1:55 PM (-06:00)		
flytecomm	UA-1083-SNA-IAH	12/9/11 8:48 AM (-08:00)			12/9/11 1:55 PM (-06:00)		
flights	UA-1083-SNA-IAH		2011-12-09 08:53 AM	9		2011-12-09 01:47 PM	32
businesstravellogue	UA-1083-SNA-IAH		2011-12-09 08:53 AM	9		2011-12-09 01:47 PM	32
flylouisville	UA-1083-SNA-IAH		2011-12-09 08:53 AM	9		2011-12-09 01:47 PM	32
flightview	UA-1083-SNA-IAH		9:05 AMDec 09			1:47 PMDec 09	
panynj	UA-1083-SNA-IAH		9:05 AMDec 09			1:47 PMDec 09	
gofox	UA-1083-SNA-IAH		9:05 AMDec 09			1:47 PMDec 09	
foxbusiness	UA-1083-SNA-IAH		9:05 AMDec 09			1:47 PMDec 09	
allegiantair	UA-1083-SNA-IAH		9:05 AMDec 09			1:47 PMDec 09	
boston	UA-1083-SNA-IAH		9:05 AMDec 09			1:41 PMDec 09	
travelocity	UA-1083-SNA-IAH	Dec 09 - 8:48am	Dec 09 - Contact Airline	Not provided by airline	Dec 09 - 1:55pm	Dec 09 - Contact Airline	Not provided by airline
orbitz	UA-1083-SNA-IAH	8:48aDec 9	8:53aDec 9	 9	1:55pDec 9	1:47pDec 9	 C-32
weather	UA-1083-SNA-IAH	2011-12-09 08:48 AM			2011-12-09 01:55 PM		
usatoday	UA-1083-SNA-IAH	2011-12-09 08:48 AM			2011-12-09 01:55 PM		
aa	AA-2098-SEA-ORD		December 9, 2011     	 A7		December 9, 2011     	 H17    
airtravelcenter	AA-2098-SEA-ORD		12/9/11 8:30 AM (-08:00)			12/9/11 1:44 PM (-06:00)	
myrateplan	AA-2098-SEA-ORD		12/9/11 8:30 AM (-08:00)			12/9/11 1:44 PM (-06:00)	
helloflight	AA-2098-SEA-ORD		12/9/11 8:30 AM (-08:00)			12/9/11 1:44 PM (-06:00)	
flytecomm	AA-2098-SEA-ORD		12/9/11 8:30 AM (-08:00)			12/9/11 1:44 PM (-06:00)	
flights	AA-2098-SEA-ORD		2011-12-09 08:25 AM	7		2011-12-09 02:25 PM	H17
businesstravellogue	AA-2098-SEA-ORD		2011-12-09 08:25 AM	7		2011-12-09 02:25 PM	H17
flylouisville	AA-2098-SEA-ORD		2011-12-09 08:25 AM	7		2011-12-09 02:25 PM	H17
flightview	AA-2098-SEA-ORD	8:25 AMDec 09			2:25 PMDec 09		
panynj	AA-2098-SEA-ORD	8:25 AMDec 09			2:25 PMDec 09		
gofox	AA-2098-SEA-ORD	8:25 AMDec 09			2:25 PMDec 09		
foxbusiness	AA-2098-SEA-ORD	8:25 AMDec 09			2:25 PMDec 09		
allegiantair	AA-2098-SEA-ORD	8:25 AMDec 09			2:25 PMDec 09		
boston	AA-2098-SEA-ORD	8:25 AMDec 09			2:25 PMDec 09		
travelocity	AA-2098-SEA-ORD	Dec 09 - 8:25am	Dec 09 - Canceled	A7/1	Dec 09 - 2:25pm	Dec 09 - Canceled	H17/T3
orbitz	AA-2098-SEA-ORD	8:25aDec 9		 A7	11:35pDec 9		 H17
weather	AA-2098-SEA-ORD	2011-12-09 08:25 AM			2011-12-09 02:25 PM		
ord	AA-2098-SEA-ORD	2011-12-09 8:25 AM		7	2011-12-09 2:25 PM		H17
flightarrival	AA-2098-SEA-ORD	2011-12-09 08:25 AM			2011-12-09 02:25 PM		
ua	UA-2859-MSP-PHL	Fri, Dec 9 6:50 AM	Fri, Dec 9 6:50 AM	E2	Fri, Dec 9 10:33 AM	Fri, Dec 9 10:20 AM	B6
airtravelcenter	UA-2859-MSP-PHL		12/9/11 7:10 AM (-06:00)			12/9/11 10:20 AM (-05:00)	
myrateplan	UA-2859-MSP-PHL		12/9/11 7:10 AM (-06:00)			12/9/11 10:20 AM (-05:00)	
