aa	AA-1007-TPA-MIA	December 13, 2011               01:55 PM    	December 13, 2011               02:21 PM    	 F77	December 13, 2011               03:00 PM    	December 13, 2011               03:19 PM    	 D10    
usatoday	UA-6344-SFO-SMF	2011-12-13 03:46 PM			2011-12-13 04:29 PM		
flightarrival	UA-6344-SFO-SMF		4:06 PMDec 13			4:32 PMDec 13	
ua	UA-1500-IAH-GUA	Tue, Dec 13 8:55 AM	Tue, Dec 13 9:18 AM            Delayed	E3	Tue, Dec 13 11:45 AM	Tue, Dec 13 12:07 PM	15
airtravelcenter	UA-1500-IAH-GUA	12/13/11 8:55 AM (-06:00)			12/13/11 11:45 AM (-06:00)		
myrateplan	UA-1500-IAH-GUA	12/13/11 8:55 AM (-06:00)			12/13/11 11:45 AM (-06:00)		
helloflight	UA-1500-IAH-GUA	12/13/11 8:55 AM (-06:00)			12/13/11 11:45 AM (-06:00)		
flytecomm	UA-1500-IAH-GUA	12/13/11 8:55 AM (-06:00)			12/13/11 11:45 AM (-06:00)		
flights	UA-1500-IAH-GUA		2011-12-13 09:18 AM	3		2011-12-13 11:45 AM	15
businesstravellogue	UA-1500-IAH-GUA		2011-12-13 09:18 AM	3		2011-12-13 11:45 AM	15
flylouisville	UA-1500-IAH-GUA		2011-12-13 09:18 AM	3		2011-12-13 11:45 AM	15
flightview	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
panynj	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
gofox	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
foxbusiness	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
allegiantair	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
boston	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
orbitz	UA-1500-IAH-GUA	8:55aDec 13	9:18aDec 13	 E3	12:29pDec 13		 15
usatoday	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
flightarrival	UA-1500-IAH-GUA		9:43 AMDec 13			12:25 PMDec 13	
ua	UA-1057-IAH-MSY	Tue, Dec 13 9:10 PM	Tue, Dec 13 9:10 PM	E11	Tue, Dec 13 10:18 PM	Tue, Dec 13 10:18 PM	D3
flightexplorer	UA-1057-IAH-MSY	12/13/2011 9:10PM CST			12/13/2011 10:18PM CST		
airtravelcenter	UA-1057-IAH-MSY	12/13/11 9:10 PM (-06:00)			12/13/11 10:18 PM (-06:00)		
myrateplan	UA-1057-IAH-MSY	12/13/11 9:10 PM (-06:00)			12/13/11 10:18 PM (-06:00)		
helloflight	UA-1057-IAH-MSY	12/13/11 9:10 PM (-06:00)			12/13/11 10:18 PM (-06:00)		
flytecomm	UA-1057-IAH-MSY	12/13/11 9:10 PM (-06:00)			12/13/11 10:18 PM (-06:00)		
flightaware	UA-1057-IAH-MSY	2011-12-13 09:10PM CST	2011-12-13 09:20PM CST	 E11 	2011-12-13 09:58PM CST	2011-12-13 10:08PM CST	 D3 
wunderground	UA-1057-IAH-MSY	2011-12-13 09:10PM CST	2011-12-13 09:20PM CST	 E11 	2011-12-13 09:58PM CST	2011-12-13 10:08PM CST	 D3 
flights	UA-1057-IAH-MSY	09:10 PM  Tue 13-Dec-2011		11	10:18 PM  Tue 13-Dec-2011		D3
businesstravellogue	UA-1057-IAH-MSY	09:10 PM  Tue 13-Dec-2011		11	10:18 PM  Tue 13-Dec-2011		D3
flylouisville	UA-1057-IAH-MSY	09:10 PM  Tue 13-Dec-2011		11	10:18 PM  Tue 13-Dec-2011		D3
world-flight-tracker	UA-1057-IAH-MSY	2011-12-13 9:10 PM	2011-12-13 9:10 PM (Estimated)		2011-12-13 10:18 PM	2011-12-13 10:18 PM (Estimated)	
flightview	UA-1057-IAH-MSY	9:10 PM, Dec 13		Term C - E11	10:18 PM, Dec 13		West Term - D3
panynj	UA-1057-IAH-MSY	9:10 PM, Dec 13		Term C - E11	10:18 PM, Dec 13		West Term - D3
gofox	UA-1057-IAH-MSY	9:10 PM, Dec 13			10:18 PM, Dec 13		
foxbusiness	UA-1057-IAH-MSY	9:10 PM, Dec 13		Term C - E11	10:18 PM, Dec 13		West Term - D3
allegiantair	UA-1057-IAH-MSY	9:10 PM, Dec 13		Term C - E11	10:18 PM, Dec 13		West Term - D3
boston	UA-1057-IAH-MSY	9:10 PM, Dec 13	Not Available		10:18 PM, Dec 13	Not Available	
travelocity	UA-1057-IAH-MSY	Dec 13 - 9:10pm	Dec 13 - Contact Airline	Not provided by airline	Dec 13 - 10:18pm	Dec 13 - Contact Airline	Not provided by airline
orbitz	UA-1057-IAH-MSY	9:10pDec 13		 E11	10:18pDec 13		 D3
weather	UA-1057-IAH-MSY	2011-12-13 09:10 PM			2011-12-13 10:18 PM		
usatoday	UA-1057-IAH-MSY	9:10 PM, Dec 13	Not Available		10:18 PM, Dec 13	Not Available	
mytripandmore	UA-1057-IAH-MSY	9:10pDec 13		 E11	10:18pDec 13		 D3
flightarrival	UA-1057-IAH-MSY	2011-12-13 09:10 PM			2011-12-13 10:18 PM		
ua	UA-4436-ATL-CLE	Tue, Dec 13 8:00 PM	Tue, Dec 13 7:56 PM            On Time	D8A	Tue, Dec 13 9:49 PM	Tue, Dec 13 9:42 PM	D05
airtravelcenter	UA-4436-ATL-CLE	12/13/11 8:00 PM (-05:00)			12/13/11 9:49 PM (-05:00)		
myrateplan	UA-4436-ATL-CLE	12/13/11 8:00 PM (-05:00)			12/13/11 9:49 PM (-05:00)		
helloflight	UA-4436-ATL-CLE	12/13/11 8:00 PM (-05:00)			12/13/11 9:49 PM (-05:00)		
flytecomm	UA-4436-ATL-CLE	12/13/11 8:00 PM (-05:00)			12/13/11 9:49 PM (-05:00)		
flights	UA-4436-ATL-CLE		2011-12-13 07:56 PM	D8A		2011-12-13 09:42 PM	D5
businesstravellogue	UA-4436-ATL-CLE		2011-12-13 07:56 PM	D8A		2011-12-13 09:42 PM	D5
flylouisville	UA-4436-ATL-CLE		2011-12-13 07:56 PM	D8A		2011-12-13 09:42 PM	D5
flightview	UA-4436-ATL-CLE		8:15 PMDec 13			9:42 PMDec 13	
panynj	UA-4436-ATL-CLE		8:15 PMDec 13			9:42 PMDec 13	
gofox	UA-4436-ATL-CLE		8:15 PMDec 13			9:42 PMDec 13	
foxbusiness	UA-4436-ATL-CLE		8:15 PMDec 13			9:42 PMDec 13	
allegiantair	UA-4436-ATL-CLE		8:15 PMDec 13			9:42 PMDec 13	
boston	UA-4436-ATL-CLE		8:15 PMDec 13			9:37 PMDec 13	
orbitz	UA-4436-ATL-CLE	8:00pDec 13	7:56pDec 13	 -	9:49pDec 13	9:42pDec 13	 -
ua	UA-88-PEK-EWR	Tue, Dec 13 5:00 PM	Tue, Dec 13 6:08 PM	E30	Tue, Dec 13 5:35 PM	Tue, Dec 13 6:39 PM	C138
airtravelcenter	UA-88-PEK-EWR	12/13/11 5:00 PM (+08:00)			12/13/11 5:35 PM (-05:00)		
myrateplan	UA-88-PEK-EWR	12/13/11 5:00 PM (+08:00)			12/13/11 5:35 PM (-05:00)		
helloflight	UA-88-PEK-EWR	12/13/11 5:00 PM (+08:00)			12/13/11 5:35 PM (-05:00)		
flytecomm	UA-88-PEK-EWR	12/13/11 5:00 PM (+08:00)			12/13/11 5:35 PM (-05:00)		
flights	UA-88-PEK-EWR		2011-12-13 06:08 PM	E30		2011-12-13 06:39 PM	138
businesstravellogue	UA-88-PEK-EWR		2011-12-13 06:08 PM	E30		2011-12-13 06:39 PM	138
flylouisville	UA-88-PEK-EWR		2011-12-13 06:08 PM	E30		2011-12-13 06:39 PM	138
flightview	UA-88-PEK-EWR		6:30 PMDec 13			6:39 PMDec 13	
panynj	UA-88-PEK-EWR		6:30 PMDec 13			6:39 PMDec 13	
gofox	UA-88-PEK-EWR		6:30 PMDec 13			6:39 PMDec 13	
foxbusiness	UA-88-PEK-EWR		6:30 PMDec 13			6:39 PMDec 13	
allegiantair	UA-88-PEK-EWR		6:30 PMDec 13			6:39 PMDec 13	
boston	UA-88-PEK-EWR		6:30 PMDec 13			6:26 PMDec 13	
travelocity	UA-88-PEK-EWR	Dec 13 - 5:00pm	Dec 13 - Contact Airline	Not provided by airline	Dec 13 - 5:35pm	Dec 13 - Contact Airline	Not provided by airline
orbitz	UA-88-PEK-EWR	5:00pDec 13	6:08pDec 13	 E30	5:35pDec 13	6:39pDec 13	 138
weather	UA-88-PEK-EWR	2011-12-13 05:00 PM			2011-12-13 05:35 PM		
mytripandmore	UA-88-PEK-EWR	Dec 13 - 5:00pm	Dec 13 - Contact Airline	Not provided by airline	Dec 13 - 5:35pm	Dec 13 - Contact Airline	Not provided by airline
ua	UA-316-DEN-IAD	Tue, Dec 13 12:34 PM	Tue, Dec 13 12:30 PM            On Time	B33	Tue, Dec 13 5:47 PM	Tue, Dec 13 5:21 PM	C9
flightexplorer	UA-316-DEN-IAD		12/13/2011 12:38PM MST			12/13/2011 5:07PM EST	
airtravelcenter	UA-316-DEN-IAD		12/13/11 12:40 PM (-07:00)			12/13/11 5:07 PM (-05:00)	
myrateplan	UA-316-DEN-IAD		12/13/11 12:40 PM (-07:00)			12/13/11 5:07 PM (-05:00)	
helloflight	UA-316-DEN-IAD		12/13/11 12:40 PM (-07:00)			12/13/11 5:07 PM (-05:00)	
flytecomm	UA-316-DEN-IAD		12/13/11 12:40 PM (-07:00)			12/13/11 5:07 PM (-05:00)	
flightaware	UA-316-DEN-IAD	2011-12-13 12:34PM MST	2011-12-13 12:39PM MST	 B33 	2011-12-13 05:25PM EST	2011-12-13 05:07PM EST	 C9 
wunderground	UA-316-DEN-IAD	2011-12-13 12:34PM MST	2011-12-13 12:39PM MST	 B33 	2011-12-13 05:25PM EST	2011-12-13 05:07PM EST	 C9 
flights	UA-316-DEN-IAD		2011-12-13 12:30 PM	B33		2011-12-13 05:21 PM	C9
businesstravellogue	UA-316-DEN-IAD		2011-12-13 12:30 PM	B33		2011-12-13 05:21 PM	C9
flylouisville	UA-316-DEN-IAD		2011-12-13 12:30 PM	B33		2011-12-13 05:21 PM	C9
flightstats	UA-316-DEN-IAD	2011-12-13 12:34 PM	2011-12-13 12:30 PM		2011-12-13 5:47 PM	2011-12-13 5:21 PM	
quicktrip	UA-316-DEN-IAD	2011-12-13 12:34 PM	2011-12-13 12:30 PM		2011-12-13 5:47 PM	2011-12-13 5:21 PM	
flightview	UA-316-DEN-IAD		12:40 PMDec 13			5:21 PMDec 13	
panynj	UA-316-DEN-IAD		12:40 PMDec 13			5:21 PMDec 13	
gofox	UA-316-DEN-IAD		12:40 PMDec 13			5:21 PMDec 13	
foxbusiness	UA-316-DEN-IAD		12:40 PMDec 13			5:21 PMDec 13	
allegiantair	UA-316-DEN-IAD		12:40 PMDec 13			5:21 PMDec 13	
boston	UA-316-DEN-IAD		12:40 PMDec 13			5:20 PMDec 13	
orbitz	UA-316-DEN-IAD	12:34pDec 13	12:30pDec 13	 B33	5:47pDec 13	5:21pDec 13	 C9
den	UA-316-DEN-IAD	2011-12-13 12:34 PM		B33			
iad	UA-316-DEN-IAD				2011-12-13 17:47 	2011-12-13 17:21 	
usatoday	UA-316-DEN-IAD		12:40 PMDec 13			5:20 PMDec 13	
flightarrival	UA-316-DEN-IAD		12:40 PMDec 13			5:20 PMDec 13	
ua	UA-3775-AUS-ORD	Tue, Dec 13 8:45 AM	Tue, Dec 13 8:37 AM	23	Tue, Dec 13 11:20 AM	Tue, Dec 13 10:58 AM	C1
flightexplorer	UA-3775-AUS-ORD		12/13/2011 8:48AM CST			12/13/2011 10:48AM CST	
airtravelcenter	UA-3775-AUS-ORD		12/13/11 8:48 AM (-06:00)			12/13/11 10:48 AM (-06:00)	
myrateplan	UA-3775-AUS-ORD		12/13/11 8:48 AM (-06:00)			12/13/11 10:48 AM (-06:00)	
helloflight	UA-3775-AUS-ORD		12/13/11 8:48 AM (-06:00)			12/13/11 10:48 AM (-06:00)	
flytecomm	UA-3775-AUS-ORD		12/13/11 8:48 AM (-06:00)			12/13/11 10:48 AM (-06:00)	
flightaware	UA-3775-AUS-ORD	2011-12-13 08:45AM CST	2011-12-13 08:49AM CST		2011-12-13 10:41AM CST	2011-12-13 10:45AM CST	 C7 
wunderground	UA-3775-AUS-ORD	2011-12-13 08:45AM CST	2011-12-13 08:49AM CST		2011-12-13 10:41AM CST	2011-12-13 10:45AM CST	 C7 
flights	UA-3775-AUS-ORD	08:45 AM  Tue 13-Dec-2011	08:37 AM  Tue 13-Dec-2011	23	11:20 AM  Tue 13-Dec-2011	10:58 AM  Tue 13-Dec-2011	C1
businesstravellogue	UA-3775-AUS-ORD	08:45 AM  Tue 13-Dec-2011	08:37 AM  Tue 13-Dec-2011	23	11:20 AM  Tue 13-Dec-2011	10:58 AM  Tue 13-Dec-2011	C1
flylouisville	UA-3775-AUS-ORD	08:45 AM  Tue 13-Dec-2011	08:37 AM  Tue 13-Dec-2011	23	11:20 AM  Tue 13-Dec-2011	10:58 AM  Tue 13-Dec-2011	C1
world-flight-tracker	UA-3775-AUS-ORD	2011-12-13 8:45 AM	2011-12-13 8:37 AM		2011-12-13 11:20 AM	2011-12-13 10:58 AM	
flightview	UA-3775-AUS-ORD	8:45 AM, Dec 13	8:48 AM, Dec 13	23	11:20 AM, Dec 13	10:58 AM, Dec 13	C1
panynj	UA-3775-AUS-ORD	8:45 AM, Dec 13	8:48 AM, Dec 13	23	11:20 AM, Dec 13	10:58 AM, Dec 13	C1
gofox	UA-3775-AUS-ORD	8:45 AM, Dec 13	8:48 AM, Dec 13		11:20 AM, Dec 13	10:58 AM, Dec 13	
foxbusiness	UA-3775-AUS-ORD	8:45 AM, Dec 13	8:48 AM, Dec 13	23	11:20 AM, Dec 13	10:58 AM, Dec 13	C1
allegiantair	UA-3775-AUS-ORD	8:45 AM, Dec 13	8:48 AM, Dec 13	23	11:20 AM, Dec 13	10:58 AM, Dec 13	C1
boston	UA-3775-AUS-ORD	8:45 AM, Dec 13	8:48 AM, Dec 13		11:20 AM, Dec 13	10:51 AM, Dec 13	
travelocity	UA-3775-AUS-ORD	Dec 13 - Not Available	Dec 13 - 8:47am	23	Dec 13 - Not Available	Dec 13 - 10:58am	C1
orbitz	UA-3775-AUS-ORD	8:45aDec 13	8:37aDec 13	 23	11:20aDec 13	10:58aDec 13	 C1
weather	UA-3775-AUS-ORD	2011-12-13 08:45 AM			2011-12-13 11:20 AM		
ord	UA-3775-AUS-ORD	2011-12-13 8:45 AM		23	2011-12-13 11:20 AM		C1
usatoday	UA-3775-AUS-ORD	2011-12-13 08:45 AM			2011-12-13 11:20 AM		
mytripandmore	UA-3775-AUS-ORD	8:45aDec 13	8:37aDec 13	 23	11:20aDec 13	10:58aDec 13	 C1
flightwise	UA-3775-AUS-ORD	2011-12-13 08:45AM CST	2011-12-13 08:49AM CST		2011-12-13 10:41AM CST	2011-12-13 10:45AM CST	 C7 
flightarrival	UA-3775-AUS-ORD	2011-12-13 08:45 AM			2011-12-13 11:20 AM		
aa	AA-1687-BWI-MIA	December 13, 2011               10:20 AM    	December 13, 2011               10:21 AM    	 C6	December 13, 2011               01:05 PM    	December 13, 2011               12:49 PM    	 D12    
flightexplorer	AA-1687-BWI-MIA		12/13/2011 10:44AM EST			12/13/2011 12:43PM EST	
airtravelcenter	AA-1687-BWI-MIA		12/13/11 10:44 AM (-05:00)			12/13/11 12:43 PM (-05:00)	
myrateplan	AA-1687-BWI-MIA		12/13/11 10:44 AM (-05:00)			12/13/11 12:43 PM (-05:00)	
helloflight	AA-1687-BWI-MIA		12/13/11 10:44 AM (-05:00)			12/13/11 12:43 PM (-05:00)	
flytecomm	AA-1687-BWI-MIA		12/13/11 10:44 AM (-05:00)			12/13/11 12:43 PM (-05:00)	
flights	AA-1687-BWI-MIA		2011-12-13 10:21 AM	C6		2011-12-13 12:49 PM	D12
businesstravellogue	AA-1687-BWI-MIA		2011-12-13 10:21 AM	C6		2011-12-13 12:49 PM	D12
flylouisville	AA-1687-BWI-MIA		2011-12-13 10:21 AM	C6		2011-12-13 12:49 PM	D12
flightview	AA-1687-BWI-MIA		10:44 AMDec 13			12:49 PMDec 13	
panynj	AA-1687-BWI-MIA		10:44 AMDec 13			12:49 PMDec 13	
gofox	AA-1687-BWI-MIA		10:44 AMDec 13			12:49 PMDec 13	
foxbusiness	AA-1687-BWI-MIA		10:44 AMDec 13			12:49 PMDec 13	
allegiantair	AA-1687-BWI-MIA		10:44 AMDec 13			12:49 PMDec 13	
boston	AA-1687-BWI-MIA		10:44 AMDec 13			12:41 PMDec 13	
travelocity	AA-1687-BWI-MIA	Dec 13 - 10:20am	Dec 13 - 10:21am	C6	Dec 13 - 1:05pm	Dec 13 - 12:49pm	D12
orbitz	AA-1687-BWI-MIA	10:20aDec 13	10:21aDec 13	 C6	1:05pDec 13	12:49pDec 13	 D12
weather	AA-1687-BWI-MIA	2011-12-13 10:20 AM			2011-12-13 01:05 PM		
mia	AA-1687-BWI-MIA				1:05P 12-13-11	2011-12-13  12:47P	
usatoday	AA-1687-BWI-MIA	2011-12-13 10:20 AM			2011-12-13 01:05 PM		
mytripandmore	AA-1687-BWI-MIA	10:20aDec 13	10:21aDec 13	 C6	1:05pDec 13	12:49pDec 13	 D12
aa	AA-33-JFK-LAX	December 13, 2011               07:40 AM    	December 13, 2011               07:37 AM    	 3	December 13, 2011               11:05 AM    	December 13, 2011               10:39 AM    	 49A    
flightexplorer	AA-33-JFK-LAX		12/13/2011 7:51AM EST			12/13/2011 10:34AM PST	
airtravelcenter	AA-33-JFK-LAX		12/13/11 7:51 AM (-05:00)			12/13/11 10:34 AM (-08:00)	
myrateplan	AA-33-JFK-LAX		12/13/11 7:51 AM (-05:00)			12/13/11 10:34 AM (-08:00)	
helloflight	AA-33-JFK-LAX		12/13/11 7:51 AM (-05:00)			12/13/11 10:34 AM (-08:00)	
flytecomm	AA-33-JFK-LAX		12/13/11 7:51 AM (-05:00)			12/13/11 10:34 AM (-08:00)	
flightaware	AA-33-JFK-LAX	2011-12-13 07:40AM EST	2011-12-13 07:50AM EST	 3 	2011-12-13 11:03AM PST	2011-12-13 10:34AM PST	 49A 
wunderground	AA-33-JFK-LAX	2011-12-13 07:40AM EST	2011-12-13 07:50AM EST	 3 	2011-12-13 11:03AM PST	2011-12-13 10:34AM PST	 49A 
flights	AA-33-JFK-LAX	07:40 AM  Tue 13-Dec-2011	07:37 AM  Tue 13-Dec-2011	B3	11:05 AM  Tue 13-Dec-2011	10:39 AM  Tue 13-Dec-2011	49A
businesstravellogue	AA-33-JFK-LAX	07:40 AM  Tue 13-Dec-2011	07:37 AM  Tue 13-Dec-2011	B3	11:05 AM  Tue 13-Dec-2011	10:39 AM  Tue 13-Dec-2011	49A
flylouisville	AA-33-JFK-LAX	07:40 AM  Tue 13-Dec-2011	07:37 AM  Tue 13-Dec-2011	B3	11:05 AM  Tue 13-Dec-2011	10:39 AM  Tue 13-Dec-2011	49A
flightstats	AA-33-JFK-LAX	2011-12-13 7:40 AM	2011-12-13 7:37 AM		2011-12-13 11:05 AM	2011-12-13 10:39 AM	
quicktrip	AA-33-JFK-LAX	2011-12-13 7:40 AM	2011-12-13 7:37 AM		2011-12-13 11:05 AM	2011-12-13 10:39 AM	
world-flight-tracker	AA-33-JFK-LAX	2011-12-13 7:40 AM	2011-12-13 7:37 AM		2011-12-13 11:05 AM	2011-12-13 10:39 AM	
flightview	AA-33-JFK-LAX	7:40 AM, Dec 13	7:51 AM, Dec 13	Terminal 8 - 3	11:05 AM, Dec 13	10:39 AM, Dec 13	Terminal 4 - 49A
panynj	AA-33-JFK-LAX	7:40 AM, Dec 13	7:51 AM, Dec 13	Terminal 8 - 3	11:05 AM, Dec 13	10:39 AM, Dec 13	Terminal 4 - 49A
gofox	AA-33-JFK-LAX	7:40 AM, Dec 13	7:51 AM, Dec 13		11:05 AM, Dec 13	10:39 AM, Dec 13	
foxbusiness	AA-33-JFK-LAX	7:40 AM, Dec 13	7:51 AM, Dec 13	Terminal 8 - 3	11:05 AM, Dec 13	10:39 AM, Dec 13	Terminal 4 - 49A
allegiantair	AA-33-JFK-LAX	7:40 AM, Dec 13	7:51 AM, Dec 13	Terminal 8 - 3	11:05 AM, Dec 13	10:39 AM, Dec 13	Terminal 4 - 49A
boston	AA-33-JFK-LAX	7:40 AM, Dec 13	7:51 AM, Dec 13		11:05 AM, Dec 13	10:35 AM, Dec 13	
travelocity	AA-33-JFK-LAX	Dec 13 - 7:40am	Dec 13 - 7:37am	3/8	Dec 13 - 11:05am	Dec 13 - 10:39am	49A/T4
orbitz	AA-33-JFK-LAX	7:40aDec 13	7:37aDec 13	 3	11:05aDec 13	10:39aDec 13	 49A
weather	AA-33-JFK-LAX	2011-12-13 07:40 AM	2011-12-13 07:51 AM		2011-12-13 11:05 AM	2011-12-13 10:34 AM	
usatoday	AA-33-JFK-LAX	2011-12-13 07:40 AM	2011-12-13 07:51 AM		2011-12-13 11:05 AM	2011-12-13 10:34 AM	
mytripandmore	AA-33-JFK-LAX	Dec 13 - 7:40am	Dec 13 - 7:37am	3/8	Dec 13 - 11:05am	Dec 13 - 10:39am	49A/T4
flightarrival	AA-33-JFK-LAX	7:40 AM, Dec 13	7:51 AM, Dec 13		11:05 AM, Dec 13	10:35 AM, Dec 13	
aa	AA-1640-MIA-MCO	December 13, 2011               06:30 PM    	December 13, 2011     	 D45	December 13, 2011               07:25 PM    	December 13, 2011     	 14    
flightexplorer	AA-1640-MIA-MCO	12/13/2011 6:30PM EST			12/13/2011 7:25PM EST		
airtravelcenter	AA-1640-MIA-MCO		12/13/11 6:46 PM (-05:00)			12/13/11 7:24 PM (-05:00)	
myrateplan	AA-1640-MIA-MCO		12/13/11 6:46 PM (-05:00)			12/13/11 7:24 PM (-05:00)	
helloflight	AA-1640-MIA-MCO		12/13/11 6:46 PM (-05:00)			12/13/11 7:24 PM (-05:00)	
flytecomm	AA-1640-MIA-MCO		12/13/11 6:46 PM (-05:00)			12/13/11 7:24 PM (-05:00)	
flightaware	AA-1640-MIA-MCO	2011-12-13 06:30PM EST	2011-12-13 06:40PM EST	 D45 	2011-12-13 07:05PM EST	2011-12-13 07:15PM EST	 14 
wunderground	AA-1640-MIA-MCO	2011-12-13 06:30PM EST	2011-12-13 06:40PM EST	 D45 	2011-12-13 07:05PM EST	2011-12-13 07:15PM EST	 14 
flights	AA-1640-MIA-MCO	06:30 PM  Tue 13-Dec-2011		D45	07:25 PM  Tue 13-Dec-2011		14
businesstravellogue	AA-1640-MIA-MCO	06:30 PM  Tue 13-Dec-2011		D45	07:25 PM  Tue 13-Dec-2011		14
flylouisville	AA-1640-MIA-MCO	06:30 PM  Tue 13-Dec-2011		D45	07:25 PM  Tue 13-Dec-2011		14
flightstats	AA-1640-MIA-MCO	2011-12-13 6:30 PM	2011-12-13 6:30 PM (Estimated)		2011-12-13 7:25 PM	2011-12-13 7:25 PM (Estimated)	
quicktrip	AA-1640-MIA-MCO	2011-12-13 6:30 PM	2011-12-13 6:30 PM (Estimated)		2011-12-13 7:25 PM	2011-12-13 7:25 PM (Estimated)	
world-flight-tracker	AA-1640-MIA-MCO	2011-12-13 6:30 PM	2011-12-13 6:30 PM (Estimated)		2011-12-13 7:25 PM	2011-12-13 7:25 PM (Estimated)	
flightview	AA-1640-MIA-MCO	6:30 PM, Dec 13			7:25 PM, Dec 13		
panynj	AA-1640-MIA-MCO	6:30 PM, Dec 13			7:25 PM, Dec 13		
gofox	AA-1640-MIA-MCO	6:30 PM, Dec 13			7:25 PM, Dec 13		
foxbusiness	AA-1640-MIA-MCO	6:30 PM, Dec 13			7:25 PM, Dec 13		
allegiantair	AA-1640-MIA-MCO	6:30 PM, Dec 13			7:25 PM, Dec 13		
boston	AA-1640-MIA-MCO	6:30 PM, Dec 13	Not Available		7:25 PM, Dec 13	Not Available	
travelocity	AA-1640-MIA-MCO	Dec 13 - 6:30pm	Dec 13 - Not Available	D45	Dec 13 - 7:25pm	Dec 13 - Not Available	14
orbitz	AA-1640-MIA-MCO	6:30pDec 13		 D45	7:25pDec 13		 14
weather	AA-1640-MIA-MCO	2011-12-13 06:30 PM	2011-12-13 06:52 PM		2011-12-13 07:25 PM	2011-12-13 07:36 PM	
mco	AA-1640-MIA-MCO				2011-12-13 Tue  19:25	2011-12-13 Tue  19:31	14?
usatoday	AA-1640-MIA-MCO	6:30 PM, Dec 13	Not Available		7:25 PM, Dec 13	Not Available	
mytripandmore	AA-1640-MIA-MCO	6:30pDec 13		 D45	7:25pDec 13		 14
ua	UA-4866-YUL-EWR	Tue, Dec 13 10:27 AM	Tue, Dec 13 10:18 AM	C84	Tue, Dec 13 12:11 PM	Tue, Dec 13 11:52 AM	C107
flightexplorer	UA-4866-YUL-EWR		12/13/2011 10:45AM EST			12/13/2011 11:51AM EST	
airtravelcenter	UA-4866-YUL-EWR		12/13/11 10:45 AM (-05:00)			12/13/11 11:51 AM (-05:00)	
myrateplan	UA-4866-YUL-EWR		12/13/11 10:45 AM (-05:00)			12/13/11 11:51 AM (-05:00)	
helloflight	UA-4866-YUL-EWR		12/13/11 10:45 AM (-05:00)			12/13/11 11:51 AM (-05:00)	
flytecomm	UA-4866-YUL-EWR		12/13/11 10:45 AM (-05:00)			12/13/11 11:51 AM (-05:00)	
flights	UA-4866-YUL-EWR		2011-12-13 10:18 AM	C84		2011-12-13 11:52 AM	107
businesstravellogue	UA-4866-YUL-EWR		2011-12-13 10:18 AM	C84		2011-12-13 11:52 AM	107
flylouisville	UA-4866-YUL-EWR		2011-12-13 10:18 AM	C84		2011-12-13 11:52 AM	107
flightview	UA-4866-YUL-EWR		10:45 AMDec 13			11:52 AMDec 13	
panynj	UA-4866-YUL-EWR		10:45 AMDec 13			11:52 AMDec 13	
gofox	UA-4866-YUL-EWR		10:45 AMDec 13			11:52 AMDec 13	
foxbusiness	UA-4866-YUL-EWR		10:45 AMDec 13			11:52 AMDec 13	
allegiantair	UA-4866-YUL-EWR		10:45 AMDec 13			11:52 AMDec 13	
boston	UA-4866-YUL-EWR		10:45 AMDec 13			11:48 AMDec 13	
travelocity	UA-4866-YUL-EWR	Dec 13 - 10:27am	Dec 13 - Contact Airline	Not provided by airline	Dec 13 - 12:11pm	Dec 13 - Contact Airline	Not provided by airline
orbitz	UA-4866-YUL-EWR	10:27aDec 13	10:18aDec 13	 C84	12:11pDec 13	11:52aDec 13	 C107
weather	UA-4866-YUL-EWR	2011-12-13 10:27 AM			2011-12-13 12:11 PM		
mytripandmore	UA-4866-YUL-EWR	10:27aDec 13	10:18aDec 13	 C84	12:11pDec 13	11:52aDec 13	 C107
aa	AA-1039-ATL-MIA	December 13, 2011               01:25 PM    	December 13, 2011               01:21 PM    	 T11	December 13, 2011               03:20 PM    	December 13, 2011               03:07 PM    	 D30    
flightexplorer	AA-1039-ATL-MIA		12/13/2011 1:31PM EST			12/13/2011 2:53PM EST	
airtravelcenter	AA-1039-ATL-MIA		12/13/11 1:30 PM (-05:00)			12/13/11 2:53 PM (-05:00)	
myrateplan	AA-1039-ATL-MIA		12/13/11 1:30 PM (-05:00)			12/13/11 2:53 PM (-05:00)	
helloflight	AA-1039-ATL-MIA		12/13/11 1:30 PM (-05:00)			12/13/11 2:53 PM (-05:00)	
flytecomm	AA-1039-ATL-MIA		12/13/11 1:30 PM (-05:00)			12/13/11 2:53 PM (-05:00)	
flightaware	AA-1039-ATL-MIA	2011-12-13 01:25PM EST	2011-12-13 01:30PM EST	 T11 	2011-12-13 02:59PM EST	2011-12-13 02:50PM EST	 D30 
wunderground	AA-1039-ATL-MIA	2011-12-13 01:25PM EST	2011-12-13 01:30PM EST	 T11 	2011-12-13 02:59PM EST	2011-12-13 02:50PM EST	 D30 
