ua	UA-1534-RTB-IAH	Sun, Dec 4 2:05 PM	Sun, Dec 4 1:53 PM	--	Sun, Dec 4 5:01 PM	Sun, Dec 4 4:43 PM	E2
weather	CO-1173-IAH-DEN	2011-12-04 08:45 AM			2011-12-04 10:18 AM		
den	CO-1173-IAH-DEN				2011-12-04 10:18 AM		B22
flightarrival	CO-1173-IAH-DEN	2011-12-04 8:45 AM	2011-12-04 8:45 AM		2011-12-04 10:18 AM	2011-12-04 10:02 AM	
ua	UA-456-DEN-SAN	Sun, Dec 4 8:09 AM	Sun, Dec 4 8:04 AM	B27	Sun, Dec 4 9:32 AM	Sun, Dec 4 9:08 AM	14
flightexplorer	UA-456-DEN-SAN		12/4/2011 8:12AM MST			12/4/2011 9:06AM PST	
airtravelcenter	UA-456-DEN-SAN		12/4/11 8:14 AM (-07:00)			12/4/11 9:06 AM (-08:00)	
myrateplan	UA-456-DEN-SAN		12/4/11 8:14 AM (-07:00)			12/4/11 9:06 AM (-08:00)	
helloflight	UA-456-DEN-SAN		12/4/11 8:14 AM (-07:00)			12/4/11 9:06 AM (-08:00)	
flytecomm	UA-456-DEN-SAN		12/4/11 8:14 AM (-07:00)			12/4/11 9:06 AM (-08:00)	
flights	UA-456-DEN-SAN		2011-12-04 08:04 AM	B27		2011-12-04 09:08 AM	14
businesstravellogue	UA-456-DEN-SAN		2011-12-04 08:04 AM	B27		2011-12-04 09:08 AM	14
flylouisville	UA-456-DEN-SAN		2011-12-04 08:04 AM	B27		2011-12-04 09:08 AM	14
flightview	UA-456-DEN-SAN		8:14 AMDec 04			9:08 AMDec 04	
panynj	UA-456-DEN-SAN		8:14 AMDec 04			9:08 AMDec 04	
gofox	UA-456-DEN-SAN		8:14 AMDec 04			9:08 AMDec 04	
foxbusiness	UA-456-DEN-SAN		8:14 AMDec 04			9:08 AMDec 04	
allegiantair	UA-456-DEN-SAN		8:14 AMDec 04			9:08 AMDec 04	
boston	UA-456-DEN-SAN		8:14 AMDec 04			9:07 AMDec 04	
travelocity	UA-456-DEN-SAN	Dec 04 - Not Available	Dec 04 - 8:13am	CHK	Dec 04 - Not Available	Dec 04 - 9:08am	14
orbitz	UA-456-DEN-SAN	8:18aDec 4	8:13aDec 4	 -	9:32aDec 4	9:08aDec 4	 14
weather	UA-456-DEN-SAN	2011-12-04 08:09 AM	2011-12-04 08:14 AM		2011-12-04 09:32 AM	2011-12-04 09:07 AM	
mytripandmore	UA-456-DEN-SAN	8:18aDec 4	8:13aDec 4	 -	9:32aDec 4	9:08aDec 4	 14
flightarrival	UA-456-DEN-SAN	2011-12-04 08:09 AM	2011-12-04 08:14 AM		2011-12-04 09:32 AM	2011-12-04 09:07 AM	
aa	AA-557-MIA-STT	12/04/2011 12:00 PM	12/04/2011 12:21 PM	D42	12/04/2011 03:30 PM	12/04/2011 03:46 PM	
flightexplorer	AA-557-MIA-STT		12/4/2011 12:21PM EST			12/4/2011 3:39PM AST	
airtravelcenter	AA-557-MIA-STT		12/4/11 12:21 PM (-05:00)			12/4/11 3:39 PM (-04:00)	
myrateplan	AA-557-MIA-STT		12/4/11 12:21 PM (-05:00)			12/4/11 3:39 PM (-04:00)	
helloflight	AA-557-MIA-STT		12/4/11 12:21 PM (-05:00)			12/4/11 3:39 PM (-04:00)	
flytecomm	AA-557-MIA-STT		12/4/11 12:21 PM (-05:00)			12/4/11 3:39 PM (-04:00)	
flights	AA-557-MIA-STT	12:00 PM  Sun 04-Dec-2011	12:21 PM  Sun 04-Dec-2011		03:30 PM  Sun 04-Dec-2011	03:46 PM  Sun 04-Dec-2011	
businesstravellogue	AA-557-MIA-STT	12:00 PM  Sun 04-Dec-2011	12:21 PM  Sun 04-Dec-2011		03:30 PM  Sun 04-Dec-2011	03:46 PM  Sun 04-Dec-2011	
flylouisville	AA-557-MIA-STT	12:00 PM  Sun 04-Dec-2011	12:21 PM  Sun 04-Dec-2011		03:30 PM  Sun 04-Dec-2011	03:46 PM  Sun 04-Dec-2011	
world-flight-tracker	AA-557-MIA-STT	2011-12-04 12:00 PM	2011-12-04 12:21 PM		2011-12-04 3:30 PM	2011-12-04 3:46 PM	
flightview	AA-557-MIA-STT	12:00 PM, Dec 04	12:21 PM, Dec 04		3:30 PM, Dec 04	3:41 PM, Dec 04	
panynj	AA-557-MIA-STT	12:00 PM, Dec 04	12:21 PM, Dec 04		3:30 PM, Dec 04	3:41 PM, Dec 04	
gofox	AA-557-MIA-STT	12:00 PM, Dec 04	12:21 PM, Dec 04		3:30 PM, Dec 04	3:41 PM, Dec 04	
foxbusiness	AA-557-MIA-STT	12:00 PM, Dec 04	12:21 PM, Dec 04		3:30 PM, Dec 04	3:41 PM, Dec 04	
allegiantair	AA-557-MIA-STT	12:00 PM, Dec 04	12:21 PM, Dec 04		3:30 PM, Dec 04	3:41 PM, Dec 04	
boston	AA-557-MIA-STT	12:00 PM, Dec 04	12:21 PM, Dec 04		3:30 PM, Dec 04	3:41 PM, Dec 04	
travelocity	AA-557-MIA-STT	Dec 04 - 12:00noon	Dec 04 - 12:01pm	D42	Dec 04 - 3:30pm	Dec 04 - 3:46pm	Not provided by airline
orbitz	AA-557-MIA-STT	12:00pDec 4	12:01pDec 4	 D42	3:30pDec 4	3:46pDec 4	 -
weather	AA-557-MIA-STT	2011-12-04 12:00 PM			2011-12-04 03:30 PM		
mytripandmore	AA-557-MIA-STT	Dec 04 - 12:00noon	Dec 04 - 12:01pm	D42	Dec 04 - 3:30pm	Dec 04 - 3:46pm	Not provided by airline
flightarrival	AA-557-MIA-STT	12:00 PM, Dec 04	12:21 PM, Dec 04		3:30 PM, Dec 04	3:41 PM, Dec 04	
aa	AA-1106-DFW-OKC	12/04/2011 09:25 PM		C39	12/04/2011 10:15 PM		4
airtravelcenter	AA-1106-DFW-OKC		12/4/11 9:29 PM (-06:00)			12/4/11 10:03 PM (-06:00)	
myrateplan	AA-1106-DFW-OKC		12/4/11 9:29 PM (-06:00)			12/4/11 10:03 PM (-06:00)	
helloflight	AA-1106-DFW-OKC		12/4/11 9:29 PM (-06:00)			12/4/11 10:03 PM (-06:00)	
flytecomm	AA-1106-DFW-OKC		12/4/11 9:29 PM (-06:00)			12/4/11 10:03 PM (-06:00)	
flightaware	AA-1106-DFW-OKC	2011-12-04 09:25PM CST	2011-12-04 09:29PM CST		2011-12-04 09:59PM CST	2011-12-04 10:03PM CST	
wunderground	AA-1106-DFW-OKC	2011-12-04 09:25PM CST	2011-12-04 09:29PM CST		2011-12-04 09:59PM CST	2011-12-04 10:03PM CST	
flights	AA-1106-DFW-OKC	09:25 PM  Sun 04-Dec-2011		C39	10:15 PM  Sun 04-Dec-2011		4
businesstravellogue	AA-1106-DFW-OKC	09:25 PM  Sun 04-Dec-2011		C39	10:15 PM  Sun 04-Dec-2011		4
flylouisville	AA-1106-DFW-OKC	09:25 PM  Sun 04-Dec-2011		C39	10:15 PM  Sun 04-Dec-2011		4
flightstats	AA-1106-DFW-OKC	2011-12-04 9:25 PM	2011-12-04 9:29 PM (Estimated runway)		2011-12-04 10:15 PM	2011-12-04 10:03 PM (Estimated runway)	
quicktrip	AA-1106-DFW-OKC	2011-12-04 9:25 PM	2011-12-04 9:29 PM (Estimated runway)		2011-12-04 10:15 PM	2011-12-04 10:03 PM (Estimated runway)	
world-flight-tracker	AA-1106-DFW-OKC	2011-12-04 9:25 PM	2011-12-04 9:29 PM (Estimated runway)		2011-12-04 10:15 PM	2011-12-04 10:03 PM (Estimated runway)	
flightview	AA-1106-DFW-OKC	9:25 PM, Dec 04			10:15 PM, Dec 04		
panynj	AA-1106-DFW-OKC	9:25 PM, Dec 04			10:15 PM, Dec 04		
gofox	AA-1106-DFW-OKC	9:25 PM, Dec 04			10:15 PM, Dec 04		
foxbusiness	AA-1106-DFW-OKC	9:25 PM, Dec 04			10:15 PM, Dec 04		
allegiantair	AA-1106-DFW-OKC	9:25 PM, Dec 04			10:15 PM, Dec 04		
boston	AA-1106-DFW-OKC	9:25 PM, Dec 04	Not Available		10:15 PM, Dec 04	Not Available	
travelocity	AA-1106-DFW-OKC	Dec 04 - 9:25pm	Dec 04 - Not Available	C39/C	Dec 04 - 10:15pm	Dec 04 - Not Available	4
orbitz	AA-1106-DFW-OKC	9:25pDec 4		 -	10:15pDec 4		 -
weather	AA-1106-DFW-OKC	2011-12-04 09:25 PM			2011-12-04 10:15 PM		
dfw	AA-1106-DFW-OKC	2011-12-04 9:25 pm		C35			
ifly	AA-1106-DFW-OKC	2011-12-04 9:25 PM	2011-12-04 9:29 PM (Estimated runway)		2011-12-04 10:15 PM	2011-12-04 10:03 PM (Estimated runway)	
usatoday	AA-1106-DFW-OKC	2011-12-04 9:25 PM	2011-12-04 9:29 PM (Estimated runway)		2011-12-04 10:15 PM	2011-12-04 10:03 PM (Estimated runway)	
flightwise	AA-1106-DFW-OKC	2011-12-04 09:25PM CST	2011-12-04 09:29PM CST		2011-12-04 09:59PM CST	2011-12-04 10:03PM CST	
flightarrival	AA-1106-DFW-OKC	9:25 PM, Dec 04	Not Available		10:15 PM, Dec 04	Not Available	
ua	UA-2487-CLT-FLL	Sun, Dec 4 8:15 PM	Sun, Dec 4 8:15 PM            On Time	C6	Sun, Dec 4 10:16 PM	Sun, Dec 4 10:16 PM	E5
airtravelcenter	UA-2487-CLT-FLL		12/4/11 8:18 PM (-05:00)			12/4/11 10:02 PM (-05:00)	
myrateplan	UA-2487-CLT-FLL		12/4/11 8:18 PM (-05:00)			12/4/11 10:02 PM (-05:00)	
helloflight	UA-2487-CLT-FLL		12/4/11 8:18 PM (-05:00)			12/4/11 10:02 PM (-05:00)	
flytecomm	UA-2487-CLT-FLL		12/4/11 8:18 PM (-05:00)			12/4/11 10:02 PM (-05:00)	
flights	UA-2487-CLT-FLL	2011-12-04 08:15 PM		C6	2011-12-04 10:16 PM		E5
businesstravellogue	UA-2487-CLT-FLL	2011-12-04 08:15 PM		C6	2011-12-04 10:16 PM		E5
flylouisville	UA-2487-CLT-FLL	2011-12-04 08:15 PM		C6	2011-12-04 10:16 PM		E5
flightstats	UA-2487-CLT-FLL	2011-12-04 8:15 PM	2011-12-04 8:15 PM (Estimated)		2011-12-04 10:16 PM	2011-12-04 10:16 PM (Estimated)	
quicktrip	UA-2487-CLT-FLL	2011-12-04 8:15 PM	2011-12-04 8:15 PM (Estimated)		2011-12-04 10:16 PM	2011-12-04 10:16 PM (Estimated)	
flightview	UA-2487-CLT-FLL	8:15 PMDec 04			10:16 PMDec 04		
panynj	UA-2487-CLT-FLL	8:15 PMDec 04			10:16 PMDec 04		
gofox	UA-2487-CLT-FLL	8:15 PMDec 04			10:16 PMDec 04		
foxbusiness	UA-2487-CLT-FLL	8:15 PMDec 04			10:16 PMDec 04		
allegiantair	UA-2487-CLT-FLL	8:15 PMDec 04			10:16 PMDec 04		
boston	UA-2487-CLT-FLL	8:15 PMDec 04			10:16 PMDec 04		
orbitz	UA-2487-CLT-FLL	8:15pDec 4		 C6	10:16pDec 4		 E5
mytripandmore	UA-2487-CLT-FLL	8:15pDec 4		 C6	10:16pDec 4		 E5
flightarrival	UA-2487-CLT-FLL	8:15 PMDec 04			10:16 PMDec 04		
ua	UA-1027-IAH-CLE	Sun, Dec 4 3:45 PM	Sun, Dec 4 3:45 PM	C-29	Sun, Dec 4 7:31 PM	Sun, Dec 4 7:14 PM	C03
airtravelcenter	UA-1027-IAH-CLE		12/4/11 4:11 PM (-06:00)			12/4/11 7:09 PM (-05:00)	
myrateplan	UA-1027-IAH-CLE		12/4/11 4:11 PM (-06:00)			12/4/11 7:09 PM (-05:00)	
helloflight	UA-1027-IAH-CLE		12/4/11 4:11 PM (-06:00)			12/4/11 7:09 PM (-05:00)	
flytecomm	UA-1027-IAH-CLE		12/4/11 4:11 PM (-06:00)			12/4/11 7:09 PM (-05:00)	
flightaware	UA-1027-IAH-CLE	2011-12-04 03:45PM CST	2011-12-04 04:11PM CST	 29 	2011-12-04 06:48PM EST	2011-12-04 07:11PM EST	 C3 
wunderground	UA-1027-IAH-CLE	2011-12-04 03:45PM CST	2011-12-04 04:11PM CST	 29 	2011-12-04 06:48PM EST	2011-12-04 07:11PM EST	 C3 
flights	UA-1027-IAH-CLE	03:45 PM  Sun 04-Dec-2011		29	07:31 PM  Sun 04-Dec-2011		C3
businesstravellogue	UA-1027-IAH-CLE	03:45 PM  Sun 04-Dec-2011		29	07:31 PM  Sun 04-Dec-2011		C3
flylouisville	UA-1027-IAH-CLE	03:45 PM  Sun 04-Dec-2011		29	07:31 PM  Sun 04-Dec-2011		C3
flightstats	UA-1027-IAH-CLE	2011-12-04 3:45 PM	2011-12-04 3:45 PM		2011-12-04 7:31 PM	2011-12-04 7:12 PM (Estimated)	
quicktrip	UA-1027-IAH-CLE	2011-12-04 3:45 PM	2011-12-04 3:45 PM		2011-12-04 7:31 PM	2011-12-04 7:12 PM (Estimated)	
world-flight-tracker	UA-1027-IAH-CLE	2011-12-04 3:45 PM	2011-12-04 3:45 PM		2011-12-04 7:31 PM	2011-12-04 7:12 PM (Estimated)	
flightview	UA-1027-IAH-CLE	3:45 PM, Dec 04	4:11 PM, Dec 04		7:31 PM, Dec 04		
panynj	UA-1027-IAH-CLE	3:45 PM, Dec 04	4:11 PM, Dec 04		7:31 PM, Dec 04		
gofox	UA-1027-IAH-CLE	3:45 PM, Dec 04	4:11 PM, Dec 04		7:31 PM, Dec 04		
foxbusiness	UA-1027-IAH-CLE	3:45 PM, Dec 04	4:11 PM, Dec 04		7:31 PM, Dec 04		
allegiantair	UA-1027-IAH-CLE	3:45 PM, Dec 04	4:11 PM, Dec 04		7:31 PM, Dec 04		
boston	UA-1027-IAH-CLE	3:45 PM, Dec 04	4:11 PM, Dec 04		7:31 PM, Dec 04	7:09 PM, Dec 04&nbsp(Estimated)	
travelocity	UA-1027-IAH-CLE	Dec 04 - 3:45pm	Dec 04 - Contact Airline	Not provided by airline	Dec 04 - 7:31pm	Dec 04 - Contact Airline	Not provided by airline
orbitz	UA-1027-IAH-CLE	3:45pDec 4	3:45pDec 4	 C-29	6:57pDec 4		 C03
weather	UA-1027-IAH-CLE	2011-12-04 03:45 PM	2011-12-04 04:11 PM		2011-12-04 07:31 PM	2011-12-04 07:09 PM	
flightarrival	UA-1027-IAH-CLE	2011-12-04 03:45 PM	2011-12-04 04:11 PM		2011-12-04 07:31 PM	2011-12-04 07:09 PM	
CO	CO-50-CLE-EWR	Sun., Dec.04, 2011 3:10 p.m.	Sun., Dec.04, 2011 3:00 p.m.		Sun., Dec.04, 2011 5:04 p.m.	Sun., Dec.04, 2011 4:41 p.m.	
airtravelcenter	CO-50-CLE-EWR	12/4/11 3:10 PM (-05:00)			12/4/11 5:04 PM (-05:00)		
myrateplan	CO-50-CLE-EWR	12/4/11 3:10 PM (-05:00)			12/4/11 5:04 PM (-05:00)		
helloflight	CO-50-CLE-EWR	12/4/11 3:10 PM (-05:00)			12/4/11 5:04 PM (-05:00)		
flytecomm	CO-50-CLE-EWR	12/4/11 3:10 PM (-05:00)			12/4/11 5:04 PM (-05:00)		
flights	CO-50-CLE-EWR		2011-12-04 03:00 PM	C10		2011-12-04 04:41 PM	71
businesstravellogue	CO-50-CLE-EWR		2011-12-04 03:00 PM	C10		2011-12-04 04:41 PM	71
flylouisville	CO-50-CLE-EWR		2011-12-04 03:00 PM	C10		2011-12-04 04:41 PM	71
flightstats	CO-50-CLE-EWR	2011-12-04 3:10 PM	2011-12-04 3:00 PM		2011-12-04 5:04 PM	2011-12-04 4:41 PM	
quicktrip	CO-50-CLE-EWR	2011-12-04 3:10 PM	2011-12-04 3:00 PM		2011-12-04 5:04 PM	2011-12-04 4:41 PM	
flightview	CO-50-CLE-EWR		3:25 PMDec 04			4:41 PMDec 04	
panynj	CO-50-CLE-EWR		3:25 PMDec 04			4:41 PMDec 04	
gofox	CO-50-CLE-EWR		3:25 PMDec 04			4:41 PMDec 04	
foxbusiness	CO-50-CLE-EWR		3:25 PMDec 04			4:41 PMDec 04	
allegiantair	CO-50-CLE-EWR		3:25 PMDec 04			4:41 PMDec 04	
boston	CO-50-CLE-EWR		3:25 PMDec 04			4:29 PMDec 04	
orbitz	CO-50-CLE-EWR	3:10pDec 4	3:00pDec 4	 C10	5:04pDec 4	4:41pDec 4	 C71
weather	CO-50-CLE-EWR	2011-12-04 03:10 PM			2011-12-04 05:04 PM		
ifly	CO-50-CLE-EWR	2011-12-04 3:10 PM	2011-12-04 3:00 PM		2011-12-04 5:04 PM	2011-12-04 4:41 PM	
usatoday	CO-50-CLE-EWR		3:25 PMDec 04			4:29 PMDec 04	
mytripandmore	CO-50-CLE-EWR	3:10pDec 4	3:00pDec 4	 C10	5:04pDec 4	4:41pDec 4	 C71
flightarrival	CO-50-CLE-EWR	2011-12-04 03:10 PM			2011-12-04 05:04 PM		
CO	CO-1283-EWR-PDX	Sun., Dec.04, 2011 7:15 p.m.	Sun., Dec.04, 2011 7:15 p.m.		Sun., Dec.04, 2011 10:33 p.m.	Sun., Dec.04, 2011 10:33 p.m.	
flightexplorer	CO-1283-EWR-PDX	12/4/2011 7:15PM EST			12/4/2011 10:33PM PST		
airtravelcenter	CO-1283-EWR-PDX	12/4/11 7:15 PM (-05:00)			12/4/11 10:33 PM (-08:00)		
myrateplan	CO-1283-EWR-PDX	12/4/11 7:15 PM (-05:00)			12/4/11 10:33 PM (-08:00)		
helloflight	CO-1283-EWR-PDX	12/4/11 7:15 PM (-05:00)			12/4/11 10:33 PM (-08:00)		
flytecomm	CO-1283-EWR-PDX	12/4/11 7:15 PM (-05:00)			12/4/11 10:33 PM (-08:00)		
flightaware	CO-1283-EWR-PDX	2011-12-04 07:15PM EST	2011-12-04 07:25PM EST		2011-12-04 09:34PM PST	2011-12-04 09:44PM PST	
wunderground	CO-1283-EWR-PDX	2011-12-04 07:15PM EST	2011-12-04 07:25PM EST		2011-12-04 09:34PM PST	2011-12-04 09:44PM PST	
flights	CO-1283-EWR-PDX	07:15 PM  Sun 04-Dec-2011		83	10:33 PM  Sun 04-Dec-2011		E4
businesstravellogue	CO-1283-EWR-PDX	07:15 PM  Sun 04-Dec-2011		83	10:33 PM  Sun 04-Dec-2011		E4
flylouisville	CO-1283-EWR-PDX	07:15 PM  Sun 04-Dec-2011		83	10:33 PM  Sun 04-Dec-2011		E4
flightstats	CO-1283-EWR-PDX	2011-12-04 7:15 PM	2011-12-04 7:15 PM (Estimated)		2011-12-04 10:33 PM	2011-12-04 10:33 PM (Estimated)	
quicktrip	CO-1283-EWR-PDX	2011-12-04 7:15 PM	2011-12-04 7:15 PM (Estimated)		2011-12-04 10:33 PM	2011-12-04 10:33 PM (Estimated)	
world-flight-tracker	CO-1283-EWR-PDX	2011-12-04 7:15 PM	2011-12-04 7:15 PM (Estimated)		2011-12-04 10:33 PM	2011-12-04 10:33 PM (Estimated)	
flightview	CO-1283-EWR-PDX	7:15 PM, Dec 04		Term C - C83	10:33 PM, Dec 04		Main Term - E4
panynj	CO-1283-EWR-PDX	7:15 PM, Dec 04		Term C - C83	10:33 PM, Dec 04		Main Term - E4
gofox	CO-1283-EWR-PDX	7:15 PM, Dec 04			10:33 PM, Dec 04		
foxbusiness	CO-1283-EWR-PDX	7:15 PM, Dec 04		Term C - C83	10:33 PM, Dec 04		Main Term - E4
allegiantair	CO-1283-EWR-PDX	7:15 PM, Dec 04		Term C - C83	10:33 PM, Dec 04		Main Term - E4
boston	CO-1283-EWR-PDX	7:15 PM, Dec 04	Not Available		10:33 PM, Dec 04	Not Available	
travelocity	CO-1283-EWR-PDX	Dec 04 - 7:15pm	Dec 04 - Not Available	C83	Dec 04 - 10:33pm	Dec 04 - Not Available	E4
orbitz	CO-1283-EWR-PDX	7:15pDec 4		 C83	10:33pDec 4		 E4
weather	CO-1283-EWR-PDX	2011-12-04 07:15 PM			2011-12-04 10:33 PM		
ifly	CO-1283-EWR-PDX	2011-12-04 7:15 PM	2011-12-04 7:15 PM (Estimated)		2011-12-04 10:33 PM	2011-12-04 10:33 PM (Estimated)	
flightarrival	CO-1283-EWR-PDX	7:15 PM, Dec 04	Not Available		10:33 PM, Dec 04	Not Available	
aa	AA-816-PAP-MIA	12/04/2011 10:30 AM	12/04/2011 10:40 AM	2	12/04/2011 12:35 PM	12/04/2011 12:27 PM	D45
airtravelcenter	AA-816-PAP-MIA		12/4/11 10:41 AM (-05:00)			12/4/11 12:23 PM (-05:00)	
myrateplan	AA-816-PAP-MIA		12/4/11 10:41 AM (-05:00)			12/4/11 12:23 PM (-05:00)	
helloflight	AA-816-PAP-MIA		12/4/11 10:41 AM (-05:00)			12/4/11 12:23 PM (-05:00)	
flytecomm	AA-816-PAP-MIA		12/4/11 10:41 AM (-05:00)			12/4/11 12:23 PM (-05:00)	
flights	AA-816-PAP-MIA	10:30 AM  Sun 04-Dec-2011	10:40 AM  Sun 04-Dec-2011	2	12:35 PM  Sun 04-Dec-2011	12:27 PM  Sun 04-Dec-2011	D45
businesstravellogue	AA-816-PAP-MIA	10:30 AM  Sun 04-Dec-2011	10:40 AM  Sun 04-Dec-2011	2	12:35 PM  Sun 04-Dec-2011	12:27 PM  Sun 04-Dec-2011	D45
flylouisville	AA-816-PAP-MIA	10:30 AM  Sun 04-Dec-2011	10:40 AM  Sun 04-Dec-2011	2	12:35 PM  Sun 04-Dec-2011	12:27 PM  Sun 04-Dec-2011	D45
world-flight-tracker	AA-816-PAP-MIA	2011-12-04 10:30 AM	2011-12-04 10:40 AM		2011-12-04 12:35 PM	2011-12-04 12:27 PM	
flightview	AA-816-PAP-MIA	10:30 AM, Dec 04	10:49 AM, Dec 04		12:35 PM, Dec 04	12:27 PM, Dec 04	
panynj	AA-816-PAP-MIA	10:30 AM, Dec 04	10:49 AM, Dec 04		12:35 PM, Dec 04	12:27 PM, Dec 04	
gofox	AA-816-PAP-MIA	10:30 AM, Dec 04	10:49 AM, Dec 04		12:35 PM, Dec 04	12:27 PM, Dec 04	
foxbusiness	AA-816-PAP-MIA	10:30 AM, Dec 04	10:49 AM, Dec 04		12:35 PM, Dec 04	12:27 PM, Dec 04	
allegiantair	AA-816-PAP-MIA	10:30 AM, Dec 04	10:49 AM, Dec 04		12:35 PM, Dec 04	12:27 PM, Dec 04	
boston	AA-816-PAP-MIA	10:30 AM, Dec 04	10:49 AM, Dec 04		12:35 PM, Dec 04	12:20 PM, Dec 04	
travelocity	AA-816-PAP-MIA	Dec 04 - 10:30am	Dec 04 - 10:27am	2	Dec 04 - 12:35pm	Dec 04 - 12:27pm	D45
orbitz	AA-816-PAP-MIA	10:30aDec 4	10:27aDec 4	 2	12:35pDec 4	12:27pDec 4	 D45
mia	AA-816-PAP-MIA				12:35P 12-04-11	2011-12-04  12:27P	
aa	AA-4195-ORD-MEM	12/04/2011 10:15 PM	12/04/2011 10:36 PM	G2B	12/05/2011 11:55 PM		C12A
flightexplorer	AA-4195-ORD-MEM		12/4/2011 10:37PM CST			12/5/2011 12:20AM CST	
airtravelcenter	AA-4195-ORD-MEM		12/4/11 10:37 PM (-06:00)			12/5/11 12:20 AM (-06:00)	
myrateplan	AA-4195-ORD-MEM		12/4/11 10:37 PM (-06:00)			12/5/11 12:20 AM (-06:00)	
helloflight	AA-4195-ORD-MEM		12/4/11 10:37 PM (-06:00)			12/5/11 12:20 AM (-06:00)	
flytecomm	AA-4195-ORD-MEM		12/4/11 10:37 PM (-06:00)			12/5/11 12:20 AM (-06:00)	
flightaware	AA-4195-ORD-MEM	2011-12-04 10:15PM CST	2011-12-04 10:37PM CST	 G2B 	2011-12-04 11:45PM CST	2011-12-04 12:20AM CST	 C12A 
wunderground	AA-4195-ORD-MEM	2011-12-04 10:15PM CST	2011-12-04 10:37PM CST	 G2B 	2011-12-04 11:45PM CST	2011-12-04 12:20AM CST	 C12A 
flights	AA-4195-ORD-MEM	10:15 PM  Sun 04-Dec-2011		G2B	11:55 PM  Sun 04-Dec-2011		C12A
businesstravellogue	AA-4195-ORD-MEM	10:15 PM  Sun 04-Dec-2011		G2B	11:55 PM  Sun 04-Dec-2011		C12A
flylouisville	AA-4195-ORD-MEM	10:15 PM  Sun 04-Dec-2011		G2B	11:55 PM  Sun 04-Dec-2011		C12A
flightstats	AA-4195-ORD-MEM	2011-12-04 10:15 PM	2011-12-04 10:37 PM (runway)		2011-12-04 11:55 PM	2011-12-04 12:20 AM (Estimated runway)	
quicktrip	AA-4195-ORD-MEM	2011-12-04 10:15 PM	2011-12-04 10:37 PM (runway)		2011-12-04 11:55 PM	2011-12-04 12:20 AM (Estimated runway)	
world-flight-tracker	AA-4195-ORD-MEM	2011-12-04 10:15 PM	2011-12-04 10:37 PM (runway)		2011-12-04 11:55 PM	2011-12-04 12:20 AM (Estimated runway)	
flightview	AA-4195-ORD-MEM	10:15 PM, Dec 04	10:37 PM, Dec 04		11:55 PM, Dec 04		
panynj	AA-4195-ORD-MEM	10:15 PM, Dec 04	10:37 PM, Dec 04		11:55 PM, Dec 04		
gofox	AA-4195-ORD-MEM	10:15 PM, Dec 04	10:37 PM, Dec 04		11:55 PM, Dec 04		
foxbusiness	AA-4195-ORD-MEM	10:15 PM, Dec 04	10:37 PM, Dec 04		11:55 PM, Dec 04		
allegiantair	AA-4195-ORD-MEM	10:15 PM, Dec 04	10:37 PM, Dec 04		11:55 PM, Dec 04		
boston	AA-4195-ORD-MEM	10:15 PM, Dec 04	10:37 PM, Dec 04		11:55 PM, Dec 04	12:23 AM, Dec 05&nbsp(Estimated)	
travelocity	AA-4195-ORD-MEM	Dec 04 - 10:15pm	Dec 04 - 10:14pm	G2B/T3	Dec 04 - 11:55pm	Dec 04 - 12:26am*	C12A
orbitz	AA-4195-ORD-MEM	10:15pDec 4	10:14pDec 4	 G2B	12:57aDec 5		 C12A
weather	AA-4195-ORD-MEM	2011-12-04 10:15 PM			2011-12-04 11:55 PM		
ord	AA-4195-ORD-MEM	2011-12-04 10:15 PM		G2B	2011-12-04 11:55 PM		C12A
usatoday	AA-4195-ORD-MEM	2011-12-04 10:15 PM			2011-12-04 11:55 PM		
flightwise	AA-4195-ORD-MEM	2011-12-04 10:15PM CST	2011-12-04 10:37PM CST	 G2B 	2011-12-04 11:45PM CST	2011-12-04 12:20AM CST	 C12A 
flightarrival	AA-4195-ORD-MEM	2011-12-04 10:15 PM			2011-12-04 11:55 PM		
aa	AA-3808-LAX-PHX	12/04/2011 10:30 PM		44J	12/05/2011 12:45 AM		2
flightexplorer	AA-3808-LAX-PHX		12/3/2011 11:05PM PST			12/4/2011 12:57AM MST	
flightexplorer	AA-3808-LAX-PHX	12/4/2011 10:40PM PST			12/5/2011 12:59AM MST		
airtravelcenter	AA-3808-LAX-PHX		12/4/11 10:57 PM (-08:00)			12/5/11 12:59 AM (-07:00)	
myrateplan	AA-3808-LAX-PHX		12/4/11 10:57 PM (-08:00)			12/5/11 12:59 AM (-07:00)	
helloflight	AA-3808-LAX-PHX		12/4/11 10:57 PM (-08:00)			12/5/11 12:59 AM (-07:00)	
flytecomm	AA-3808-LAX-PHX		12/4/11 10:57 PM (-08:00)			12/5/11 12:59 AM (-07:00)	
flightaware	AA-3808-LAX-PHX	2011-12-04 10:30PM PST	2011-12-04 10:57PM PST	 44J 	2011-12-04 12:32AM MST	2011-12-04 12:59AM MST	 2 
wunderground	AA-3808-LAX-PHX	2011-12-04 10:30PM PST	2011-12-04 10:57PM PST	 44J 	2011-12-04 12:32AM MST	2011-12-04 12:59AM MST	 2 
flights	AA-3808-LAX-PHX	10:30 PM  Sun 04-Dec-2011		44	12:45 AM  Mon 05-Dec-2011		2
businesstravellogue	AA-3808-LAX-PHX	10:30 PM  Sun 04-Dec-2011		44	12:45 AM  Mon 05-Dec-2011		2
