Flight_Num,Scheduled_Dept,Actual_Dept,Scheduled_Arrival,Actual_Arrival,source
2011-12-04-UA-2314-ATL-PHL, 2:55, 3:19, 5:00, 5:12
2011-12-04-UA-382-IAD-LAX,12:30,12:29, 3:19, 2:57
2011-12-04-UA-382-IAD-LAX,12:30,12:29, 3:19, 2:50
2011-12-04-UA-858-PVG-SFO, 1:45, 1:33, 8:27, 8:35
2011-12-04-UA-854-SFO-IAH, 7:53, 7:46, 1:35, 1:42
2011-12-04-CO-1586-IAH-MCO, 7:00, 7:24,10:15,10:44
2011-12-04-CO-1694-LAX-IAH, 7:15, 7:15,12:21,12:21
2011-12-04-CO-4888-IAH-DAL, 5:30, 5:30, 6:40, 6:50
2011-12-04-CO-1088-CLE-IAH, 8:40, 9:08,10:54,11:18
2011-12-04-CO-16-LAX-EWR,10:25,10:23, 6:42, 6:24
2011-12-04-CO-58-DEN-IAH,11:25,11:26, 2:50, 3:12
2011-12-04-CO-1193-EWR-MCO, 9:00, 9:01,12:00,11:51
2011-12-04-CO-1023-IAH-DEN,11:40,11:41, 1:16, 1:06
2011-12-04-CO-1250-MIA-IAH, 2:53, 3:02, 4:48, 4:50
2011-12-04-CO-62-IAH-EWR, 2:30, 2:33, 7:03, 6:59
2011-12-04-CO-52-IAH-LAX, 7:35, 7:34, 9:21, 9:09
2011-12-04-CO-1614-LAX-IAH,12:30,12:34, 5:35, 5:38
2011-12-04-CO-89-IAH-EWR, 6:00, 5:54,10:20,10:11
2011-12-04-CO-1090-BOS-IAH, 9:45, 9:41, 1:16, 1:32
2011-12-04-CO-45-EWR-MIA, 4:00, 4:20, 7:05, 7:26
2011-12-04-CO-63-EWR-IAH, 5:25, 5:22, 8:22, 8:11
2011-12-04-CO-50-CLE-EWR, 3:10, 3:00, 5:04, 4:41
2011-12-04-CO-1561-PHX-IAH, 8:05, 8:01,11:35,11:31
2011-12-04-CO-47-IAH-LAX, 7:10, 7:13, 8:56, 8:59
2011-12-05-AA-1221-MCO-ORD,8:00,8:06,9:50,9:29
2011-12-05-AA-4307-ORD-DTW,6:45,7:08,9:10,9:34
2011-12-05-AA-616-DFW-DTW,9:05,9:17,12:35,12:19
