Flight_Num,Scheduled_Dept,Actual_Dept,Scheduled_Arrival,Actual_Arrival
2011-12-09-UA-2726-FLL-PHL,4:00,4:00,6:46,6:23
2011-12-09-UA-2945-PHL-CLT,12:00,6:11,1:45,1:29
2011-12-09-UA-6273-YYC-SFO,7:35,7:32,9:43,9:14
2011-12-09-UA-2314-ATL-PHL,2:55,3:12,5:00,5:16
2011-12-09-UA-382-IAD-LAX,12:30,2:11,3:19,4:38
2011-12-09-UA-382-IAD-LAX,12:30,2:11,3:19,4:38
2011-12-09-UA-858-PVG-SFO,1:45,1:45,8:27,9:59
2011-12-09-UA-854-SFO-IAH,7:53,7:52,1:39,1:26
2011-12-09-CO-16-LAX-EWR,10:25,11:48,6:44,8:11
2011-12-09-CO-1193-EWR-MCO,9:15,9:15,12:18,12:16
2011-12-09-CO-1614-LAX-IAH,12:30,12:36,5:35,5:17
2011-12-09-CO-45-EWR-MIA,4:00,4:03,7:05,7:13
2011-12-09-CO-63-EWR-IAH,5:25,5:52,8:22,9:15
2011-12-09-CO-50-CLE-EWR,2:55,2:48,4:49,5:02
2011-12-09-CO-1561-PHX-IAH,8:05,8:05,11:35,11:19
2011-12-09-CO-47-IAH-LAX,7:10,7:11,8:56,8:54
2011-12-09-CO-1586-IAH-MCO,7:00,7:04,10:15,10:14
2011-12-09-CO-1694-LAX-IAH,7:15,7:15,12:21,12:21
2011-12-09-CO-4888-IAH-DAL,5:30,5:30,6:40,6:40
2011-12-09-CO-1088-CLE-IAH,8:40,8:48,10:54,10:58
2011-12-09-CO-58-DEN-IAH,11:25,11:37,2:50,2:50
2011-12-09-CO-1023-IAH-DEN,11:40,11:45,1:17,1:28
2011-12-09-CO-1250-MIA-IAH,2:53,3:16,4:45,4:55
2011-12-09-CO-62-IAH-EWR,2:30,3:01,7:03,7:13
2011-12-09-CO-52-IAH-LAX,7:35,7:39,9:21,9:35
2011-12-09-CO-89-IAH-EWR,6:00,5:55,10:20,10:01
2011-12-09-CO-1090-BOS-IAH,9:45,9:39,1:16,1:07
2011-12-10-AA-1221-MCO-ORD,8:00,7:54,9:50,9:36
2011-12-10-AA-4307-ORD-DTW,8:05,8:23,10:20,10:33
2011-12-10-AA-616-DFW-DTW,9:05,8:59,12:35,12:38
2011-12-10-AA-431-MIA-SFO,8:35,8:30,11:50,11:06
2011-12-10-AA-3756-ORD-SLC,12:15,12:10,2:45,2:10
2011-12-10-AA-2050-ORD-MIA,10:40,10:47,2:45,2:44
2011-12-10-AA-3804-PHL-ORD,2:35,2:27,4:05,3:30
2011-12-10-AA-1664-MIA-ATL,10:15,10:43,12:10,12:42
2011-12-10-AA-789-ORD-DEN,1:05,2:21,2:35,3:42
2011-12-10-AA-1733-ORD-PHX,7:45,7:43,10:30,December 10; 2011     
2011-12-10-AA-1733-ORD-PHX,7:45,7:43,10:30,December 10; 2011     
2011-12-10-AA-4277-CVG-JFK,12:10,12:05,2:15,1:53
2011-12-10-AA-2312-DFW-DTW,8:25,December 10; 2011     ,11:50,December 10; 2011     
2011-12-10-AA-85-JFK-SFO,3:05,3:01,6:30,5:55
2011-12-10-AA-404-MIA-MCO,6:45,6:45,7:45,7:46
2011-12-10-AA-446-DFW-PHL,11:50,11:55,3:50,4:03
2011-12-10-AA-2268-PHX-ORD,7:15,7:09,11:35,11:17
2011-12-10-AA-4344-ORD-DTW,11:45,11:42,2:00,1:50
2011-12-10-AA-484-DFW-MIA,4:15,4:21,7:55,7:53
2011-12-10-AA-3979-CVG-ORD,7:30,7:23,8:00,7:56
2011-12-10-AA-3063-SLC-LAX,8:20,8:13,9:20,December 10; 2011     
2011-12-10-AA-3859-IAH-ORD,7:10,7:03,9:40,9:26
2011-12-10-AA-3842-MSP-ORD,6:00,6:02,7:30,7:13
2011-12-10-AA-1544-SAN-ORD,11:25,11:26,5:25,5:19
2011-12-10-AA-649-ORD-SNA,1:30,December 10; 2011     ,3:50,December 10; 2011     
2011-12-10-AA-1640-MIA-MCO,6:30,December 10; 2011     ,7:25,December 10; 2011     
2011-12-10-AA-518-MIA-JFK,6:30,6:43,9:15,9:03
2011-12-10-AA-2525-DFW-MIA,7:25,7:49,11:10,11:23
2011-12-10-AA-1279-DFW-PHX,1:00,1:06,2:35,2:30
2011-12-10-AA-1522-SFO-ORD,11:55,December 10; 2011     ,5:50,December 11; 2011     
2011-12-10-AA-1434-DFW-MCO,7:15,7:09,10:35,10:43
2011-12-10-AA-59-JFK-SFO,7:10,7:02,10:45,10:08
2011-12-10-AA-415-BOS-ORD,8:35,8:30,10:40,10:11
2011-12-10-AA-222-LAX-BOS,7:10,7:05,3:30,3:28
2011-12-10-AA-3823-LAX-DEN,9:00,December 10; 2011     ,12:15,December 11; 2011     
2011-12-10-AA-1165-JFK-MIA,6:59,6:55,10:34,11:01
2011-12-10-AA-3786-IAH-ORD,4:00,3:48,6:40,6:23
2011-12-10-AA-4330-CVG-ORD,3:35,3:26,4:00,3:32
2011-12-10-AA-3468-CVG-MIA,7:00,7:01,9:55,9:55
2011-12-10-AA-204-LAX-MCO,11:25,December 10; 2011     ,6:55,December 11; 2011     
2011-12-10-AA-466-IAH-MIA,6:00,6:06,9:20,9:19
2011-12-10-AA-3-JFK-LAX,12:00,11:53,3:15,2:35
2011-12-10-AA-1007-MIA-PHX,4:55,4:52,8:05,7:48
2011-12-10-AA-271-MIA-LAX,11:35,11:36,2:25,2:28
2011-12-10-AA-643-MIA-ORD,7:10,7:10,9:35,9:18
2011-12-10-AA-4198-ORD-CLE,10:40,10:36,12:55,12:46
2011-12-10-AA-400-DFW-JFK,10:40,11:50,2:59,4:02
2011-12-10-AA-1886-BOS-MIA,10:45,10:48,2:20,2:17
2011-12-10-AA-1917-JFK-MCO,2:55,2:51,5:55,5:54
2011-12-10-AA-3809-PHX-LAX,6:00,5:52,6:40,6:23
2011-12-10-AA-2957-DFW-CVG,7:55,7:51,11:05,11:08
2011-12-10-UA-1500-IAH-GUA,8:55,9:02,11:45,11:47
2011-12-10-UA-257-JFK-SFO,2:30,3:39,6:07,6:39
2011-12-10-UA-62-IAH-EWR,2:30,2:40,7:01,6:49
2011-12-10-UA-397-JFK-SFO,8:00,7:57,11:55,11:06
2011-12-10-UA-2704-DTW-PHX,11:15,11:15,1:40,1:32
2011-12-10-UA-3373-IAD-PHL,8:27,8:24,9:22,9:16
2011-12-10-UA-2906-PHL-MCO,3:50,3:57,6:23,6:43
2011-12-10-UA-938-DEN-ORD,3:55,4:20,7:15,7:38
2011-12-10-UA-3099-PHX-PHL,11:55,11:55,6:17,6:00
2011-12-10-UA-3925-IAD-ORF,8:42,8:39,9:55,9:38
2011-12-10-UA-5487-SFO-MRY,10:39,10:41,11:19,11:23
2011-12-10-UA-3050-PHX-CLT,11:05,11:05,4:57,5:05
2011-12-10-UA-828-SFO-ORD,11:20,11:20,5:17,5:17
2011-12-10-UA-2830-MCO-CLT,3:27,3:51,5:05,5:25
2011-12-10-UA-37-EWR-MCO,1:45,2:01,4:30,4:55
2011-12-10-UA-37-EDI-EWR,9:05,11:02,11:53,2:40
2011-12-10-UA-2708-EWR-CLT,2:55,2:55,4:53,5:02
2011-12-10-UA-2726-FLL-PHL,4:00,4:00,6:46,6:13
2011-12-10-UA-2945-PHL-CLT,12:00,5:11,1:45,1:36
2011-12-10-UA-6273-YYC-SFO,8:01,7:59,10:09,10:19
2011-12-10-UA-382-IAD-LAX,12:30,1:08,3:19,3:31
2011-12-10-UA-858-PVG-SFO,1:45,1:36,8:27,7:49
2011-12-10-UA-854-SFO-IAH,7:55,7:53,1:41,1:25
2011-12-10-CO-1586-IAH-MCO,7:00,7:00,10:15,10:04
2011-12-10-CO-1088-CLE-IAH,8:40,8:42,10:54,10:55
2011-12-10-CO-16-LAX-EWR,10:25,10:35,6:42,6:52
2011-12-10-CO-58-DEN-IAH,11:25,11:30,2:47,2:37
2011-12-10-CO-1193-EWR-MCO,3:45,3:40,6:31,6:35
2011-12-10-CO-1023-IAH-DEN,11:40,1:43,1:16,3:00
2011-12-10-CO-1250-MIA-IAH,2:53,2:54,4:48,4:47
2011-12-10-CO-62-IAH-EWR,2:30,2:40,7:01,6:49
2011-12-10-CO-52-IAH-LAX,7:35,7:36,9:21,9:23
2011-12-10-CO-1614-LAX-IAH,12:30,12:36,5:35,5:21
2011-12-10-CO-89-IAH-EWR,6:00,6:02,10:20,10:03
2011-12-10-CO-1090-BOS-IAH,9:45,9:39,1:16,12:57
2011-12-10-CO-63-EWR-IAH,5:25,5:31,8:19,7:58
2011-12-10-CO-50-CLE-EWR,2:55,2:49,4:39,4:40
2011-12-10-CO-1561-PHX-IAH,8:05,8:02,11:35,11:21
2011-12-11-AA-1221-MCO-ORD,8:00,8:00,9:50,9:38
2011-12-11-AA-4307-ORD-DTW,6:45,6:41,9:10,8:50
2011-12-11-AA-616-DFW-DTW,9:05,9:01,12:35,12:35
2011-12-11-AA-431-MIA-SFO,8:35,8:25,11:50,11:30
2011-12-11-AA-3756-ORD-SLC,12:15,12:24,2:45,2:30
2011-12-11-AA-2050-ORD-MIA,10:40,10:42,2:45,2:36
2011-12-11-AA-3804-PHL-ORD,2:35,2:28,4:05,3:24
2011-12-11-AA-1664-MIA-ATL,10:15,10:15,12:10,12:04
2011-12-11-AA-789-ORD-DEN,1:05,1:02,2:35,2:20
2011-12-11-AA-1733-ORD-PHX,7:45,7:42,10:30,December 11; 2011     
2011-12-11-AA-1733-ORD-PHX,7:45,7:42,10:30,December 11; 2011     
2011-12-11-AA-4277-CVG-JFK,12:10,12:03,2:15,2:03
2011-12-11-AA-2312-DFW-DTW,8:25,December 11; 2011     ,11:50,December 11; 2011     
2011-12-11-AA-85-JFK-SFO,3:05,3:05,6:30,6:34
2011-12-11-AA-404-MIA-MCO,6:45,6:41,7:45,7:42
2011-12-11-AA-446-DFW-PHL,11:50,11:47,3:50,3:53
2011-12-11-AA-2268-PHX-ORD,7:15,7:12,11:35,11:20
2011-12-11-AA-4344-ORD-DTW,11:45,11:40,2:00,1:48
2011-12-11-AA-484-DFW-MIA,4:15,4:14,7:55,7:47
2011-12-11-AA-3979-CVG-ORD,7:30,7:15,8:00,7:45
2011-12-11-AA-3063-SLC-LAX,8:20,8:09,9:20,December 11; 2011     
2011-12-11-AA-3859-IAH-ORD,7:10,7:02,9:40,9:21
2011-12-11-AA-3842-MSP-ORD,6:00,6:02,7:30,7:21
2011-12-11-AA-1544-SAN-ORD,11:25,11:18,5:25,5:04
2011-12-11-AA-649-ORD-SNA,1:30,December 11; 2011     ,3:50,December 11; 2011     
2011-12-11-AA-1640-MIA-MCO,6:30,December 11; 2011     ,7:25,December 11; 2011     
2011-12-11-AA-518-MIA-JFK,6:30,6:36,9:15,9:23
2011-12-11-AA-2525-DFW-MIA,7:25,7:21,11:10,11:17
2011-12-11-AA-1279-DFW-PHX,1:00,1:02,2:35,2:44
2011-12-11-AA-1522-SFO-ORD,11:55,December 11; 2011     ,5:50,December 12; 2011     
2011-12-11-AA-1434-DFW-MCO,7:15,7:06,10:35,10:33
2011-12-11-AA-59-JFK-SFO,7:10,7:05,10:45,10:25
2011-12-11-AA-415-BOS-ORD,8:35,8:31,10:40,10:08
2011-12-11-AA-222-LAX-BOS,7:10,7:02,3:30,3:10
2011-12-11-AA-3823-LAX-DEN,9:00,December 11; 2011     ,12:15,December 12; 2011     
2011-12-11-AA-1165-JFK-MIA,6:59,6:55,10:34,10:14
2011-12-11-AA-3786-IAH-ORD,4:00,3:52,6:40,6:17
2011-12-11-AA-4330-CVG-ORD,3:35,3:26,4:00,3:31
2011-12-11-AA-3468-CVG-MIA,7:00,7:21,9:55,10:15
2011-12-11-AA-204-LAX-MCO,11:25,December 11; 2011     ,6:55,December 12; 2011     
2011-12-11-AA-466-IAH-MIA,6:00,5:54,9:20,8:56
2011-12-11-AA-3-JFK-LAX,12:00,11:54,3:15,3:03
2011-12-11-AA-1007-MIA-PHX,4:55,5:25,8:05,8:39
2011-12-11-AA-271-MIA-LAX,11:35,12:28,2:25,December 11; 2011     
2011-12-11-AA-643-MIA-ORD,7:10,7:08,9:35,9:23
2011-12-11-AA-4198-ORD-CLE,10:40,10:36,12:55,12:43
2011-12-11-AA-400-DFW-JFK,10:40,10:41,2:59,2:55
2011-12-11-AA-1886-BOS-MIA,10:45,10:45,2:20,2:03
2011-12-11-AA-1917-JFK-MCO,2:55,2:55,5:55,5:48
2011-12-11-AA-3809-PHX-LAX,6:00,7:23,6:40,7:43
2011-12-11-AA-2957-DFW-CVG,7:55,7:55,11:05,10:58
2011-12-11-UA-1500-IAH-GUA,8:55,9:19,11:45,11:52
2011-12-11-UA-3515-IAD-MSP,8:15,8:13,10:06,9:52
2011-12-11-UA-664-ORD-PHL,1:20,1:19,4:25,4:15
2011-12-11-UA-414-LAX-SFO,6:00,6:00,7:23,7:20
2011-12-11-UA-257-JFK-SFO,2:30,2:27,6:10,5:38
2011-12-11-UA-62-IAH-EWR,2:30,3:05,7:03,7:27
2011-12-11-UA-843-LAX-ORD,1:50,1:58,7:55,7:32
2011-12-11-UA-248-PHX-ORD,12:47,12:47,5:15,5:03
2011-12-11-UA-248-PHX-ORD,12:47,12:41,5:15,4:39
2011-12-11-UA-397-JFK-SFO,8:00,7:53,11:49,10:56
2011-12-11-UA-2704-DTW-PHX,11:15,11:15,1:40,1:20
2011-12-11-UA-3373-IAD-PHL,8:25,9:30,9:20,10:22
2011-12-11-UA-2906-PHL-MCO,3:50,3:50,6:23,6:06
2011-12-11-UA-938-DEN-ORD,4:16,4:18,7:34,7:30
2011-12-11-UA-3099-PHX-PHL,11:55,12:04,6:17,6:11
2011-12-11-UA-3925-IAD-ORF,8:42,8:37,9:55,9:31
2011-12-11-UA-5487-SFO-MRY,10:39,10:35,11:19,11:13
2011-12-11-UA-3050-PHX-CLT,11:05,11:05,4:57,4:55
2011-12-11-UA-828-SFO-ORD,11:55,11:55,5:55,5:55
2011-12-11-UA-2830-MCO-CLT,3:27,3:33,5:05,5:05
2011-12-11-UA-37-EWR-MCO,1:29,1:52,4:17,4:34
2011-12-11-UA-37-EDI-EWR,9:05,8:58,11:53,11:51
2011-12-11-UA-2708-EWR-CLT,2:55,2:55,4:53,4:42
2011-12-11-UA-233-LAX-JFK,4:20,4:20,12:29,12:29
2011-12-11-UA-2726-FLL-PHL,4:00,4:00,6:46,6:28
2011-12-11-UA-2945-PHL-CLT,12:00,5:12,1:45,1:46
2011-12-11-UA-6273-YYC-SFO,7:35,7:20,9:43,9:55
2011-12-11-UA-2314-ATL-PHL,2:55,2:55,5:00,4:48
2011-12-11-UA-382-IAD-LAX,12:30,12:53,3:19,3:27
2011-12-11-UA-382-IAD-LAX,12:30,12:53,3:19,3:33
2011-12-11-UA-858-PVG-SFO,1:45,1:40,8:27,7:50
2011-12-11-UA-854-SFO-IAH,7:53,7:51,1:35,1:11
2011-12-11-CO-1586-IAH-MCO,7:00,7:07,10:15,10:21
2011-12-11-CO-1694-LAX-IAH,7:15,7:15,12:21,12:21
2011-12-11-CO-4888-IAH-DAL,5:30,5:30,6:40,6:40
2011-12-11-CO-1088-CLE-IAH,8:40,8:31,10:54,10:29
2011-12-11-CO-16-LAX-EWR,10:25,10:32,6:42,6:44
2011-12-11-CO-58-DEN-IAH,11:25,11:25,2:50,2:33
2011-12-11-CO-1193-EWR-MCO,9:00,8:54,12:00,11:42
2011-12-11-CO-1023-IAH-DEN,11:40,11:45,1:16,1:13
2011-12-11-CO-1250-MIA-IAH,2:53,3:01,4:48,5:09
2011-12-11-CO-62-IAH-EWR,2:30,3:05,7:03,7:27
2011-12-11-CO-52-IAH-LAX,7:35,7:42,9:21,9:36
2011-12-11-CO-1614-LAX-IAH,12:30,12:33,5:35,5:17
2011-12-11-CO-89-IAH-EWR,6:00,6:03,10:20,10:27
2011-12-11-CO-1090-BOS-IAH,9:45,9:41,1:16,12:46
2011-12-11-CO-45-EWR-MIA,4:00,4:02,7:05,7:00
2011-12-11-CO-63-EWR-IAH,5:25,6:18,8:22,9:02
2011-12-11-CO-50-CLE-EWR,3:10,3:08,5:04,5:11
2011-12-11-CO-1561-PHX-IAH,8:05,8:02,11:35,11:10
2011-12-11-CO-47-IAH-LAX,7:10,7:23,8:56,9:14
2011-12-12-AA-1221-MCO-ORD,8:00,7:57,9:50,9:48
2011-12-12-AA-4307-ORD-DTW,6:45,6:45,9:10,9:05
2011-12-12-AA-616-DFW-DTW,9:05,9:35,12:35,1:00
2011-12-12-AA-431-MIA-SFO,8:35,8:30,11:50,11:32
2011-12-12-AA-3756-ORD-SLC,12:15,12:07,2:45,2:33
2011-12-12-AA-2050-ORD-MIA,,December 12; 2011     ,,December 12; 2011     
2011-12-12-AA-3804-PHL-ORD,2:35,2:30,4:05,3:37
2011-12-12-AA-1664-MIA-ATL,10:15,10:24,12:10,12:20
2011-12-12-AA-789-ORD-DEN,1:05,1:03,2:35,2:31
2011-12-12-AA-1733-ORD-PHX,7:45,7:46,10:30,December 12; 2011     
2011-12-12-AA-1733-ORD-PHX,7:45,7:46,10:30,December 12; 2011     
2011-12-12-AA-4277-CVG-JFK,12:10,12:05,2:15,1:56
2011-12-12-AA-2312-DFW-DTW,8:25,December 12; 2011     ,11:50,December 12; 2011     
2011-12-12-AA-85-JFK-SFO,3:05,3:05,6:30,6:39
2011-12-12-AA-404-MIA-MCO,6:45,6:52,7:45,7:49
2011-12-12-AA-446-DFW-PHL,11:50,11:50,3:50,3:49
2011-12-12-AA-2268-PHX-ORD,7:15,7:11,11:35,10:59
2011-12-12-AA-4344-ORD-DTW,11:45,11:41,2:00,1:45
2011-12-12-AA-484-DFW-MIA,4:15,4:16,7:55,8:03
2011-12-12-AA-3979-CVG-ORD,7:30,7:30,8:00,8:18
2011-12-12-AA-3063-SLC-LAX,8:20,8:13,9:20,December 12; 2011     
2011-12-12-AA-3859-IAH-ORD,7:10,7:04,9:40,9:17
2011-12-12-AA-3842-MSP-ORD,6:00,5:58,7:30,7:16
2011-12-12-AA-1544-SAN-ORD,11:25,11:44,5:25,5:14
2011-12-12-AA-649-ORD-SNA,1:30,December 12; 2011     ,3:50,December 12; 2011     
2011-12-12-AA-1640-MIA-MCO,6:30,December 12; 2011     ,7:25,December 12; 2011     
2011-12-12-AA-518-MIA-JFK,6:30,6:45,9:15,9:30
2011-12-12-AA-2525-DFW-MIA,7:25,7:41,11:10,11:19
2011-12-12-AA-1279-DFW-PHX,1:00,12:57,2:35,2:42
2011-12-12-AA-1522-SFO-ORD,11:55,December 12; 2011     ,5:50,December 13; 2011     
2011-12-12-AA-1434-DFW-MCO,7:15,7:12,10:35,10:38
2011-12-12-AA-59-JFK-SFO,7:10,7:27,10:45,10:43
2011-12-12-AA-415-BOS-ORD,8:35,8:32,10:40,10:03
2011-12-12-AA-222-LAX-BOS,7:10,7:04,3:30,3:07
2011-12-12-AA-3823-LAX-DEN,9:00,December 12; 2011     ,12:15,December 13; 2011     
2011-12-12-AA-1165-JFK-MIA,6:59,6:56,10:34,9:50
2011-12-12-AA-3786-IAH-ORD,4:00,3:53,6:40,6:17
2011-12-12-AA-4330-CVG-ORD,3:35,3:28,4:00,3:37
2011-12-12-AA-3468-CVG-MIA,7:00,6:53,9:55,9:51
2011-12-12-AA-204-LAX-MCO,11:25,December 12; 2011     ,6:55,December 13; 2011     
2011-12-12-AA-466-IAH-MIA,6:00,6:09,9:20,9:21
2011-12-12-AA-3-JFK-LAX,12:00,11:53,3:15,3:16
2011-12-12-AA-1007-MIA-PHX,4:55,5:21,8:05,8:34
2011-12-12-AA-271-MIA-LAX,11:35,11:34,2:25,2:28
2011-12-12-AA-643-MIA-ORD,7:10,7:06,9:35,9:17
2011-12-12-AA-4198-ORD-CLE,10:40,10:34,12:55,12:46
2011-12-12-AA-400-DFW-JFK,10:40,10:43,2:59,2:51
2011-12-12-AA-1886-BOS-MIA,10:45,11:19,2:20,2:35
2011-12-12-AA-1917-JFK-MCO,2:55,2:54,5:55,5:44
2011-12-12-AA-3809-PHX-LAX,6:00,5:58,6:40,6:20
2011-12-12-AA-2957-DFW-CVG,7:55,7:52,11:05,11:00
2011-12-12-UA-1500-IAH-GUA,8:55,9:13,11:45,11:45
2011-12-12-UA-3515-IAD-MSP,8:17,8:30,10:08,10:04
2011-12-12-UA-664-ORD-PHL,1:33,1:29,4:31,4:35
2011-12-12-UA-414-LAX-SFO,6:00,5:59,7:23,7:12
2011-12-12-UA-257-JFK-SFO,2:30,2:25,6:15,5:38
2011-12-12-UA-62-IAH-EWR,2:30,2:28,7:03,6:49
2011-12-12-UA-843-LAX-ORD,1:55,2:20,7:53,7:52
2011-12-12-UA-248-PHX-ORD,12:57,12:57,5:15,5:02
2011-12-12-UA-248-PHX-ORD,12:57,12:57,5:15,4:45
2011-12-12-UA-397-JFK-SFO,8:00,7:58,11:55,11:10
2011-12-12-UA-2704-DTW-PHX,11:15,11:15,1:40,2:03
2011-12-12-UA-2515-DFW-CLT,7:05,7:05,10:31,10:31
2011-12-12-UA-3373-IAD-PHL,8:29,8:40,9:24,10:11
2011-12-12-UA-2906-PHL-MCO,3:50,3:50,6:23,6:10
2011-12-12-UA-938-DEN-ORD,4:16,4:17,7:35,7:15
2011-12-12-UA-3099-PHX-PHL,11:55,11:55,6:17,6:12
2011-12-12-UA-3925-IAD-ORF,8:42,8:38,9:55,9:29
2011-12-12-UA-5487-SFO-MRY,10:39,10:39,11:19,11:30
2011-12-12-UA-3050-PHX-CLT,11:05,11:05,4:57,4:47
2011-12-12-UA-828-SFO-ORD,11:08,11:08,5:11,5:11
2011-12-12-UA-2830-MCO-CLT,3:27,3:27,5:05,5:21
2011-12-12-UA-37-EWR-MCO,1:29,1:26,4:17,4:06
2011-12-12-UA-37-EDI-EWR,9:05,9:01,11:53,11:31
2011-12-12-UA-2708-EWR-CLT,2:55,2:55,4:53,4:34
2011-12-12-UA-233-LAX-JFK,4:25,4:25,12:29,12:29
2011-12-12-UA-2726-FLL-PHL,4:00,4:00,6:46,6:18
2011-12-12-UA-2945-PHL-CLT,12:00,5:11,1:45,1:35
2011-12-12-UA-6273-YYC-SFO,7:35,7:29,9:43,9:20
2011-12-12-UA-2314-ATL-PHL,2:55,3:03,5:00,5:03
2011-12-12-UA-382-IAD-LAX,12:30,12:27,3:19,3:03
2011-12-12-UA-382-IAD-LAX,12:30,12:27,3:19,3:25
2011-12-12-UA-858-PVG-SFO,1:45,1:56,8:27,8:28
2011-12-12-UA-854-SFO-IAH,7:53,7:47,1:39,1:30
2011-12-12-CO-1586-IAH-MCO,7:00,6:59,10:15,10:05
2011-12-12-CO-4888-IAH-DAL,5:30,5:30,6:40,6:40
2011-12-12-CO-1088-CLE-IAH,8:40,8:36,10:54,10:45
2011-12-12-CO-16-LAX-EWR,10:25,10:27,6:44,6:27
2011-12-12-CO-58-DEN-IAH,11:25,11:27,2:50,2:44
2011-12-12-CO-1193-EWR-MCO,9:15,9:13,12:18,12:03
2011-12-12-CO-1023-IAH-DEN,11:40,11:40,1:17,12:57
2011-12-12-CO-1250-MIA-IAH,2:53,2:59,4:48,4:48
2011-12-12-CO-62-IAH-EWR,2:30,2:29,7:03,6:49
2011-12-12-CO-52-IAH-LAX,7:35,7:41,9:21,9:31
2011-12-12-CO-1614-LAX-IAH,12:30,12:46,5:35,5:42
2011-12-12-CO-89-IAH-EWR,6:00,6:05,10:20,10:22
2011-12-12-CO-1090-BOS-IAH,9:45,9:46,1:16,1:10
2011-12-12-CO-45-EWR-MIA,4:00,3:57,7:05,6:55
2011-12-12-CO-63-EWR-IAH,5:25,6:07,8:22,8:58
2011-12-12-CO-50-CLE-EWR,2:55,2:54,4:49,4:16
2011-12-12-CO-1561-PHX-IAH,8:05,8:05,11:35,11:43
2011-12-12-CO-47-IAH-LAX,7:10,7:32,8:56,9:29
2011-12-13-AA-1221-MCO-ORD,8:00,7:59,9:50,9:57
2011-12-13-AA-4307-ORD-DTW,6:45,6:42,9:10,8:55
2011-12-13-AA-616-DFW-DTW,9:05,9:03,12:35,12:29
2011-12-13-AA-431-MIA-SFO,8:35,8:33,11:50,11:27
2011-12-13-AA-3756-ORD-SLC,12:15,12:15,2:45,2:36
2011-12-13-AA-2050-ORD-MIA,10:40,10:38,2:45,2:20
2011-12-13-AA-3804-PHL-ORD,2:35,2:28,4:05,3:44
2011-12-13-AA-1664-MIA-ATL,10:15,10:17,12:10,12:08
2011-12-13-AA-789-ORD-DEN,1:05,1:02,2:35,2:39
2011-12-13-AA-1733-ORD-PHX,7:45,8:02,10:30,December 13; 2011     
2011-12-13-AA-1733-ORD-PHX,7:45,8:02,10:30,December 13; 2011     
2011-12-13-AA-4277-CVG-JFK,12:10,12:06,2:15,1:49
2011-12-13-AA-2312-DFW-DTW,8:25,December 13; 2011     ,11:50,December 13; 2011     
2011-12-13-AA-85-JFK-SFO,3:05,3:05,6:30,6:36
2011-12-13-AA-404-MIA-MCO,6:45,6:40,7:45,7:40
2011-12-13-AA-446-DFW-PHL,11:50,11:49,3:50,3:44
2011-12-13-AA-2268-PHX-ORD,7:15,7:11,11:35,11:02
2011-12-13-AA-4344-ORD-DTW,11:45,11:38,2:00,1:45
2011-12-13-AA-484-DFW-MIA,4:15,4:40,7:55,8:12
2011-12-13-AA-3979-CVG-ORD,7:30,7:23,8:00,7:44
2011-12-13-AA-3063-SLC-LAX,8:20,8:12,9:20,December 13; 2011     
2011-12-13-AA-3859-IAH-ORD,7:10,6:59,9:40,9:18
2011-12-13-AA-3842-MSP-ORD,6:00,5:54,7:30,7:02
2011-12-13-AA-1544-SAN-ORD,11:25,11:23,5:25,5:04
2011-12-13-AA-649-ORD-SNA,1:30,December 13; 2011     ,3:50,December 13; 2011     
2011-12-13-AA-1640-MIA-MCO,6:30,December 13; 2011     ,7:25,December 13; 2011     
2011-12-13-AA-518-MIA-JFK,6:30,6:53,9:15,9:38
2011-12-13-AA-2525-DFW-MIA,7:25,7:24,11:10,11:07
2011-12-13-AA-1279-DFW-PHX,1:00,1:02,2:35,2:43
2011-12-13-AA-1522-SFO-ORD,11:55,December 13; 2011     ,5:50,December 14; 2011     
2011-12-13-AA-1434-DFW-MCO,7:15,7:10,10:35,10:28
2011-12-13-AA-59-JFK-SFO,7:10,7:08,10:45,10:52
2011-12-13-AA-415-BOS-ORD,8:35,8:28,10:40,10:14
2011-12-13-AA-222-LAX-BOS,7:10,7:03,3:30,3:08
2011-12-13-AA-3823-LAX-DEN,9:00,December 13; 2011     ,12:15,December 14; 2011     
2011-12-13-AA-1165-JFK-MIA,6:59,7:38,10:34,10:30
2011-12-13-AA-3786-IAH-ORD,4:00,3:59,6:40,6:04
2011-12-13-AA-3468-CVG-MIA,7:00,6:53,9:55,9:22
2011-12-13-AA-204-LAX-MCO,11:25,December 13; 2011     ,6:55,December 14; 2011     
2011-12-13-AA-466-IAH-MIA,6:00,5:57,9:20,9:18
2011-12-13-AA-3-JFK-LAX,12:00,11:53,3:15,3:17
2011-12-13-AA-1007-MIA-PHX,4:55,4:55,8:05,8:08
2011-12-13-AA-271-MIA-LAX,11:35,11:50,2:25,2:16
2011-12-13-AA-643-MIA-ORD,,December 13; 2011     ,,December 13; 2011     
2011-12-13-AA-4198-ORD-CLE,10:40,11:40,12:55,1:41
2011-12-13-AA-400-DFW-JFK,10:40,10:46,2:59,2:53
2011-12-13-AA-1886-BOS-MIA,10:45,10:47,2:20,1:48
2011-12-13-AA-1917-JFK-MCO,2:55,3:03,5:55,5:53
2011-12-13-AA-3809-PHX-LAX,6:00,5:56,6:40,6:25
2011-12-13-AA-2957-DFW-CVG,7:55,7:48,11:05,10:54
2011-12-13-UA-1500-IAH-GUA,8:55,9:18,11:45,12:07
2011-12-13-UA-3515-IAD-MSP,8:15,8:08,10:06,10:21
