akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
MORGAN STREET CAFE,1966069,CHICAGO,IL,Fail,-87.65183157,41.88004797,20161006,Risk 1 (High),(41.880047970125254,1595203,Restaurant,111 S MORGAN ST ,Complaint,MORGAN STREET CAFE,60607
MR. TACO'S RESTAURANT,1966053,CHICAGO,IL,Pass w/ Conditions,-87.66883075,41.89615776,20161006,Risk 1 (High),(41.8961577553467,2074632,Restaurant,1640 W CHICAGO AVE ,Suspected Food Poisoning,MR. TACO'S RESTAURANT,60622
THE GROVE/ SMOOTHIE KING  (T1  B6),1966052,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161006,Risk 2 (Medium),(42.008536400868735,1926527,Restaurant,11601 W TOUHY AVE ,Canvass,THE GROVE,60666
I Learn Center of Chicago,1966055,CHICAGO,IL,Pass w/ Conditions,-87.66846833,41.93018915,20161006,Risk 1 (High),(41.93018914881091,2229462,Daycare Above and Under 2 Years,2650 N Ashland AVE ,Canvass,I Learn Center of Chicago,60614
SNAP KITCHEN,1966048,CHICAGO,IL,Fail,-87.66976711,41.88314295,20161006,Risk 1 (High),(41.88314294811615,2404720,Catering,1709 W WASHINGTON BLVD ,Complaint,SNAP KITCHEN,60612
AIR FORCE ACADEMY,1955273,CHICAGO,IL,Pass,-87.63279369,41.82814609,20161006,Risk 1 (High),(41.82814608618307,2224884,School,3630 S WELLS ST ,Canvass,AIR FORCE ACADEMY,60609
SAUGANASH SCHOOL FOR THE YOUNG YEARS,1965885,,IL,Not Ready,-87.74242662,41.98985673,20161004,Risk 3 (Low),(41.98985673339672,2364330,Children's Services Facility,4541 W PETERSON AVE ,License,SAUGANASH SCHOOL FOR THE YOUNG YEARS,60646
KINDRED CHICAGO-LAKESHORE,1966035,CHICAGO,IL,Pass,-87.65563353,41.99326388,20161006,Risk 1 (High),(41.99326388349249,2206263,Hospital,6130 N SHERIDAN RD ,Canvass,KINDRED CHICAGO-LAKESHORE,60660
WABI SABI ROTARY,1966036,CHICAGO,IL,Fail,-87.65462704,41.96433623,20161006,Risk 1 (High),(41.964336225778,2492706,Restaurant,4521 N SHERIDAN RD ,License,WABI SABI ROTARY,60640
SUBWAY,1966031,CHICAGO,IL,Pass,-87.71288467,41.96851446,20161006,Risk 1 (High),(41.96851446149223,2068996,Restaurant,3348 W LAWRENCE AVE ,Complaint Re-Inspection,SUBWAY,60625
FAIRPLAY FINER FOOD,1966029,CHICAGO,IL,Pass,-87.6857857,41.85198384,20161006,Risk 1 (High),(41.85198383957328,10940,Grocery Store,2200 S WESTERN AVE ,Short Form Complaint,FAIRPLAY FINER FOOD,60608
,1951264,CHICAGO,IL,Pass,-87.62641329,41.8853537,20161006,Risk 1 (High),(41.885353703982936,2483647,Restaurant,180 N WABASH AVE ,License Re-Inspection,Capriotti's Sandwich Shop,60601
418 FAMILY CHILDCARE CENTER,1966335,CHICAGO,IL,Out of Business,-87.65460338,41.9619503,20161006,Risk 1 (High),(41.961950302699556,2216199,Daycare Combo 1586,4405-4407 N SHERIDAN RD ,Canvass,418 FAMILY CHILDCARE CENTER,60640
FAT BOYS MART,1966027,CHICAGO,IL,Fail,-87.68614996,41.77911271,20161006,Risk 3 (Low),(41.779112711099536,2492320,Grocery Store,2501 W 63RD ST ,License,FAT BOYS MART,60629
JOHNNY'S ICE HOUSE,1966028,CHICAGO,IL,Pass,-87.66160473,41.88165389,20161006,Risk 2 (Medium),(41.8816538895371,72432,Restaurant,1350 W MADISON ST ,Short Form Complaint,JOHNNY'S ICE HOUSE,60607
SUSUPUATO RESTAURANT & TAQUERIA,1966019,CHICAGO,IL,Pass,-87.66024611,41.99409183,20161006,Risk 1 (High),(41.99409182900129,30901,Restaurant,6161 N BROADWAY ,Canvass Re-Inspection,SUSUPUATO RESTAURANT & TAQUERIA,60660
LOS GAMAS TORTILLAS Y RESTORANTE,1966020,CHICAGO,IL,Pass,-87.71165855,41.91723545,20161006,Risk 1 (High),(41.91723544708353,2423902,Restaurant,3333 W ARMITAGE AVE ,Complaint Re-Inspection,ELVIA GAMA,60647
THE TWISTED VINE,1966128,CHICAGO,IL,Pass,-87.64960235,41.9463223,20161005,Risk 2 (Medium),(41.94632229643331,2179747,Restaurant,3530 N HALSTED ST ,Canvass,THE TWISTED VINE,60657
LITTLE ANGELS FAMILY DAYCARE,1955272,CHICAGO,IL,Pass,-87.64310796,41.77240524,20161005,Risk 1 (High),(41.77240524117657,2215839,Daycare Above and Under 2 Years,6701 S EMERALD AVE ,Canvass,LITTLE ANGELS FAMILY DAYCARE,60621
CAFE ORIENT 33,1966016,CHICAGO,IL,Out of Business,-87.70835645,41.96933589,20161005,Risk 1 (High),(41.96933589360574,2269908,Restaurant,4829 N KEDZIE AVE ,Canvass,CAFE ORIENT 33,60625
,1966010,,IL,Not Ready,-87.65992581,41.97306821,20161005,,(41.97306821306215,2458787,,5010 N BROADWAY ,License,BAMBU DESSERTS AND DRINKS,60640
,1966003,CHICAGO,IL,Pass,-87.62450498,41.88026337,20161005,Risk 2 (Medium),(41.88026337218459,2477130,Restaurant,122 S Michigan AVE BLDG ,License,ICANDY SUGAR SHOPPE,60603
DUNKIN DONUTS/BASKIN ROBBINS,1966002,CHICAGO,IL,Pass,-87.78687691,41.99609842,20161005,Risk 2 (Medium),(41.9960984214,64722,Restaurant,6342 N MILWAUKEE AVE ,Complaint Re-Inspection,DUNKIN DONUTS/BASKIN ROBBINS,60646
TKVD/KARLAS KITCHEN,1966004,CHICAGO,IL,Pass,-87.72518069,41.87031344,20161005,Risk 1 (High),(41.870313437951935,2492560,Restaurant,819 S PULASKI RD ,License Re-Inspection,TKVD/KARLAS KITCHEN,60624
ALONTI CATERING,1966005,CHICAGO,IL,Pass,-87.70378008,41.81369435,20161005,Risk 1 (High),(41.813694349665795,2492552,Catering,3150 W 44TH ST ,License,ALONTI CATERING,60632
MIN'A'S MEXICAN HOME COOKING AND SNACKS,1966008,CHICAGO,IL,Pass,-87.65879786,41.85045102,20161005,Risk 2 (Medium),(41.85045102427,2319938,Mobile Food Preparer,2300 S THROOP ST ,License,MIN'A'S MEXICAN HOME COOKING AND SNACKS,60608
APPEAL FOR CHARITIES/GOODWILL,1965999,CHICAGO,IL,Pass,-87.62682483,41.76555262,20161005,Risk 1 (High),(41.76555261652991,2215565,Daycare (2 - 6 Years),50 W 71ST ST ,License,APPEAL FOR CHARITIES/GOODWILL,60621
CAFE ORIENT33,1966006,CHICAGO,IL,Pass,-87.70835645,41.96933589,20161005,Risk 1 (High),(41.96933589360574,2492468,Restaurant,4829 N KEDZIE AVE ,License,CAFE ORIENT 33,60625
BIRRIERIA DE LA TORRE MEXICAN RESTAURANT,1965991,CHICAGO,IL,Pass,-87.72270419,41.77061934,20161005,Risk 1 (High),(41.77061934281714,2492789,Restaurant,6724-6726 S PULASKI RD ,License,BIRRIERIA DE LA TORRE MEXICAN RESTAURANT,60629
IMPERIAL LAMIAN,1966000,CHICAGO,IL,Pass,-87.62824385,41.89017092,20161005,Risk 1 (High),(41.89017091785458,2405743,Restaurant,6 W HUBBARD ST ,Complaint,IMPERIAL LAMIAN,60654
BIRRIERIA DE LA TORRE,1965990,CHICAGO,IL,Pass,-87.72270419,41.77061934,20161005,Risk 1 (High),(41.77061934281714,1358563,Restaurant,6724-6726 S PULASKI RD ,Complaint,BIRRIERIA DE LA TORRE,60629
STAR GYROS,1965988,CHICAGO,IL,Pass,-87.71066733,41.86645727,20161005,Risk 2 (Medium),(41.866457268921884,50600,Restaurant,3400 W ROOSEVELT RD ,Short Form Complaint,STAR GYROS,60624
WOK CUISINE,1965994,CHICAGO,IL,Pass,-87.70849944,41.96461176,20161005,Risk 1 (High),(41.96461176175771,1496143,Restaurant,4554 N KEDZIE AVE ,Canvass,WOK CUISINE,60625
BETTER GOURMET RESTAURANT,1697216,CHICAGO,IL,Pass,-87.63199264,41.8552817,20161005,Risk 1 (High),(41.85528170377401,2492555,Restaurant,2002 S WENTWORTH AVE ,License,BETTER GOURMET RESTAURANT,60616
AVENIDA DEL SABOR,1966539,CHICAGO,IL,Pass,-87.77134438,41.93109487,20161004,Risk 1 (High),(41.931094868682656,2488459,Restaurant,5805-5807 W DIVERSEY AVE ,License,AVENIDA DEL SABOR,60639
ELI'S CHEESECAKE CHICAGO (T1  B9),1965979,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161005,Risk 2 (Medium),(42.008536400868735,34224,Restaurant,11601 W TOUHY AVE ,Canvass,ELI'S CHEESECAKE,60666
FIFTY FOUR ELEVEN,1965982,CHICAGO,IL,Pass,-87.64601179,41.9339798,20161005,Risk 2 (Medium),(41.933979804573255,2293616,Mobile Food Dispenser,2850 N CLARK ST ,License Re-Inspection,FIFTY FOUR ELEVEN,60657
NEW LOVE TERIYAKI,1965975,CHICAGO,IL,Pass w/ Conditions,-87.69448432,41.82273508,20161005,Risk 1 (High),(41.82273507901569,2114749,Restaurant,3901 S CALIFORNIA AVE ,Complaint Re-Inspection,NEW LOVE TERIYAKI,60632
MUGHAL INDIA RESTAURANT,1965974,CHICAGO,IL,Fail,-87.64198533,41.87684968,20161005,Risk 1 (High),(41.876849676938306,2119771,Restaurant,560 W VAN BUREN ST ,Complaint,MUGHAL INDIA INC,60607
,1965973,CHICAGO,IL,Pass w/ Conditions,-87.65464368,41.96600833,20161005,Risk 1 (High),(41.96600833402895,2204335,Long Term Care,4621 N SHERIDAN RD ,Canvass,GRASMERE PLACE LLC,60640
MARTINEZ SUPERMARKET INC,1965972,CHICAGO,IL,Fail,-87.65091517,41.83474332,20161005,Risk 1 (High),(41.83474332305238,2437247,Grocery Store,3301 S MORGAN ST ,Canvass,MARTINEZ SUPERMARKET INC,60608
JEWEL FOOD STORE #3296,1965672,CHICAGO,IL,Fail,-87.81134688,41.97454295,20160930,Risk 1 (High),(41.97454294770947,1392,Grocery Store,7342 W FOSTER AVE ,Complaint Re-Inspection,JEWEL FOOD STORE #3296,60656
LITTLE GEMS INTERNATIONAL,1965969,CHICAGO,IL,Pass,-87.6392867,41.9239063,20161005,Risk 1 (High),(41.92390630404291,2216177,Daycare Above and Under 2 Years,2301 N CLARK ST ,License,LITTLE GEMS INTERNATIONAL (BELDEN),60614
FRESH MARKET AT FAIRBANKS,1965964,CHICAGO,IL,Pass,-87.62077291,41.89589816,20161005,Risk 1 (High),(41.89589815739559,1842888,Restaurant,250 E SUPERIOR ST ,Complaint,MORRISON MANAGEMENT SPECIALISTS,60611
WHITE CASTLE #26,1965963,CHICAGO,IL,Pass,-87.74189535,41.77854419,20161005,Risk 2 (Medium),(41.778544187675465,28488,Restaurant,4750 W 63RD ST ,Complaint Re-Inspection,WHITE CASTLE #26,60629
PAPA JOHN'S PIZZA,1955271,CHICAGO,IL,Fail,-87.62389568,41.85297383,20161005,Risk 2 (Medium),(41.85297382613197,2341071,Restaurant,80 E CERMAK RD ,Tag Removal,PAPA JOHN'S PIZZA,60616
AMAR FOODS,1965958,CHICAGO,IL,Pass,-87.61203766,41.77474041,20161005,Risk 2 (Medium),(41.77474041266132,57568,Grocery Store,525 E MARQUETTE RD ,Canvass Re-Inspection,AMAR FOODS,60637
BRIOCHE DOREE CAFE (T1-B DEPARTURE),1965950,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161005,Risk 2 (Medium),(42.008536400868735,34218,Restaurant,11601 W TOUHY AVE ,Canvass,HOST INTERNATIONAL,60666
SUSUPUATO RESTAURANT & TAQUERIA,1965860,CHICAGO,IL,Fail,-87.66024611,41.99409183,20161004,Risk 1 (High),(41.99409182900129,30901,Restaurant,6161 N BROADWAY ,Canvass,SUSUPUATO RESTAURANT & TAQUERIA,60660
NHU LAN BAKERY,1965947,CHICAGO,IL,Fail,-87.69436907,41.96867613,20161005,Risk 1 (High),(41.968676134286625,1772039,Bakery,2612 W LAWRENCE AVE ,Complaint,NHU LAN BAKERY,60625
DO EAT,1965945,CHICAGO,IL,Pass,-87.64610208,41.83687198,20161005,Risk 1 (High),(41.836871979178554,2492365,Restaurant,3141 S HALSTED ST ,License,DO EAT,60608
NEAR NORTH MONTESSORI SCHOOL,1965949,CHICAGO,IL,Pass,-87.66389435,41.9034967,20161005,Risk 1 (High),(41.90349669933936,2215549,Children's Services Facility,1434 W DIVISION ST ,License,NEAR NORTH MONTESSORI SCHOOL,60642
COSTELLO'S  SANDWICHES,1965928,CHICAGO,IL,Out of Business,-87.68680134,41.96620157,20161005,Risk 1 (High),(41.96620156500102,1986574,Restaurant,4647 N LINCOLN AVE ,Canvass,COSTELLO'S  SANDWICHES,60625
DUNKIN DONUTS,1965927,CHICAGO,IL,Fail,-87.64098857,41.88002352,20161005,Risk 2 (Medium),(41.88002352164489,1938957,Restaurant,117 S CLINTON ST ,Short Form Complaint,DUNKIN DONUTS,60661
LA CROSTA WOODFIRE  PIZZERIA ITALIANA,1965926,CHICAGO,IL,Pass,-87.6481984,41.9248928,20161005,Risk 3 (Low),(41.924892803987134,2446749,Restaurant,2360 N LINCOLN AVE ,License Re-Inspection,LA CROSTA WOODFIRE PIZZERIA ITALIANA,60614
TEAVANA #28346,1965922,CHICAGO,IL,Fail,-87.62396132,41.89774086,20161005,Risk 3 (Low),(41.897740856252504,2469710,Restaurant,835 N MICHIGAN AVE ,License,TEAVANA #28346,60611
,1965644,CHICAGO,IL,Out of Business,-87.61556531,41.78034997,20160930,Risk 1 (High),(41.78034996694072,2398173,Restaurant,400 E 63RD ST ,Canvass,CHARLES FAST FOOD,60637
U OF C  WOODLAWN,1965924,CHICAGO,IL,Pass,-87.59815597,41.77812652,20161005,Risk 1 (High),(41.77812651765076,3240700,School,6420 S University (1132E) ,Canvass Re-Inspection,U OF C  WOODLAWN,60637
ALDEN LAKELAND NURSING HOME,1965929,CHICAGO,IL,Pass w/ Conditions,-87.65110161,41.96924936,20161005,Risk 1 (High),(41.96924936435865,2204175,Long Term Care,820 W LAWRENCE AVE ,Canvass,LAKELAND INC,60640
STARBUCKS (T2 LL ARRIVAL),1965914,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161005,Risk 2 (Medium),(42.008536400868735,2032399,Restaurant,11601 W TOUHY AVE ,Canvass,HOST INTERNATIONAL INC,60666
SEADOG,1965915,CHICAGO,IL,Pass,-87.66510269,41.90348137,20161005,Risk 1 (High),(41.90348136734626,2068861,Restaurant,1500 W DIVISION ST ,Complaint,SEADOG SUSHI BAR,60642
TAXIMAROA BAKERY,1965907,CHICAGO,IL,Pass,-87.72781333,41.96835476,20161005,Risk 2 (Medium),(41.96835475685038,1445167,Bakery,3954 W LAWRENCE AVE ,Complaint Re-Inspection,TAXIMAROA BAKERY,60625
,1965908,CHICAGO,IL,Pass,-87.64834189,41.91770608,20161005,Risk 3 (Low),(41.917706084219844,2469268,Restaurant,1961 N HALSTED ST ,License Re-Inspection,J9 WINE BAR,60614
STARBUCKS COFFEE (T1-B14),1965858,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161004,Risk 2 (Medium),(42.008536400868735,34217,Restaurant,11601 W TOUHY AVE ,Canvass,HOST INTERNATIONAL,60666
,1965906,CHICAGO,IL,Pass,-87.64834189,41.91770608,20161005,Risk 2 (Medium),(41.917706084219844,2469269,Restaurant,1961 N HALSTED ST ,License Re-Inspection,J9 WINE BAR,60614
THE EASTMAN EGG COMPANY,1965904,CHICAGO,IL,Pass,-87.63663756,41.88270035,20161005,Risk 2 (Medium),(41.88270035458986,2333405,Restaurant,29 N WACKER DR ,Complaint Re-Inspection,THE EASTMAN EGG COMPANY,60606
THE NICHOLSON SCHOOL,1965897,CHICAGO,IL,Pass,-87.67034138,41.91618227,20161005,Risk 1 (High),(41.91618227133264,2333358,Daycare (2 - 6 Years),1700 W CORTLAND ST ,License,THE NICHOLSON SCHOOL,60622
FLAGSHIP TAVERN & GRILL,1965896,CHICAGO,IL,Fail,-87.66961665,41.93979302,20161004,Risk 1 (High),(41.93979302024049,2231808,Restaurant,1622 W BELMONT AVE ,Complaint,FLAGSHIP TAVERN & GRILL,60657
ROJO GUSANO,1965895,CHICAGO,IL,Pass,-87.72444786,41.96839043,20161004,Risk 3 (Low),(41.968390431264375,2487475,Restaurant,3830 W LAWRENCE AVE ,License,ROJO GUSANO,60625
JAMAICAN ME HUNGRY,1965891,CHICAGO,IL,Not Ready,-87.66325181,41.74862471,20161004,Risk 1 (High),(41.74862470541784,2484104,Restaurant,7959 S ASHLAND AVE ,License,JAMAICAN ME HUNGRY,60620
POPEYE'S,1965892,CHICAGO,IL,Pass,-87.60574753,41.80965253,20161004,Risk 2 (Medium),(41.80965253314558,1963622,Restaurant,818 E 47TH ST ,Complaint,POPEYE'S FRIED CHICKEN,60653
ROJO GUSANO,1965893,CHICAGO,IL,Pass,-87.72444786,41.96839043,20161004,Risk 1 (High),(41.968390431264375,1305286,Restaurant,3830 W LAWRENCE AVE ,Canvass Re-Inspection,ROJO GUSANO,60625
LOWCOUNTRY,1965886,CHICAGO,IL,Pass,-87.6528628,41.94286932,20161004,Risk 1 (High),(41.942869318828365,1042664,Restaurant,3343 N CLARK ST ,Complaint Re-Inspection,LOWCOUNTRY,60657
MONTESSORI MAGPIE,1965884,CHICAGO,IL,Pass,-87.66717396,41.89713189,20161004,Risk 1 (High),(41.89713189353226,2398408,Children's Services Facility,835 N ASHLAND AVE ,License Re-Inspection,MONTESSORI MAGPIE,60622
GOREE CUISINE,1965887,CHICAGO,IL,Pass,-87.59816456,41.80973695,20161004,Risk 2 (Medium),(41.80973695200191,2492251,Restaurant,1126 E 47TH ST ,License Re-Inspection,GOREE CUISINE,60653
JACKSON PARK SLF,1965881,CHICAGO,IL,Pass w/ Conditions,-87.58918947,41.75884822,20161004,Risk 1 (High),(41.75884821792363,2475830,Long Term Care,1440-1448 E 75TH ST ,License,JACKSON PARK SLF,60619
NATIVE FOODS CLARK STREET LLC,1965878,CHICAGO,IL,Pass,-87.63095049,41.87881482,20161004,Risk 1 (High),(41.87881482219489,2283740,Restaurant,218 S CLARK ST ,Complaint,NATIVE FOODS CLARK STREET LLC,60604
BRO-N-LAWS BAR-B-Q,1965874,CHICAGO,IL,Pass,-87.72216982,41.895513,20161004,Risk 1 (High),(41.895512999951805,2442895,Restaurant,3820 W CHICAGO AVE ,Complaint Re-Inspection,BRO-N-LAWS BAR-B-Q LLC,60651
HAROLD'S CHICKEN,1965871,CHICAGO,IL,Pass,-87.58634092,41.76094846,20161004,Risk 2 (Medium),(41.760948456691715,2203524,Restaurant,7348 S STONY ISLAND AVE ,Short Form Complaint,HAROLD'S OF CHICAGO,60649
THE EMPANADA BIKE,1965876,CHICAGO,IL,Pass,-87.67710953,41.95203002,20161004,Risk 3 (Low),(41.952030017774646,2476191,MOBILPREPARED FOOD VENDOR,3855 N LINCOLN AVE ,License Re-Inspection,THE EMPANADA BIKE,60613
TINY TAVERN,1965833,CHICAGO,IL,Pass,-87.61156988,41.89209414,20161004,Risk 1 (High),(41.892094136861786,2451930,Restaurant,600 E GRAND AVE ,License,TINY TAVERN,60611
SKY CHOP SUEY INC,1965882,CHICAGO,IL,Pass,-87.70219239,41.73641424,20161004,Risk 1 (High),(41.7364142354004,25159,Restaurant,8616 S KEDZIE AVE ,Complaint Re-Inspection,SKY CHOP SUEY INC,60652
PAPA JOHN'S PIZZA,1955270,CHICAGO,IL,Fail,-87.62389568,41.85297383,20161004,Risk 2 (Medium),(41.85297382613197,2341071,Restaurant,80 E CERMAK RD ,Canvass,PAPA JOHN'S PIZZA,60616
THE ADMIRAL AT THE LAKE,1965875,CHICAGO,IL,Pass,-87.65368519,41.97630623,20161004,Risk 1 (High),(41.976306229211716,2163661,Restaurant,929 W FOSTER AVE ,Canvass,THE ADMIRAL AT THE LAKE,60640
GROCERY BASKET,1965869,CHICAGO,IL,Pass,-87.61416259,41.70719854,20161004,Risk 2 (Medium),(41.70719854079396,1677513,Grocery Store,351 E 103RD ST ,Complaint Re-Inspection,GROCERY BASKET,60628
DANISH GAS & FOOD MART,1965868,CHICAGO,IL,Fail,-87.71048643,41.87352189,20161004,Risk 3 (Low),(41.8735218856565,2363374,Grocery Store,3353-3359 W HARRISON ST ,Complaint,DANISH GAS & FOOD MART,60624
STARBUCKS (T1/B CONCOURSE-BAGGAGE CLAIM),1965861,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161004,Risk 2 (Medium),(42.008536400868735,34229,Restaurant,11601 W TOUHY AVE ,Canvass,Starbucks,60666
STANS DONUTS,1965831,CHICAGO,IL,Pass,-87.64508035,41.9328287,20161004,Risk 3 (Low),(41.9328286998427,2483123,Mobile Food Dispenser,2800 N CLARK ST ,License,STANS DONUTS,60657
STARBUCKS COFFEE (T1-B5),1965857,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161004,Risk 2 (Medium),(42.008536400868735,34205,Restaurant,11601 W TOUHY AVE ,Canvass,STARBUCKS,60666
CARE-A-LOT INC,1965866,CHICAGO,IL,Pass,-87.7631935,41.99858912,20161004,Risk 1 (High),(41.99858912294531,2216863,Daycare (2 - 6 Years),6441 N CENTRAL AVE ,License,CARE-A-LOT INC,60646
BURRITO BEACH,1965856,CHICAGO,IL,Pass,-87.63975868,41.88199434,20161004,Risk 1 (High),(41.88199433820508,64874,Restaurant,500 W MADISON ST ,Complaint Re-Inspection,BURRITO BEACH,60661
STARBUCK'S (T1 B9),1965854,CHICAGO,IL,Pass,-87.91442844,42.0085364,20161004,Risk 2 (Medium),(42.008536400868735,34215,Restaurant,11601 W TOUHY AVE ,Canvass,DELI/STARBUCK'S,60666
FOGO DE CHAO,1965865,CHICAGO,IL,Pass,-87.63251632,41.8941247,20161004,Risk 1 (High),(41.8941247035236,1196816,Restaurant,661 N LA SALLE DR ,Complaint,FOGO DE CHAO CHURRASCARIA (CHICAGO) LLC,60654
GRAND PALACE,1965847,CHICAGO,IL,Pass,-87.63291566,41.84540497,20161004,Risk 1 (High),(41.84540496954724,1679405,Restaurant,225 W 26TH ST ,Complaint Re-Inspection,GRAND PALACE,60616
KENTUCKY FRIED CHICKEN 521054,1965641,CHICAGO,IL,Out of Business,-87.62538927,41.79420061,20160930,Risk 1 (High),(41.794200609540425,1816828,Restaurant,7 E GARFIELD BLVD ,Canvass,KENTUCKY FRIED CHICKEN 521054,60637
SKIDOE'S CAFE AND GRILL,1965849,CHICAGO,IL,Pass,-87.61963864,41.80193976,20161004,Risk 2 (Medium),(41.801939763334246,2424039,Restaurant,235 E 51ST ST ,License Re-Inspection,SKIDOE'S CAFE AND GRILL,60615
BIG G'S PIZZA,1965844,CHICAGO,IL,Fail,-87.65550099,41.86954627,20161004,Risk 1 (High),(41.86954627058427,2334691,Restaurant,1132 W TAYLOR ST ,Canvass Re-Inspection,BIG G'S PIZZA,60607
SKYBOX ON SHEFFIELD,1965842,CHICAGO,IL,Pass,-87.65420738,41.94806273,20161004,Risk 2 (Medium),(41.948062734364164,2379723,ROOFTOP,3627 N SHEFFIELD AVE ,Canvass,SKYBOX ON SHEFFIELD,60613
JJ FISH & GROCERY,1965839,CHICAGO,IL,Fail,-87.69296412,41.76443109,20161004,Risk 2 (Medium),(41.764431087792644,2341091,RESTAURANT/GROCERY STORE,2759 W 71ST ST ,Complaint Re-Inspection,JJ FISH & GROCERY INC.,60629
THE QUARRY EVENT CENTER,1965837,CHICAGO,IL,No Entry,-87.56565795,41.75888652,20161004,Risk 1 (High),(41.75888651800864,2261711,Restaurant,2419-2425 E 75TH ST ,Complaint,THE QUARRY EVENT CENTER,60649
BETHLEHEM PITA & GRILL,1965836,CHICAGO,IL,Out of Business,-87.64985956,41.95377883,20161004,Risk 1 (High),(41.95377882546025,2340257,Restaurant,3933 N BROADWAY ,Canvass,BETHLEHEM PITA & GRILL,60613
MCDONALD'S #26364,1965835,CHICAGO,IL,Pass,-87.63468562,41.87799905,20161004,Risk 2 (Medium),(41.877999051113726,1868073,Restaurant,233 W JACKSON BLVD ,Complaint Re-Inspection,MCDONALD'S #26364,60606
FAY'S FOOD & MEAT MARKET,1965827,CHICAGO,IL,Pass,-87.76365751,41.90951058,20161004,Risk 2 (Medium),(41.90951058048227,2009220,Grocery Store,5512 W NORTH AVE ,Short Form Complaint,FAY'S FOOD & MEAT MARKET,60639
LAS ISLAS MARIAS,1965830,CHICAGO,IL,Pass w/ Conditions,-87.72158716,41.74385143,20161004,Risk 1 (High),(41.743851432265714,2065455,Restaurant,8205-8209 S PULASKI RD ,Complaint,LAS ISLAS MARIAS,60652
KENTUCTY FRIED CHICKEN,1955269,CHICAGO,IL,Pass,-87.68420498,41.82651854,20161004,Risk 1 (High),(41.826518542923324,2483758,Restaurant,3696 S ARCHER AVE ,Short Form Complaint,KENTUCKY FRIED CHICKEN,60609
SPECIAL KUDO,1965820,CHICAGO,IL,Pass,-87.64985956,41.95377883,20161004,Risk 1 (High),(41.95377882546025,2492446,Restaurant,3933 N BROADWAY ,License,SPECIAL KUDO,60613
MA GONG & LA PO,1965816,CHICAGO,IL,Pass,-87.63185844,41.85250898,20161004,Risk 1 (High),(41.85250898151474,2120933,Restaurant,2215 S WENTWORTH AVE ,Complaint Re-Inspection,MA GONG & LA PO,60616
THREE BROTHERS FOOD & LIQUOR,1966057,CHICAGO,IL,No Entry,-87.74603871,41.89872983,20161004,Risk 3 (Low),(41.89872983060618,2069381,Grocery Store,1000 N CICERO AVE ,Short Form Complaint,THREE BROTHERS FOOD & LIQUOR,60651
MARIANO'S,1965810,CHICAGO,IL,Pass w/ Conditions,-87.65483978,41.97648167,20161004,Risk 1 (High),(41.976481667612425,2307752,Grocery Store,5201 N SHERIDAN RD ,Complaint,MARIANO'S #8522,60640
JERRY'S,1965808,CHICAGO,IL,Pass,-87.66817124,41.98035904,20161004,Risk 1 (High),(41.980359035573265,2134056,Restaurant,5419 N CLARK ST ,Complaint Re-Inspection,JERRY'S,60640
KERFOOT FOOD & LIQUOR,1965708,CHICAGO,IL,Pass,-87.63944186,41.74022641,20160930,Risk 3 (Low),(41.74022641115339,2470351,Grocery Store,8462 S VINCENNES AVE ,License,KERFOOT FOOD & LIQUOR,60620
LA CROSTA WOODFIRE  PIZZERIA ITALIANA,1965809,CHICAGO,IL,Pass w/ Conditions,-87.6481984,41.9248928,20161004,Risk 3 (Low),(41.924892803987134,2446749,Restaurant,2360 N LINCOLN AVE ,License,LA CROSTA WOODFIRE PIZZERIA ITALIANA,60614
MANNY'S GROCERY,1965805,CHICAGO,IL,Pass,-87.5759402,41.7562368,20161004,Risk 2 (Medium),(41.75623679739395,2458497,Grocery Store,7627 S JEFFERY BLVD ,License Re-Inspection,MANNY'S GROCERY,60649
AVENIDA DEL SABOR,1965797,CHICAGO,IL,Pass,-87.77134438,41.93109487,20161004,Risk 1 (High),(41.931094868682656,2488459,Restaurant,5805 W DIVERSEY AVE ,License,AVENIDA DEL SABOR,60639
WINGSTOP,1965791,CHICAGO,IL,Not Ready,-87.72771372,41.96223481,20161004,Risk 1 (High),(41.96223481162694,2492663,,4445 N PULASKI RD ,License,WINGSTOP,60630
BIG & LITTLES RESTAURANT,1965788,CHICAGO,IL,Pass,-87.6699218,41.90541556,20161004,Risk 1 (High),(41.90541555770196,2470420,Restaurant,1310 N MILWAUKEE AVE ,License,BIG & LITTLES RESTAURANT,60622
CHIPPER PRE-SCHOOL/KINDERGARTEN,1965790,CHICAGO,IL,Pass,-87.70207307,41.74355479,20161004,Risk 1 (High),(41.74355478944242,2216082,Daycare Combo 1586,8225-8229 S KEDZIE ,Canvass,CHIPPER PRE-SCHOOL/KINDERGARTEN,60652
