822,location,(41.87655166174297,18690
823,address,815 w van buren,18690
824,dbaname,giordanos of greektown,18690
825,location,(41.90790946673667,18799
826,facilitytype,daycare above and under 2 years,18799
827,dbaname,american kidz academy,18799
828,location,(41.94231341336203,18829
829,address,3313-3319 n broadway,18829
830,dbaname,wakamono,18829
831,location,(41.94000063078428,18869
832,address,3246-3248 n central ave,18869
833,dbaname,retro cafe restaurant,18869
834,location,(41.94000063078428,18899
835,address,3246-3248 n central ave,18899
836,dbaname,retro cafe restaurant,18899
837,location,(41.94231341336203,18944
838,address,3313-3319 n broadway,18944
839,dbaname,wakamono,18944
840,location,(41.93624830273888,18952
841,address,2945-2947 n broadway ave,18952
842,dbaname,pastoral,18952
843,location,(41.89983492074242,19051
844,facilitytype,restaurant,19051
845,dbaname,waldorf astoria chicago,19051
846,location,(41.74988142522215,19119
847,facilitytype,restaurant,19119
848,dbaname,pathways to learning,19119
849,location,(41.749873806501896,19127
850,facilitytype,restaurant,19127
851,dbaname,pathways to learning child care center,19127
852,location,(41.89983492074242,19156
853,facilitytype,restaurant,19156
854,dbaname,waldorf astoria chicago,19156
855,location,(41.88123342371891,19212
856,address,2550-2602 w madison st,19212
857,dbaname,johnnys ice house,19212
858,location,(41.89983492074242,19256
859,facilitytype,restaurant,19256
860,dbaname,waldorf astoria chicago,19256
861,location,(41.733410005055205,19622
862,facilitytype,bakery,19622
863,dbaname,marzeya bakery,19622
864,location,(41.94231341336203,19624
865,address,3313-3319 n broadway,19624
866,dbaname,wakamono,19624
867,location,(41.69234712576441,19754
868,address,1200-1210 w 111th st,19754
869,dbaname,marathon,19754
870,location,(41.98857518279947,19819
871,facilitytype,daycare (2 - 6 years),19819
872,dbaname,resurrection medical center,19819
873,location,(41.96857277212391,20226
874,address,3142-3148 w lawrence ave,20226
875,dbaname,lindo michoacan,20226
876,location,(41.83920683228708,20305
877,address,3020-3022 s halsted st,20305
878,dbaname,mcdonalds,20305
879,location,(41.75111680314462,20342
880,facilitytype,restaurant,20342
881,dbaname,perfect beginnings child development center,20342
882,location,(41.73945838739822,20356
883,facilitytype,restaurant,20356
884,dbaname,new knowledge learning center,20356
885,location,(42.00273166409286,20459
886,address,6727-6733 n olmsted ave,20459
887,dbaname,morettis,20459
888,location,(41.655906736353224,20789
889,facilitytype,daycare above and under 2 years,20789
890,dbaname,altgeld gardens daycare,20789
891,location,(41.96766364582441,20871
892,address,5619 w lawrence ave,20871
893,dbaname,smakosz inc,20871
894,location,(41.951064053085005,21022
895,address,3800-3804 n clark st,21022
896,dbaname,uncommon ground,21022
897,location,(41.9793096533148,21215
898,facilitytype,school,21215
899,dbaname,brickton montessori school,21215
900,location,(41.9793096533148,21220
901,facilitytype,school,21220
902,dbaname,brickton montessori school,21220
903,location,(41.8806992461244,21257
904,facilitytype,restaurant,21257
905,dbaname,bright horizons chicago west loop,21257
906,location,(41.8806992461244,21261
907,facilitytype,daycare (2 - 6 years),21261
908,dbaname,bright horizons chicago west loop,21261
909,location,(41.8806992461244,21263
910,facilitytype,restaurant,21263
911,dbaname,bright horizons chicago west loop,21263
912,location,(41.791761831643065,21368
913,facilitytype,restaurant,21368
914,dbaname,little people learning,21368
915,location,(41.90349669933936,21370
916,facilitytype,restaurant,21370
917,dbaname,near north montessori school,21370
918,location,(41.90349669933936,21378
919,facilitytype,restaurant,21378
920,dbaname,near north montessori school,21378
921,location,(41.73684776335349,21515
922,facilitytype,daycare combo 1586,21515
923,dbaname,tots express learning center,21515
924,location,(41.80058537744086,21531
925,address,4334-4338 w 51st st,21531
926,dbaname,supermercado rivera inc.,21531
927,location,(41.894662670242106,21648
928,facilitytype,restaurant,21648
929,dbaname,chicago childrens house,21648
930,location,(41.87686736408027,21700
931,facilitytype,school,21700
932,dbaname,robert morris college,21700
933,location,(42.00273166409286,21747
934,address,6727-6733 n olmsted ave,21747
935,dbaname,morettis,21747
936,location,(41.99798375025185,21762
937,address,2032-2034 w devon ave,21762
938,dbaname,ghareeb nawaz restaurant,21762
939,location,(41.99798375025185,21771
940,address,2032-2036 w devon ave,21771
941,dbaname,ghareeb nawaz restaurant,21771
942,location,(41.968553831007675,21887
943,facilitytype,restaurant,21887
944,dbaname,adler school inc,21887
945,location,(41.94497417145062,22048
946,address,3463-3467 n broadway bldg,22048
947,dbaname,rocks lakeview,22048
948,location,(41.73684776335349,22098
949,facilitytype,daycare combo 1586,22098
950,dbaname,tots express learning center,22098
951,location,(41.89896533484934,22105
952,facilitytype,restaurant,22105
953,address,900 n north branch,22105
954,dbaname,kendall college,22105
955,location,(41.89896533484934,22110
956,facilitytype,restaurant,22110
957,address,900 n north branch st,22110
958,dbaname,kendall college,22110
959,location,(41.73684776335349,22157
960,facilitytype,daycare combo 1586,22157
961,dbaname,tots express learning center,22157
962,location,(41.951064053085005,22164
963,address,3800-3804 n clark st,22164
964,dbaname,uncommon ground,22164
965,location,(41.90367478181266,22284
966,facilitytype,restaurant,22284
967,dbaname,chicago q,22284
968,location,(41.892094136861786,22313
969,facilitytype,restaurant,22313
970,dbaname,churro factory,22313
971,location,(41.96048824521629,22316
972,facilitytype,restaurant,22316
973,dbaname,kids world day care,22316
974,location,(41.892094136861786,22564
975,facilitytype,restaurant,22564
976,dbaname,churro factory,22564
977,location,(41.83827010545886,22577
978,address,420-422 w 31st st,22577
979,dbaname,chinese kitchen and sushi,22577
980,location,(41.8806992461244,22817
981,facilitytype,restaurant,22817
982,dbaname,bright horizons chicago west loop,22817
983,location,(41.78040624754399,22847
984,facilitytype,daycare above and under 2 years,22847
985,address,1167 e 63rd st,22847
986,dbaname,tiny scholars academy,22847
987,location,(41.95453268893165,22852
988,address,4000-4004 n sheridan rd,22852
989,dbaname,holiday club,22852
990,location,(41.78040624754399,22954
991,facilitytype,restaurant,22954
992,address,1167-69 e 63rd st,22954
993,dbaname,tiny scholars academy,22954
994,location,(42.008536400868735,23208
995,address,11601 w touhy ave,23208
996,dbaname,host international inc,23208
997,location,(41.95453268893165,23341
998,address,4000-4004 n sheridan rd,23341
999,dbaname,holiday club,23341
1000,location,(41.78027237989979,23397
